locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA	used
DZA65_RS00415	DZA65_RS00415	1	NZ_CP031560	100066	100773	+	NA	ABC transporter ATP-binding protein	0.5692	20	TRUE
DZA65_RS00420	DZA65_RS00420	1	NZ_CP031560	100778	103213	+	NA	FtsX-like permease family protein	0.452	160	TRUE
DZA65_RS00425	DZA65_RS00425	1	NZ_CP031560	103418	104821	+	NA	sigma-54-dependent Fis family transcriptional regulator	0.5527	39	TRUE
DZA65_RS00430	DZA65_RS00430	1	NZ_CP031560	104814	106133	+	NA	histidine kinase	0.5492	33	TRUE
DZA65_RS00435	DZA65_RS00435	1	NZ_CP031560	106090	106860	+	NA	4'-phosphopantetheinyl transferase superfamily protein	0.6187	17	TRUE
DZA65_RS00440	DZA65_RS00440	1	NZ_CP031560	106848	107495	-	NA	hypothetical protein	0.5895	18	TRUE
DZA65_RS00445	DZA65_RS00445	1	NZ_CP031560	107778	108716	-	NA	3-oxoacyl-ACP synthase	0.59	26	TRUE
DZA65_RS00450	DZA65_RS00450	1	NZ_CP031560	108772	109569	-	NA	hypothetical protein	0.6128	17	TRUE
DZA65_RS00455	DZA65_RS00455	1	NZ_CP031560	109613	110764	-	NA	acyl-CoA/acyl-ACP dehydrogenase	0.5842	37	TRUE
DZA65_RS00460	DZA65_RS00460	1	NZ_CP031560	110865	111788	-	NA	3-oxoacyl-ACP synthase	0.5974	24	TRUE
DZA65_RS00465	DZA65_RS00465	1	NZ_CP031560	111864	112376	-	NA	hypothetical protein	0.6277	18	TRUE
DZA65_RS00470	DZA65_RS00470	1	NZ_CP031560	112378	113511	-	NA	acyl-CoA dehydrogenase	0.6367	22	TRUE
DZA65_RS00475	DZA65_RS00475	1	NZ_CP031560	113508	113939	-	NA	glyoxalase	0.5301	14	TRUE
DZA65_RS00480	DZA65_RS00480	1	NZ_CP031560	114037	115560	-	NA	AMP-binding protein	0.5367	61	TRUE
DZA65_RS00485	DZA65_RS00485	1	NZ_CP031560	115541	117085	-	NA	AMP-binding protein	0.6052	56	TRUE
DZA65_RS00490	DZA65_RS00490	1	NZ_CP031560	117082	117393	-	NA	acyl carrier protein	0.5321	8	TRUE
DZA65_RS00495	DZA65_RS00495	1	NZ_CP031560	117399	118982	-	NA	acyl--CoA ligase	0.6143	42	TRUE
DZA65_RS00500	DZA65_RS00500	1	NZ_CP031560	118992	119906	-	NA	hypothetical protein	0.6284	27	TRUE
DZA65_RS00505	DZA65_RS00505	1	NZ_CP031560	119903	121246	-	NA	type III PLP-dependent enzyme	0.6071	41	TRUE
DZA65_RS00510	DZA65_RS00510	1	NZ_CP031560	121239	121547	-	NA	hypothetical protein	0.5275	11	TRUE
DZA65_RS00515	DZA65_RS00515	1	NZ_CP031560	122315	123067	+	NA	LuxR family transcriptional regulator	0.4117	41	TRUE
DZA65_RS00520	DZA65_RS00520	1	NZ_CP031560	123033	123671	-	NA	acyl-homoserine-lactone synthase	0.4319	41	TRUE
DZA65_RS00525	DZA65_RS00525	1	NZ_CP031560	123766	123993	-	NA	hypothetical protein	0.4079	14	TRUE
DZA65_RS00530	DZA65_RS00530	1	NZ_CP031560	124116	124364	+	NA	DUF1471 domain-containing protein	0.5783	6	TRUE
DZA65_RS00535	DZA65_RS00535	1	NZ_CP031560	124702	125055	-	NA	helix-turn-helix transcriptional regulator	0.5198	10	TRUE
DZA65_RS00540	DZA65_RS00540	1	NZ_CP031560	125154	125411	+	NA	transcriptional regulator	0.5078	10	TRUE
DZA65_RS00545	DZA65_RS00545	1	NZ_CP031560	125419	125751	-	NA	helix-turn-helix transcriptional regulator	0.4925	12	TRUE
DZA65_RS00550	DZA65_RS00550	1	NZ_CP031560	126251	127288	-	NA	IS630 family transposase	0.5376	40	FALSE
DZA65_RS00555	DZA65_RS00555	1	NZ_CP031560	127555	128598	+	NA	hypothetical protein	0.34	76	TRUE
DZA65_RS00560	DZA65_RS00560	1	NZ_CP031560	128600	130171	+	NA	hypothetical protein	0.2888	166	TRUE
DZA65_RS00565	DZA65_RS00565	1	NZ_CP031560	130329	131759	+	NA	hypothetical protein	0.3564	123	TRUE
DZA65_RS00570	DZA65_RS00570	7	NZ_CP031560	131942	133050	-	NA	IS3 family transposase	0.4806	59	TRUE
DZA65_RS00575	DZA65_RS00575	1	NZ_CP031560	133395	134258	-	NA	YicC family protein	0.5891	15	TRUE
DZA65_RS00580	DZA65_RS00580	1	NZ_CP031560	134388	135296	-	NA	LysR family transcriptional regulator	0.6018	17	TRUE
DZA65_RS00585	DZA65_RS00585	1	NZ_CP031560	135425	136507	-	NA	membrane dipeptidase	0.6279	17	TRUE
DZA65_RS00590	DZA65_RS00590	1	NZ_CP031560	136707	138302	+	NA	ABC transporter substrate-binding protein	0.5927	28	TRUE
DZA65_RS00595	DZA65_RS00595	1	NZ_CP031560	138302	139312	+	NA	ABC transporter permease	0.6301	28	TRUE
DZA65_RS00600	DZA65_RS00600	1	NZ_CP031560	139309	140211	+	NA	ABC transporter permease	0.6578	14	TRUE
DZA65_RS00605	DZA65_RS00605	1	NZ_CP031560	140212	141039	+	NA	ABC transporter ATP-binding protein	0.6341	10	TRUE
DZA65_RS00610	DZA65_RS00610	1	NZ_CP031560	141039	141779	+	NA	ABC transporter ATP-binding protein	0.6154	16	TRUE
DZA65_RS00615	DZA65_RS00615	1	NZ_CP031560	141776	143287	+	NA	serine hydrolase	0.662	30	TRUE
DZA65_RS00620	DZA65_RS00620	1	NZ_CP031560	143523	144584	-	NA	FkbM family methyltransferase	0.3653	79	TRUE
DZA65_RS00625	DZA65_RS00625	1	NZ_CP031560	145173	146162	-	NA	acyltransferase	0.3677	82	TRUE
DZA65_RS00630	DZA65_RS00630	1	NZ_CP031560	146700	148025	-	NA	sulfotransferase family 2 domain-containing protein	0.5226	45	TRUE
DZA65_RS00635	DZA65_RS00635	1	NZ_CP031560	148521	148991	+	NA	hypothetical protein	0.4756	30	TRUE
DZA65_RS00640	DZA65_RS00640	1	NZ_CP031560	149119	149883	+	NA	hypothetical protein	0.5895	26	TRUE
DZA65_RS00645	DZA65_RS00645	1	NZ_CP031560	149903	150667	+	NA	hypothetical protein	0.5974	24	TRUE
DZA65_RS00650	DZA65_RS00650	7	NZ_CP031560	150687	151449	+	NA	hypothetical protein	0.6003	22	TRUE
DZA65_RS00655	DZA65_RS00655	1	NZ_CP031560	151539	152240	+	NA	ABC transporter ATP-binding protein	0.5954	18	TRUE
DZA65_RS00660	DZA65_RS00660	1	NZ_CP031560	152209	153453	+	NA	ABC transporter permease	0.6056	35	TRUE
DZA65_RS00665	DZA65_RS00665	1	NZ_CP031560	153446	154927	+	NA	TolC family protein	0.587	55	TRUE
DZA65_RS00670	DZA65_RS00670	1	NZ_CP031560	154920	156182	+	NA	HlyD family efflux transporter periplasmic adaptor subunit	0.593	40	TRUE
DZA65_RS00675	DZA65_RS00675	1	NZ_CP031560	156164	157132	-	NA	isoaspartyl peptidase/L-asparaginase	0.6605	17	TRUE
DZA65_RS00680	DZA65_RS00680	1	NZ_CP031560	157160	157981	-	NA	M55 family metallopeptidase	0.6314	21	TRUE
DZA65_RS00685	DZA65_RS00685	1	NZ_CP031560	158014	159069	-	NA	P1 family peptidase	0.6714	18	TRUE
DZA65_RS00690	DZA65_RS00690	1	NZ_CP031560	159081	159980	-	NA	ABC transporter permease subunit	0.6367	21	TRUE
DZA65_RS00695	DZA65_RS00695	1	NZ_CP031560	159989	160909	-	NA	ABC transporter permease subunit	0.6091	19	TRUE
DZA65_RS00700	DZA65_RS00700	1	NZ_CP031560	160927	162483	-	NA	glutathione ABC transporter substrate-binding protein	0.6018	43	TRUE
DZA65_RS00705	DZA65_RS00705	1	NZ_CP031560	162717	164615	-	NA	ABC transporter ATP-binding protein	0.6409	37	TRUE
DZA65_RS00710	DZA65_RS00710	1	NZ_CP031560	164636	165601	-	NA	L-Ala-D/L-Glu epimerase	0.6563	12	TRUE
DZA65_RS00715	DZA65_RS00715	1	NZ_CP031560	165606	166613	-	NA	DUF1611 domain-containing protein	0.6448	24	TRUE
DZA65_RS00720	DZA65_RS00720	1	NZ_CP031560	166862	167194	-	NA	DUF202 domain-containing protein	0.6036	11	TRUE
DZA65_RS00725	DZA65_RS00725	1	NZ_CP031560	167201	167593	-	NA	DUF202 domain-containing protein	0.6489	8	TRUE
DZA65_RS00730	DZA65_RS00730	1	NZ_CP031560	167772	168488	+	NA	ribonuclease PH	0.6081	15	TRUE
DZA65_RS00735	DZA65_RS00735	1	NZ_CP031560	168601	169242	+	NA	orotate phosphoribosyltransferase	0.5997	16	TRUE
DZA65_RS00740	DZA65_RS00740	1	NZ_CP031560	169291	169887	-	NA	nucleoid occlusion factor SlmA	0.5662	13	TRUE
DZA65_RS00745	DZA65_RS00745	1	NZ_CP031560	169996	170454	-	NA	dUTP diphosphatase	0.6013	8	FALSE
DZA65_RS00750	DZA65_RS00750	1	NZ_CP031560	170423	171622	-	NA	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	0.6033	28	FALSE
DZA65_RS00755	DZA65_RS00755	1	NZ_CP031560	171916	172581	+	NA	JAB domain-containing protein	0.5916	14	TRUE
DZA65_RS00760	DZA65_RS00760	1	NZ_CP031560	172820	173056	+	NA	50S ribosomal protein L28	0.4937	13	FALSE
DZA65_RS00765	DZA65_RS00765	1	NZ_CP031560	173068	173235	+	NA	50S ribosomal protein L33	0.4345	11	FALSE
DZA65_RS00770	DZA65_RS00770	1	NZ_CP031560	173311	174120	+	NA	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	0.5815	29	TRUE
DZA65_RS00775	DZA65_RS00775	1	NZ_CP031560	174181	174660	-	NA	pantetheine-phosphate adenylyltransferase	0.5563	14	FALSE
DZA65_RS00780	DZA65_RS00780	1	NZ_CP031560	174650	175441	-	NA	glycosyltransferase family 2 protein	0.5972	25	FALSE
DZA65_RS00785	DZA65_RS00785	1	NZ_CP031560	175441	176718	-	NA	3-deoxy-D-manno-octulosonic acid transferase	0.6017	41	FALSE
DZA65_RS00790	DZA65_RS00790	1	NZ_CP031560	177267	178391	+	NA	glycosyltransferase family 4 protein	0.5893	31	TRUE
DZA65_RS00795	DZA65_RS00795	1	NZ_CP031560	178388	179494	+	NA	glycosyltransferase family 9 protein	0.6034	31	TRUE
DZA65_RS00800	DZA65_RS00800	1	NZ_CP031560	179494	180702	+	NA	O-antigen ligase family protein	0.4988	52	TRUE
DZA65_RS00805	DZA65_RS00805	1	NZ_CP031560	180854	181972	-	NA	glycosyltransferase family 4 protein	0.6077	29	FALSE
DZA65_RS00810	DZA65_RS00810	1	NZ_CP031560	181969	183054	-	NA	putative lipopolysaccharide heptosyltransferase III	0.593	20	TRUE
DZA65_RS00815	DZA65_RS00815	1	NZ_CP031560	183084	184064	-	NA	lipopolysaccharide heptosyltransferase RfaC	0.6228	16	FALSE
DZA65_RS00820	DZA65_RS00820	1	NZ_CP031560	184061	185113	-	NA	ADP-heptose--LPS heptosyltransferase RfaF	0.6182	24	FALSE
DZA65_RS00825	DZA65_RS00825	1	NZ_CP031560	185144	186076	-	NA	ADP-glyceromanno-heptose 6-epimerase	0.5552	39	FALSE
DZA65_RS00830	DZA65_RS00830	1	NZ_CP031560	186308	187297	-	NA	divergent polysaccharide deacetylase family protein	0.6202	23	TRUE
DZA65_RS00835	DZA65_RS00835	1	NZ_CP031560	187300	188574	-	NA	murein hydrolase activator EnvC	0.6133	23	TRUE
DZA65_RS00840	DZA65_RS00840	1	NZ_CP031560	188801	189232	+	NA	rhodanese-like domain-containing protein	0.5532	12	TRUE
DZA65_RS00845	DZA65_RS00845	1	NZ_CP031560	189332	189802	+	NA	protein-export chaperone SecB	0.5754	10	TRUE
DZA65_RS00850	DZA65_RS00850	1	NZ_CP031560	189802	190821	+	NA	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	0.6324	20	FALSE
DZA65_RS00855	DZA65_RS00855	1	NZ_CP031560	190940	191761	+	NA	serine O-acetyltransferase	0.5985	21	FALSE
DZA65_RS00860	DZA65_RS00860	1	NZ_CP031560	192124	192726	+	NA	phospholipid:lipid A palmitoyltransferase	0.5771	23	TRUE
DZA65_RS00865	DZA65_RS00865	1	NZ_CP031560	192837	193736	+	NA	DMT family transporter	0.5822	28	TRUE
DZA65_RS00870	DZA65_RS00870	1	NZ_CP031560	193639	194577	-	NA	HTH-type transcriptional regulator MetR	0.6006	23	TRUE
DZA65_RS00875	DZA65_RS00875	1	NZ_CP031560	194682	196952	+	NA	5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase	0.6037	44	TRUE
DZA65_RS00880	DZA65_RS00880	1	NZ_CP031560	197142	197969	-	NA	dienelactone hydrolase family protein	0.6123	24	TRUE
DZA65_RS00885	DZA65_RS00885	1	NZ_CP031560	198259	199020	+	NA	uridine phosphorylase	0.6089	25	TRUE
DZA65_RS00890	DZA65_RS00890	1	NZ_CP031560	199281	200063	+	NA	tyrosine-protein phosphatase	0.5875	20	TRUE
DZA65_RS00895	DZA65_RS00895	1	NZ_CP031560	200126	202765	-	NA	phosphoenolpyruvate carboxylase	0.6167	65	TRUE
DZA65_RS00900	DZA65_RS00900	1	NZ_CP031560	203066	205195	-	NA	ATP-binding cassette domain-containing protein	0.3714	157	TRUE
DZA65_RS00905	DZA65_RS00905	1	NZ_CP031560	205176	206270	-	NA	ThiF family adenylyltransferase	0.3598	89	TRUE
DZA65_RS00910	DZA65_RS00910	1	NZ_CP031560	206263	207396	-	NA	ThiF family adenylyltransferase	0.3757	89	TRUE
DZA65_RS00915	DZA65_RS00915	1	NZ_CP031560	207451	207645	-	NA	hypothetical protein	0.4821	10	FALSE
DZA65_RS00920	DZA65_RS00920	1	NZ_CP031560	208047	210521	+	NA	hypothetical protein	0.3685	189	TRUE
DZA65_RS00925	DZA65_RS00925	1	NZ_CP031560	210533	213097	+	NA	hypothetical protein	0.4865	131	TRUE
DZA65_RS00930	DZA65_RS00930	1	NZ_CP031560	213166	214317	-	NA	acetylornithine deacetylase	0.566	39	TRUE
DZA65_RS00935	DZA65_RS00935	1	NZ_CP031560	214532	215536	+	NA	N-acetyl-gamma-glutamyl-phosphate reductase	0.5672	33	TRUE
DZA65_RS00940	DZA65_RS00940	1	NZ_CP031560	215561	216334	+	NA	acetylglutamate kinase	0.5853	26	TRUE
DZA65_RS00945	DZA65_RS00945	1	NZ_CP031560	216451	217824	+	NA	argininosuccinate lyase	0.6092	34	TRUE
DZA65_RS00950	DZA65_RS00950	1	NZ_CP031560	218013	219545	+	NA	DNA recombination protein RmuC	0.5753	45	TRUE
DZA65_RS00955	DZA65_RS00955	1	NZ_CP031560	219680	220435	+	NA	bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE	0.5291	28	FALSE
DZA65_RS00960	DZA65_RS00960	1	NZ_CP031560	220449	221057	+	NA	SCP2 domain-containing protein	0.619	6	FALSE
DZA65_RS00965	DZA65_RS00965	1	NZ_CP031560	221054	222691	+	NA	ubiquinone biosynthesis regulatory protein kinase UbiB	0.5482	49	FALSE
DZA65_RS00970	DZA65_RS00970	1	NZ_CP031560	222772	223026	+	NA	twin-arginine translocase subunit TatA	0.498	12	TRUE
DZA65_RS00975	DZA65_RS00975	1	NZ_CP031560	223030	223602	+	NA	Sec-independent protein translocase subunit TatB	0.5846	8	FALSE
DZA65_RS00980	DZA65_RS00980	1	NZ_CP031560	223606	224373	+	NA	Sec-independent protein translocase subunit TatC	0.5573	23	TRUE
DZA65_RS00985	DZA65_RS00985	1	NZ_CP031560	224487	225281	+	NA	3'-5' ssDNA/RNA exonuclease TatD	0.6201	17	TRUE
DZA65_RS00990	DZA65_RS00990	1	NZ_CP031560	225284	226306	+	NA	porphobilinogen synthase	0.5992	28	FALSE
DZA65_RS00995	DZA65_RS00995	1	NZ_CP031560	226338	226826	-	NA	transcription/translation regulatory transformer protein RfaH	0.5644	13	TRUE
DZA65_RS01000	DZA65_RS01000	1	NZ_CP031560	227039	228526	+	NA	4-hydroxy-3-polyprenylbenzoate decarboxylase	0.584	49	FALSE
DZA65_RS01005	DZA65_RS01005	1	NZ_CP031560	228576	229277	+	NA	NAD(P)H-flavin reductase	0.5897	18	TRUE
DZA65_RS01010	DZA65_RS01010	1	NZ_CP031560	229372	231045	-	NA	FAD-dependent oxidoreductase	0.6296	45	TRUE
DZA65_RS01015	DZA65_RS01015	1	NZ_CP031560	231184	231501	+	NA	helix-turn-helix transcriptional regulator	0.5849	9	TRUE
DZA65_RS01020	DZA65_RS01020	1	NZ_CP031560	231538	231966	+	NA	YeeE/YedE family protein	0.655	10	TRUE
DZA65_RS01025	DZA65_RS01025	1	NZ_CP031560	231992	232420	+	NA	membrane protein	0.6154	8	TRUE
DZA65_RS01030	DZA65_RS01030	1	NZ_CP031560	232473	233636	-	NA	acetyl-CoA C-acyltransferase FadA	0.6409	22	TRUE
