locusId	sysName	desc	name	short	lrn	t
DZA65_RS03260	DZA65_RS03260	lipoprotein NlpI	setATCH184	Upstate	-2.06635267194173	-7.50937377619462
DZA65_RS03260	DZA65_RS03260	lipoprotein NlpI	setATCH188	Upstate	-2.26966603643273	-7.54346949967156
DZA65_RS03625	DZA65_RS03625	polysaccharide biosynthesis protein	setATCH188	Upstate	-2.39942511157138	-17.113611932634
DZA65_RS03635	DZA65_RS03635	sugar transferase	setATCH187	Upstate	-2.38089583533916	-7.87155471955542
DZA65_RS03635	DZA65_RS03635	sugar transferase	setATCH176	Atlantic	-2.44204257015124	-7.9549069871881
DZA65_RS03635	DZA65_RS03635	sugar transferase	setATCH175	Atlantic	-2.04347409174335	-5.75105820203073
DZA65_RS03635	DZA65_RS03635	sugar transferase	setATCH182	Norland	-2.10040026715984	-7.83179132198459
DZA65_RS03635	DZA65_RS03635	sugar transferase	setATCH186	Upstate	-2.85770560046004	-7.84231857028531
DZA65_RS03635	DZA65_RS03635	sugar transferase	setATCH188	Upstate	-2.90265507531784	-6.89434134904184
DZA65_RS03635	DZA65_RS03635	sugar transferase	setATCH184	Upstate	-2.38242912062451	-8.51034697388362
DZA65_RS04255	DZA65_RS04255	divalent metal cation transporter	setATCH169	PDB	-2.33248193153988	-13.1387468925705
DZA65_RS04255	DZA65_RS04255	divalent metal cation transporter	setATCH168	PDB	-2.00158310565271	-12.3649477063331
DZA65_RS04255	DZA65_RS04255	divalent metal cation transporter	setATCH170	PDB	-2.13005292833638	-12.1317577728798
DZA65_RS04310	DZA65_RS04310	Dyp-type peroxidase	setATCH241	LB	-2.69419492979145	-11.2405466155219
DZA65_RS04310	DZA65_RS04310	Dyp-type peroxidase	setATCH240	LB	-2.83181729480052	-11.2832347763713
DZA65_RS04310	DZA65_RS04310	Dyp-type peroxidase	setATCH168	PDB	-3.35884218667712	-12.4900382038283
DZA65_RS04310	DZA65_RS04310	Dyp-type peroxidase	setATCH242	LB	-3.22324571948683	-10.7854906229031
DZA65_RS04310	DZA65_RS04310	Dyp-type peroxidase	setATCH170	PDB	-2.65842580670313	-9.80279811635551
DZA65_RS04310	DZA65_RS04310	Dyp-type peroxidase	setATCH169	PDB	-3.04594872463807	-13.5282986564415
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH245	PDB	-3.52134417619762	-10.3498041767995
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH171	Atlantic	-3.94936465835299	-10.6932868900693
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH183	Upstate	-3.32046462286938	-9.18816476035109
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH176	Atlantic	-4.18853311235028	-8.45805417434429
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH131	M9	-3.63193424706211	-11.9152409551029
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH170	PDB	-3.0741994729579	-11.009159105345
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH168	PDB	-2.65287140574081	-9.87562778532988
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH243	PDB	-3.95227477418923	-10.4633151179155
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH185	Upstate	-3.89859157311145	-9.66701367751723
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH182	Norland	-3.79171714603889	-10.2664409990182
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH188	Upstate	-3.78831266542282	-9.07976565343189
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH187	Upstate	-4.26765813668323	-7.64878996492657
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH179	Norland	-3.35137922059192	-8.85707835706152
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH248	M9	-4.61336773827138	-9.34226223409883
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH169	PDB	-2.93961320505416	-11.7540105715564
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH173	Atlantic	-3.35368958804109	-8.88182451215085
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH172	Atlantic	-3.63951289925807	-9.2863064722908
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH178	Norland	-4.05067450458505	-8.98625869953869
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH177	Norland	-3.58041493256145	-9.43333402373498
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH180	Norland	-3.40730455932167	-8.3972689279212
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH174	Atlantic	-3.56789769466958	-9.40035480531682
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH247	M9	-3.62483450101603	-10.3983559895399
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH181	Norland	-4.32615073839094	-8.26252731310661
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH186	Upstate	-3.84078906448221	-8.87182724989658
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH132	M9	-3.62330461627364	-10.3563255846802
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH133	M9	-3.83953514465441	-9.23209730639282
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH244	PDB	-3.40531986343587	-11.1151509224012
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH175	Atlantic	-3.86630531794546	-10.1865706039356
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH184	Upstate	-4.17518064220072	-8.85915326353622
DZA65_RS05310	DZA65_RS05310	thymidylate synthase	setATCH246	M9	-3.65188477280485	-10.3152294124777
DZA65_RS05340	DZA65_RS05340	amino-acid N-acetyltransferase	setATCH247	M9	-2.34164237398963	-12.7420160775909
DZA65_RS05500	DZA65_RS05500	molecular chaperone Skp	setATCH181	Norland	-2.09363421369637	-5.20902894326592
DZA65_RS05500	DZA65_RS05500	molecular chaperone Skp	setATCH131	M9	2.32784407727842	11.097221990054
DZA65_RS06115	DZA65_RS06115	multidrug efflux RND transporter permease subunit	setATCH181	Norland	-2.42152070552755	-18.5481143807921
DZA65_RS06115	DZA65_RS06115	multidrug efflux RND transporter permease subunit	setATCH175	Atlantic	-3.21588671756055	-23.336344008673
DZA65_RS06120	DZA65_RS06120	efflux RND transporter periplasmic adaptor subunit	setATCH175	Atlantic	-3.30675745399007	-15.6124799995366
DZA65_RS06120	DZA65_RS06120	efflux RND transporter periplasmic adaptor subunit	setATCH181	Norland	-2.01436138395068	-11.5396952333382
DZA65_RS06420	DZA65_RS06420	phosphoribosylformylglycinamidine cyclo-ligase	setATCH246	M9	-2.01284353735587	-9.88616614614288
DZA65_RS06420	DZA65_RS06420	phosphoribosylformylglycinamidine cyclo-ligase	setATCH132	M9	-2.27320816185636	-11.7079665577951
DZA65_RS06420	DZA65_RS06420	phosphoribosylformylglycinamidine cyclo-ligase	setATCH248	M9	-2.00993651071261	-10.6083608745011
DZA65_RS06420	DZA65_RS06420	phosphoribosylformylglycinamidine cyclo-ligase	setATCH131	M9	-2.02299424103383	-9.96206461121036
DZA65_RS06420	DZA65_RS06420	phosphoribosylformylglycinamidine cyclo-ligase	setATCH133	M9	-2.46961938195689	-12.0434785918165
DZA65_RS06470	DZA65_RS06470	phosphoribosylaminoimidazolesuccinocarboxamide synthase	setATCH248	M9	-2.22596649929327	-6.94779361672085
DZA65_RS06470	DZA65_RS06470	phosphoribosylaminoimidazolesuccinocarboxamide synthase	setATCH187	Upstate	-2.09086891299	-7.41969746452532
DZA65_RS06470	DZA65_RS06470	phosphoribosylaminoimidazolesuccinocarboxamide synthase	setATCH246	M9	-2.45033442865775	-8.75376254124499
DZA65_RS06470	DZA65_RS06470	phosphoribosylaminoimidazolesuccinocarboxamide synthase	setATCH131	M9	-2.27382299015018	-8.39954508757137
DZA65_RS06470	DZA65_RS06470	phosphoribosylaminoimidazolesuccinocarboxamide synthase	setATCH133	M9	-2.39245746163722	-7.80117065216543
DZA65_RS06470	DZA65_RS06470	phosphoribosylaminoimidazolesuccinocarboxamide synthase	setATCH247	M9	-2.2017986703753	-7.35402114758724
DZA65_RS06685	DZA65_RS06685	asparagine synthase B	setATCH170	PDB	-2.09992907470966	-14.3233725312994
DZA65_RS06685	DZA65_RS06685	asparagine synthase B	setATCH133	M9	-2.50504466703118	-14.0486952004787
DZA65_RS06685	DZA65_RS06685	asparagine synthase B	setATCH132	M9	-2.16892287369773	-13.8856783817449
DZA65_RS06685	DZA65_RS06685	asparagine synthase B	setATCH248	M9	-2.82204376592513	-16.9113812852667
DZA65_RS06685	DZA65_RS06685	asparagine synthase B	setATCH131	M9	-2.12514811135585	-13.3028700860215
DZA65_RS06685	DZA65_RS06685	asparagine synthase B	setATCH246	M9	-3.09499252587874	-17.2640936710409
DZA65_RS06685	DZA65_RS06685	asparagine synthase B	setATCH247	M9	-3.10765858217371	-17.8036440602499
DZA65_RS06895	DZA65_RS06895	Tol-Pal system protein TolQ	setATCH170	PDB	-2.43468929923729	-6.97387022828102
DZA65_RS06895	DZA65_RS06895	Tol-Pal system protein TolQ	setATCH176	Atlantic	-3.09962202891001	-6.99746800055503
DZA65_RS06895	DZA65_RS06895	Tol-Pal system protein TolQ	setATCH171	Atlantic	-2.87106093291707	-7.1573746746673
DZA65_RS06895	DZA65_RS06895	Tol-Pal system protein TolQ	setATCH180	Norland	-3.37740365650479	-7.89780603105428
DZA65_RS06895	DZA65_RS06895	Tol-Pal system protein TolQ	setATCH185	Upstate	-2.18292430769189	-5.47308032709895
DZA65_RS06895	DZA65_RS06895	Tol-Pal system protein TolQ	setATCH182	Norland	-3.48870099377704	-7.86071556516742
DZA65_RS06895	DZA65_RS06895	Tol-Pal system protein TolQ	setATCH168	PDB	-2.5728646358098	-6.75195803956994
DZA65_RS06895	DZA65_RS06895	Tol-Pal system protein TolQ	setATCH184	Upstate	-3.4865910880035	-7.2557677966634
DZA65_RS06895	DZA65_RS06895	Tol-Pal system protein TolQ	setATCH186	Upstate	-3.41691339240504	-6.42371994569807
DZA65_RS06895	DZA65_RS06895	Tol-Pal system protein TolQ	setATCH188	Upstate	-3.33683108890747	-6.82271505058465
DZA65_RS06895	DZA65_RS06895	Tol-Pal system protein TolQ	setATCH187	Upstate	-3.4088232360156	-6.76332044008695
DZA65_RS06895	DZA65_RS06895	Tol-Pal system protein TolQ	setATCH183	Upstate	-3.08878016909248	-7.45990014147472
DZA65_RS06895	DZA65_RS06895	Tol-Pal system protein TolQ	setATCH174	Atlantic	-3.12010736657662	-5.86573132580643
DZA65_RS06895	DZA65_RS06895	Tol-Pal system protein TolQ	setATCH179	Norland	-3.1704282543639	-6.59781736630834
DZA65_RS06895	DZA65_RS06895	Tol-Pal system protein TolQ	setATCH181	Norland	-3.4781808872763	-6.53890145123529
DZA65_RS06895	DZA65_RS06895	Tol-Pal system protein TolQ	setATCH173	Atlantic	-2.85854410322849	-6.87485752340302
DZA65_RS06895	DZA65_RS06895	Tol-Pal system protein TolQ	setATCH178	Norland	-2.17476586748388	-5.50521846938759
DZA65_RS06895	DZA65_RS06895	Tol-Pal system protein TolQ	setATCH169	PDB	-2.31613176265293	-6.78643019808364
DZA65_RS06895	DZA65_RS06895	Tol-Pal system protein TolQ	setATCH177	Norland	-2.42998723094252	-6.5479849137809
DZA65_RS06895	DZA65_RS06895	Tol-Pal system protein TolQ	setATCH172	Atlantic	-3.07718721713691	-6.68346794493942
DZA65_RS06895	DZA65_RS06895	Tol-Pal system protein TolQ	setATCH175	Atlantic	-3.13693459650051	-7.23679583094945
DZA65_RS07125	DZA65_RS07125	dTDP-4-dehydrorhamnose reductase	setATCH176	Atlantic	-2.05690797980994	-10.2866431169795
DZA65_RS09015	DZA65_RS09015	molybdopterin synthase sulfur carrier subunit	setATCH174	Atlantic	2.5234717020798	5.66131901029358
DZA65_RS09455	DZA65_RS09455	DUF3413 domain-containing protein	setATCH248	M9	-2.16534601855947	-5.50962792219965
DZA65_RS09455	DZA65_RS09455	DUF3413 domain-containing protein	setATCH174	Atlantic	-2.01882325916902	-5.7072794344515
DZA65_RS09455	DZA65_RS09455	DUF3413 domain-containing protein	setATCH246	M9	-2.65031066057096	-6.62912156894344
DZA65_RS09455	DZA65_RS09455	DUF3413 domain-containing protein	setATCH171	Atlantic	-2.36362258081765	-6.68203840283592
DZA65_RS09455	DZA65_RS09455	DUF3413 domain-containing protein	setATCH184	Upstate	-2.32870105005948	-6.06119209571456
DZA65_RS09455	DZA65_RS09455	DUF3413 domain-containing protein	setATCH188	Upstate	-2.6180021219099	-6.06845770631515
DZA65_RS10025	DZA65_RS10025	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE	setATCH246	M9	-2.30134390533286	-7.37876924796166
DZA65_RS10030	DZA65_RS10030	imidazole glycerol phosphate synthase subunit HisF	setATCH248	M9	-3.0610406232627	-6.31729683379676
