locusId	sysName	desc	expName	expDesc	fit	absDiff	p
DZA65_RS06990	DZA65_RS06990	UDP-glucose 4-epimerase GalE	setATCH175	Atlantic	-1.20045997007365	1.58847391629714	3.19083190522459e-12
DZA65_RS19290	DZA65_RS19290	hypothetical protein	setATCH175	Atlantic	-3.17882307925797	1.53248880353234	0.00859207450329822
DZA65_RS06990	DZA65_RS06990	UDP-glucose 4-epimerase GalE	setATCH176	Atlantic	-1.23567481405905	1.7809648999781	4.15038317646242e-14
DZA65_RS07110	DZA65_RS07110	dTDP-glucose 4,6-dehydratase	setATCH176	Atlantic	-1.03054627032164	1.55625336636158	2.77651844581272e-05
DZA65_RS02805	DZA65_RS02805	helix-turn-helix transcriptional regulator	setATCH177	Norland	1.09475865289831	2.05668717416575	0.00891530522231936
DZA65_RS13645	DZA65_RS13645	beta-ketoacyl-ACP synthase II	setATCH177	Norland	-1.04752929942731	1.2145945386475	0.00192777494274455
DZA65_RS03145	DZA65_RS03145	putative DNA-binding transcriptional regulator	setATCH178	Norland	1.2862490626912	1.34983496612829	0.00414444445888888
DZA65_RS06990	DZA65_RS06990	UDP-glucose 4-epimerase GalE	setATCH179	Norland	-1.19588978363148	1.37649687459343	1.6834789926379e-12
DZA65_RS06990	DZA65_RS06990	UDP-glucose 4-epimerase GalE	setATCH181	Norland	-1.1775872819166	1.26846423073795	2.01520741025761e-10
DZA65_RS06990	DZA65_RS06990	UDP-glucose 4-epimerase GalE	setATCH182	Norland	-1.0917160654971	1.08511585705969	4.17620395108883e-10
DZA65_RS06990	DZA65_RS06990	UDP-glucose 4-epimerase GalE	setATCH183	Upstate	-1.37573803004452	1.51007359728049	4.57757537802961e-14
DZA65_RS11395	DZA65_RS11395	peptide chain release factor N(5)-glutamine methyltransferase	setATCH183	Upstate	-1.59113008470587	1.76696229556486	0.00153770773113731
DZA65_RS04780	DZA65_RS04780	hypothetical protein	setATCH184	Upstate	1.29059890737177	2.13331452921214	0.00230924866651608
DZA65_RS06990	DZA65_RS06990	UDP-glucose 4-epimerase GalE	setATCH184	Upstate	-1.43209609026024	1.5942219433667	4.00924298542451e-10
DZA65_RS15580	DZA65_RS15580	enterochelin esterase	setATCH184	Upstate	-1.17498598963714	1.30332882805933	0.000254931939740788
DZA65_RS03670	DZA65_RS03670	kdo(2)-lipid IV(A) palmitoleoyltransferase	setATCH185	Upstate	-1.58923046782411	1.46117261166523	0.00388656591218453
DZA65_RS06990	DZA65_RS06990	UDP-glucose 4-epimerase GalE	setATCH185	Upstate	-1.40745006114417	1.34416225486259	1.88491944784703e-09
DZA65_RS06990	DZA65_RS06990	UDP-glucose 4-epimerase GalE	setATCH186	Upstate	-1.48444663738719	1.00104392793623	1.71708408433644e-05
DZA65_RS11715	DZA65_RS11715	5-dehydro-4-deoxy-D-glucuronate isomerase	setATCH186	Upstate	-1.04296164204465	1.29852286256834	7.61147402402549e-08
DZA65_RS01550	DZA65_RS01550	lipid asymmetry maintenance ABC transporter permease subunit MlaE	setATCH187	Upstate	-1.0103144512223	1.11522938702921	0.00184858706189434
DZA65_RS06990	DZA65_RS06990	UDP-glucose 4-epimerase GalE	setATCH187	Upstate	-1.06138713389641	1.06254972426318	1.14160282404964e-08
DZA65_RS11865	DZA65_RS11865	tRNA 2-thiouridine(34) synthase MnmA	setATCH187	Upstate	-3.03336787475642	1.25562435694961	0.00758944194552207
DZA65_RS17985	DZA65_RS17985	D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase	setATCH187	Upstate	-1.28114673722968	1.091126517544	0.00897663244939758
DZA65_RS06990	DZA65_RS06990	UDP-glucose 4-epimerase GalE	setATCH188	Upstate	-1.39093083229307	1.51023176607022	1.49561658507797e-12
DZA65_RS07110	DZA65_RS07110	dTDP-glucose 4,6-dehydratase	setATCH188	Upstate	-1.25673756162454	1.05547982731721	0.00846489088877645
DZA65_RS11715	DZA65_RS11715	5-dehydro-4-deoxy-D-glucuronate isomerase	setATCH188	Upstate	-1.02526534553142	1.60421637525678	1.96112328722861e-12
DZA65_RS15580	DZA65_RS15580	enterochelin esterase	setATCH246	M9	-1.46855786990125	1.12479889227005	0.00272053821403923
