locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA	used
HER17_RS00185	HER17_RS00185	1	NZ_CP051652	38190	38642	+	NA	heat shock chaperone IbpB	0.5519	17	TRUE
HER17_RS00190	HER17_RS00190	1	NZ_CP051652	38818	40476	+	NA	putative transporter	0.5636	48	TRUE
HER17_RS00195	HER17_RS00195	1	NZ_CP051652	41048	42460	+	NA	anion permease	0.5577	50	TRUE
HER17_RS00200	HER17_RS00200	1	NZ_CP051652	42649	44277	+	NA	two-component system sensor histidine kinase DcuS	0.5193	62	TRUE
HER17_RS00205	HER17_RS00205	1	NZ_CP051652	44270	44992	+	NA	two-component system response regulator DcuR	0.5007	35	TRUE
HER17_RS00210	HER17_RS00210	7	NZ_CP051652	45102	46006	+	NA	hypothetical protein	0.4331	59	TRUE
HER17_RS00215	HER17_RS00215	1	NZ_CP051652	46418	47761	-	NA	2-hydroxycarboxylate transporter family protein	0.5216	53	TRUE
HER17_RS00220	HER17_RS00220	1	NZ_CP051652	49229	50836	+	NA	ABC transporter substrate-binding protein	0.5274	56	TRUE
HER17_RS00225	HER17_RS00225	1	NZ_CP051652	51047	52066	+	NA	dipeptide ABC transporter permease DppB	0.5657	33	TRUE
HER17_RS00230	HER17_RS00230	1	NZ_CP051652	52080	52982	+	NA	dipeptide ABC transporter permease DppC	0.5814	23	TRUE
HER17_RS00235	HER17_RS00235	1	NZ_CP051652	52996	53976	+	NA	dipeptide ABC transporter ATP-binding protein	0.5657	30	TRUE
HER17_RS00240	HER17_RS00240	1	NZ_CP051652	53973	54983	+	NA	ABC transporter ATP-binding protein	0.5569	30	TRUE
HER17_RS00245	HER17_RS00245	1	NZ_CP051652	55071	55550	-	NA	hypothetical protein	0.2729	48	TRUE
HER17_RS00250	HER17_RS00250	7	NZ_CP051652	55778	56116	-	NA	RHS repeat protein	0.6224	11	TRUE
HER17_RS00255	HER17_RS00255	1	NZ_CP051652	56288	56398	+	NA	SymE family type I addiction module toxin	0.5135	6	FALSE
HER17_RS00260	HER17_RS00260	1	NZ_CP051652	56469	56756	-	NA	hypothetical protein	0.2986	32	FALSE
HER17_RS00265	HER17_RS00265	1	NZ_CP051652	56786	57154	-	NA	hypothetical protein	0.3767	31	TRUE
HER17_RS00270	HER17_RS00270	1	NZ_CP051652	58015	58434	-	NA	hypothetical protein	0.3167	41	TRUE
HER17_RS00275	HER17_RS00275	1	NZ_CP051652	59145	59588	-	NA	hypothetical protein	0.2928	45	FALSE
HER17_RS00280	HER17_RS00280	7	NZ_CP051652	59900	61216	-	NA	RHS repeat-associated core domain-containing protein	0.6128	53	TRUE
HER17_RS00285	HER17_RS00285	1	NZ_CP051652	61270	61452	+	NA	hypothetical protein	0.5574	8	TRUE
HER17_RS00290	HER17_RS00290	1	NZ_CP051652	61491	61934	-	NA	hypothetical protein	0.3153	50	FALSE
HER17_RS00295	HER17_RS00295	7	NZ_CP051652	62360	66298	-	NA	PAAR domain-containing protein	0.5966	133	TRUE
HER17_RS00300	HER17_RS00300	1	NZ_CP051652	66310	66717	-	NA	DUF1795 domain-containing protein	0.549	14	TRUE
HER17_RS00305	HER17_RS00305	1	NZ_CP051652	66726	68579	-	NA	type VI secretion system tip protein VgrG	0.5663	61	TRUE
HER17_RS00310	HER17_RS00310	1	NZ_CP051652	68670	69188	-	NA	Hcp family type VI secretion system effector	0.5453	16	TRUE
HER17_RS00315	HER17_RS00315	1	NZ_CP051652	69727	70977	-	NA	valine--pyruvate transaminase	0.5388	50	TRUE
HER17_RS00320	HER17_RS00320	1	NZ_CP051652	71370	72578	+	NA	aldose 1-epimerase family protein	0.5236	43	TRUE
HER17_RS00325	HER17_RS00325	1	NZ_CP051652	72741	73652	+	NA	O-acetylserine/cysteine exporter	0.5515	30	TRUE
HER17_RS00330	HER17_RS00330	1	NZ_CP051652	73866	75644	+	NA	gamma-glutamyltransferase	0.57	66	TRUE
HER17_RS00335	HER17_RS00335	1	NZ_CP051652	75974	77686	+	NA	thiamine pyrophosphate-binding protein	0.387	124	TRUE
HER17_RS00340	HER17_RS00340	1	NZ_CP051652	77676	78653	+	NA	hypothetical protein	0.4162	67	TRUE
HER17_RS00345	HER17_RS00345	1	NZ_CP051652	78695	79675	+	NA	ketoacyl-ACP synthase III	0.4088	67	TRUE
HER17_RS00350	HER17_RS00350	1	NZ_CP051652	79742	83212	-	NA	cellulose biosynthesis protein BcsC	0.5978	105	TRUE
HER17_RS00355	HER17_RS00355	1	NZ_CP051652	84304	85419	-	NA	cellulase	0.5815	26	TRUE
HER17_RS00360	HER17_RS00360	1	NZ_CP051652	85426	87753	-	NA	cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB	0.5777	67	TRUE
HER17_RS00365	HER17_RS00365	1	NZ_CP051652	87828	90527	-	NA	UDP-forming cellulose synthase catalytic subunit	0.5822	80	TRUE
HER17_RS00370	HER17_RS00370	1	NZ_CP051652	90524	91261	-	NA	cellulose synthase operon protein YhjQ	0.5813	20	TRUE
HER17_RS00375	HER17_RS00375	1	NZ_CP051652	91264	91473	-	NA	hypothetical protein	0.5	13	TRUE
HER17_RS00380	HER17_RS00380	1	NZ_CP051652	91814	93418	+	NA	cellulose biosynthesis protein BcsE	0.5358	62	TRUE
HER17_RS00385	HER17_RS00385	1	NZ_CP051652	93415	93633	+	NA	cellulose biosynthesis protein BcsF	0.4795	10	TRUE
HER17_RS00390	HER17_RS00390	1	NZ_CP051652	93635	95296	+	NA	cellulose biosynthesis protein BcsG	0.5421	67	TRUE
HER17_RS00395	HER17_RS00395	1	NZ_CP051652	95634	96821	+	NA	diguanylate cyclase	0.5631	41	TRUE
HER17_RS00400	HER17_RS00400	1	NZ_CP051652	97141	98433	+	NA	dicarboxylate/amino acid:cation symporter	0.5143	54	TRUE
HER17_RS00405	HER17_RS00405	1	NZ_CP051652	98793	100310	+	NA	insulinase family protein	0.5692	50	TRUE
HER17_RS00410	HER17_RS00410	1	NZ_CP051652	100392	101324	-	NA	sugar kinase	0.5606	34	TRUE
HER17_RS00415	HER17_RS00415	1	NZ_CP051652	101492	102508	-	NA	inner membrane protein YhjD	0.5467	32	TRUE
HER17_RS00420	HER17_RS00420	1	NZ_CP051652	102762	103958	+	NA	MFS transporter	0.589	43	TRUE
HER17_RS00425	HER17_RS00425	1	NZ_CP051652	104008	104574	-	NA	DcrB family lipoprotein	0.5256	14	TRUE
HER17_RS00430	HER17_RS00430	1	NZ_CP051652	104762	105439	-	NA	7-cyano-7-deazaguanine/7-aminomethyl-7- deazaguanine transporter	0.5369	28	TRUE
HER17_RS00435	HER17_RS00435	1	NZ_CP051652	105673	105915	+	NA	sulfurtransferase TusA	0.5679	10	FALSE
HER17_RS00440	HER17_RS00440	1	NZ_CP051652	105975	108329	-	NA	zinc/cadmium/mercury/lead-transporting ATPase	0.5949	61	TRUE
HER17_RS00445	HER17_RS00445	1	NZ_CP051652	108628	109257	-	NA	lysoplasmalogenase	0.5556	22	TRUE
HER17_RS00450	HER17_RS00450	1	NZ_CP051652	109449	109769	+	NA	DUF1820 family protein	0.4704	17	TRUE
HER17_RS00455	HER17_RS00455	1	NZ_CP051652	109769	110128	+	NA	DUF2500 domain-containing protein	0.5861	11	TRUE
HER17_RS00460	HER17_RS00460	1	NZ_CP051652	110132	110407	-	NA	DUF1145 family protein	0.5036	8	TRUE
HER17_RS00465	HER17_RS00465	1	NZ_CP051652	110437	111012	-	NA	16S rRNA (guanine(966)-N(2))-methyltransferase	0.5608	14	TRUE
HER17_RS00470	HER17_RS00470	1	NZ_CP051652	111362	112828	+	NA	signal recognition particle-docking protein FtsY	0.5392	36	FALSE
HER17_RS00475	HER17_RS00475	1	NZ_CP051652	112834	113505	+	NA	cell division ATP-binding protein FtsE	0.561	19	TRUE
HER17_RS00480	HER17_RS00480	1	NZ_CP051652	113495	114463	+	NA	cell division protein FtsX	0.5697	27	TRUE
HER17_RS00485	HER17_RS00485	1	NZ_CP051652	114819	115676	+	NA	RNA polymerase sigma factor RpoH	0.5361	34	FALSE
HER17_RS00490	HER17_RS00490	1	NZ_CP051652	115760	116206	-	NA	aspartate 1-decarboxylase autocleavage activator PanM	0.528	14	TRUE
HER17_RS00495	HER17_RS00495	1	NZ_CP051652	116611	117723	+	NA	branched-chain amino acid ABC transporter substrate-binding protein	0.5364	41	TRUE
HER17_RS00500	HER17_RS00500	1	NZ_CP051652	117881	118807	+	NA	high-affinity branched-chain amino acid ABC transporter permease LivH	0.5545	35	TRUE
HER17_RS00505	HER17_RS00505	1	NZ_CP051652	118804	120078	+	NA	high-affinity branched-chain amino acid ABC transporter permease LivM	0.5686	39	TRUE
HER17_RS00510	HER17_RS00510	1	NZ_CP051652	120075	120845	+	NA	high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivG	0.5655	16	TRUE
HER17_RS00515	HER17_RS00515	1	NZ_CP051652	120851	121552	+	NA	high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivF	0.5655	23	TRUE
HER17_RS00520	HER17_RS00520	1	NZ_CP051652	121681	122871	+	NA	PLP-dependent aminotransferase family protein	0.5617	34	TRUE
HER17_RS00525	HER17_RS00525	1	NZ_CP051652	122962	124608	-	NA	MCP four helix bundle domain-containing protein	0.5373	55	TRUE
HER17_RS00530	HER17_RS00530	1	NZ_CP051652	125203	126873	-	NA	MCP four helix bundle domain-containing protein	0.5356	57	TRUE
HER17_RS00535	HER17_RS00535	7	NZ_CP051652	127760	129431	-	NA	MCP four helix bundle domain-containing protein	0.5335	47	TRUE
HER17_RS00540	HER17_RS00540	1	NZ_CP051652	129710	131389	-	NA	MCP four helix bundle domain-containing protein	0.5476	40	TRUE
HER17_RS00545	HER17_RS00545	1	NZ_CP051652	131700	133058	-	NA	GntP family transporter	0.5931	42	TRUE
HER17_RS00550	HER17_RS00550	1	NZ_CP051652	133253	134035	-	NA	hydroxypyruvate isomerase family protein	0.5211	36	TRUE
HER17_RS00555	HER17_RS00555	1	NZ_CP051652	134069	134725	-	NA	aldolase	0.5693	19	TRUE
HER17_RS00560	HER17_RS00560	1	NZ_CP051652	134722	135996	-	NA	four-carbon acid sugar kinase family protein	0.6	23	TRUE
HER17_RS00565	HER17_RS00565	1	NZ_CP051652	135993	136907	-	NA	NAD(P)-dependent oxidoreductase	0.5814	25	TRUE
HER17_RS00570	HER17_RS00570	1	NZ_CP051652	137246	138007	+	NA	DeoR/GlpR transcriptional regulator	0.5945	20	TRUE
HER17_RS00575	HER17_RS00575	1	NZ_CP051652	138032	138331	-	NA	helix-turn-helix domain-containing protein	0.4667	14	TRUE
HER17_RS00580	HER17_RS00580	7	NZ_CP051652	138312	138736	-	NA	type II toxin-antitoxin system RelE/ParE family toxin	0.4212	19	TRUE
HER17_RS00585	HER17_RS00585	1	NZ_CP051652	139234	139929	+	NA	hypothetical protein	0.3994	55	TRUE
HER17_RS00590	HER17_RS00590	1	NZ_CP051652	139931	140347	+	NA	hypothetical protein	0.4317	32	TRUE
HER17_RS00595	HER17_RS00595	1	NZ_CP051652	140458	140736	+	NA	DUF1778 domain-containing protein	0.4946	10	FALSE
HER17_RS00600	HER17_RS00600	1	NZ_CP051652	140814	141107	-	NA	type II toxin-antitoxin system RelE/ParE family toxin	0.398	23	TRUE
HER17_RS00605	HER17_RS00605	1	NZ_CP051652	141100	141342	-	NA	type II toxin-antitoxin system ParD family antitoxin	0.4609	13	FALSE
HER17_RS00610	HER17_RS00610	1	NZ_CP051652	141538	142872	+	NA	sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB	0.5401	49	TRUE
HER17_RS00615	HER17_RS00615	1	NZ_CP051652	142945	143832	+	NA	sn-glycerol-3-phosphate ABC transporter permease UgpA	0.5462	31	TRUE
HER17_RS00620	HER17_RS00620	1	NZ_CP051652	143829	144674	+	NA	sn-glycerol-3-phosphate ABC transporter permease UgpE	0.5638	24	TRUE
HER17_RS00625	HER17_RS00625	1	NZ_CP051652	144700	145773	+	NA	sn-glycerol-3-phosphate import ATP-binding protein UgpC	0.5708	33	TRUE
HER17_RS00630	HER17_RS00630	1	NZ_CP051652	145773	146522	+	NA	glycerophosphodiester phosphodiesterase	0.5933	19	TRUE
HER17_RS00635	HER17_RS00635	1	NZ_CP051652	146638	147594	+	NA	AEC family transporter	0.5852	28	TRUE
HER17_RS00640	HER17_RS00640	1	NZ_CP051652	147608	147904	-	NA	hypothetical protein	0.5421	10	TRUE
HER17_RS00645	HER17_RS00645	1	NZ_CP051652	148215	148679	+	NA	tRNA (cytidine(34)-2'-O)-methyltransferase	0.5226	20	TRUE
HER17_RS00650	HER17_RS00650	1	NZ_CP051652	148690	149490	-	NA	DUF3142 domain-containing protein	0.5668	31	TRUE
HER17_RS00655	HER17_RS00655	1	NZ_CP051652	149460	151634	-	NA	hypothetical protein	0.5494	79	TRUE
HER17_RS00660	HER17_RS00660	1	NZ_CP051652	151827	153197	-	NA	envelope stress sensor histidine kinase CpxA	0.5646	36	TRUE
HER17_RS00665	HER17_RS00665	1	NZ_CP051652	153194	153892	-	NA	envelope stress response regulator transcription factor CpxR	0.525	33	TRUE
HER17_RS00670	HER17_RS00670	1	NZ_CP051652	154046	154570	+	NA	cell-envelope stress modulator CpxP	0.5276	18	TRUE
HER17_RS00675	HER17_RS00675	1	NZ_CP051652	154807	155082	+	NA	type II toxin-antitoxin system HicA family toxin	0.4783	17	TRUE
HER17_RS00680	HER17_RS00680	1	NZ_CP051652	155079	155441	+	NA	type II toxin-antitoxin system HicB family antitoxin	0.4463	18	FALSE
HER17_RS00685	HER17_RS00685	7	NZ_CP051652	155553	156748	+	NA	IS4 family transposase	0.4749	71	FALSE
HER17_RS00690	HER17_RS00690	1	NZ_CP051652	157024	160767	+	NA	DUF4132 domain-containing protein	0.4546	214	TRUE
HER17_RS00695	HER17_RS00695	1	NZ_CP051652	160837	161946	+	NA	AAA family ATPase	0.5387	33	TRUE
HER17_RS00700	HER17_RS00700	1	NZ_CP051652	162006	164567	+	NA	hypothetical protein	0.5281	87	TRUE
HER17_RS00705	HER17_RS00705	1	NZ_CP051652	164564	165715	+	NA	VWA domain-containing protein	0.5365	37	TRUE
HER17_RS00710	HER17_RS00710	1	NZ_CP051652	165712	167784	+	NA	SWIM zinc finger family protein	0.5499	67	TRUE
HER17_RS00715	HER17_RS00715	1	NZ_CP051652	168084	169271	+	NA	sugar transporter	0.5623	37	TRUE
HER17_RS00720	HER17_RS00720	1	NZ_CP051652	169348	170250	+	NA	CDF family cation-efflux transporter FieF	0.5958	27	TRUE
HER17_RS00725	HER17_RS00725	1	NZ_CP051652	170457	171419	+	NA	6-phosphofructokinase	0.5441	38	TRUE
HER17_RS00730	HER17_RS00730	1	NZ_CP051652	171926	172855	+	NA	LysR family transcriptional regulator	0.5548	32	TRUE
HER17_RS00735	HER17_RS00735	1	NZ_CP051652	172842	173534	-	NA	hypothetical protein	0.5772	22	TRUE
HER17_RS00740	HER17_RS00740	1	NZ_CP051652	173569	176346	-	NA	Tat pathway signal sequence domain protein	0.6163	80	TRUE
HER17_RS00745	HER17_RS00745	1	NZ_CP051652	176351	178570	-	NA	TonB-dependent receptor	0.5842	77	TRUE
HER17_RS00750	HER17_RS00750	1	NZ_CP051652	178869	179876	-	NA	ABC transporter substrate-binding protein	0.5427	42	TRUE
HER17_RS00755	HER17_RS00755	1	NZ_CP051652	180334	181197	+	NA	energy transducer TonB	0.6204	20	TRUE
HER17_RS00760	HER17_RS00760	1	NZ_CP051652	181208	181924	+	NA	MotA/TolQ/ExbB proton channel family protein	0.5858	12	TRUE
HER17_RS00765	HER17_RS00765	1	NZ_CP051652	181926	182327	+	NA	biopolymer transporter ExbD	0.5622	14	TRUE
HER17_RS00770	HER17_RS00770	1	NZ_CP051652	182349	183944	+	NA	ABC transporter permease	0.5977	49	TRUE
HER17_RS00775	HER17_RS00775	1	NZ_CP051652	183962	184720	+	NA	ABC transporter ATP-binding protein	0.5837	15	TRUE
HER17_RS00780	HER17_RS00780	1	NZ_CP051652	185231	186115	+	NA	N-carbamoylputrescine amidase	0.5458	28	TRUE
HER17_RS00785	HER17_RS00785	1	NZ_CP051652	186119	187222	+	NA	agmatine deiminase	0.5734	33	TRUE
HER17_RS00790	HER17_RS00790	1	NZ_CP051652	187345	187659	-	NA	BrnA antitoxin family protein	0.4762	15	TRUE
HER17_RS00795	HER17_RS00795	1	NZ_CP051652	187646	187936	-	NA	BrnT family toxin	0.4261	21	TRUE
HER17_RS00800	HER17_RS00800	1	NZ_CP051652	188111	188878	-	NA	triose-phosphate isomerase	0.556	19	FALSE
HER17_RS00805	HER17_RS00805	1	NZ_CP051652	189044	189643	-	NA	YiiQ family protein	0.535	18	TRUE
HER17_RS00810	HER17_RS00810	1	NZ_CP051652	189881	190303	+	NA	DUF805 domain-containing protein	0.5674	10	TRUE
HER17_RS00815	HER17_RS00815	1	NZ_CP051652	190321	191067	-	NA	ferredoxin--NADP(+) reductase	0.5609	22	TRUE
HER17_RS00820	HER17_RS00820	1	NZ_CP051652	191301	192311	-	NA	class II fructose-bisphosphatase	0.5658	32	TRUE
HER17_RS00825	HER17_RS00825	1	NZ_CP051652	192567	194078	-	NA	glycerol kinase GlpK	0.5635	48	TRUE
HER17_RS00830	HER17_RS00830	1	NZ_CP051652	194132	194971	-	NA	aquaporin family protein	0.5738	24	TRUE
HER17_RS00835	HER17_RS00835	1	NZ_CP051652	195542	195781	+	NA	septal ring assembly protein ZapB	0.5083	4	FALSE
HER17_RS00840	HER17_RS00840	1	NZ_CP051652	195901	196386	-	NA	ribonuclease E activity regulator RraA	0.5309	19	TRUE
HER17_RS00845	HER17_RS00845	1	NZ_CP051652	196521	197438	-	NA	1,4-dihydroxy-2-naphthoate polyprenyltransferase	0.549	40	TRUE
HER17_RS00850	HER17_RS00850	1	NZ_CP051652	197584	198915	-	NA	HslU--HslV peptidase ATPase subunit	0.5488	34	TRUE
HER17_RS00855	HER17_RS00855	1	NZ_CP051652	198925	199455	-	NA	ATP-dependent protease subunit HslV	0.5593	20	TRUE
HER17_RS00860	HER17_RS00860	1	NZ_CP051652	199539	200414	-	NA	cell division protein FtsN	0.5616	24	TRUE
HER17_RS00865	HER17_RS00865	1	NZ_CP051652	200503	201546	-	NA	DNA-binding transcriptional regulator CytR	0.5584	37	TRUE
HER17_RS00870	HER17_RS00870	1	NZ_CP051652	201855	204053	-	NA	primosomal protein N'	0.5862	64	FALSE
HER17_RS00875	HER17_RS00875	1	NZ_CP051652	204326	204541	+	NA	50S ribosomal protein L31	0.4815	9	FALSE
HER17_RS00880	HER17_RS00880	1	NZ_CP051652	204638	205048	-	NA	type II toxin-antitoxin system HicB family antitoxin	0.4939	22	FALSE
HER17_RS00885	HER17_RS00885	1	NZ_CP051652	205076	205255	-	NA	type II toxin-antitoxin system HicA family toxin	0.4944	11	TRUE
HER17_RS00890	HER17_RS00890	1	NZ_CP051652	205355	206365	-	NA	iron ABC transporter permease	0.6044	28	TRUE
HER17_RS00895	HER17_RS00895	1	NZ_CP051652	206362	207324	-	NA	ABC transporter substrate-binding protein	0.5389	36	TRUE
HER17_RS00900	HER17_RS00900	1	NZ_CP051652	207334	208131	-	NA	ABC transporter ATP-binding protein	0.5927	21	TRUE
HER17_RS00905	HER17_RS00905	1	NZ_CP051652	208349	208666	-	NA	met regulon transcriptional regulator MetJ	0.5031	14	FALSE
HER17_RS00910	HER17_RS00910	1	NZ_CP051652	208854	210014	+	NA	cystathionine gamma-synthase	0.5745	37	TRUE
HER17_RS00915	HER17_RS00915	1	NZ_CP051652	210017	212452	+	NA	bifunctional aspartate kinase/homoserine dehydrogenase II	0.5718	78	TRUE
HER17_RS00920	HER17_RS00920	1	NZ_CP051652	212671	213837	+	NA	ABC transporter ATP-binding protein	0.6084	38	TRUE
HER17_RS00925	HER17_RS00925	1	NZ_CP051652	213860	214993	+	NA	extracellular solute-binding protein	0.5608	39	TRUE
HER17_RS00930	HER17_RS00930	1	NZ_CP051652	215065	215904	+	NA	sugar ABC transporter permease	0.5679	27	TRUE
HER17_RS00935	HER17_RS00935	1	NZ_CP051652	215901	216707	+	NA	ABC transporter permease subunit	0.5762	23	TRUE
HER17_RS00940	HER17_RS00940	1	NZ_CP051652	216704	217708	+	NA	LacI family DNA-binding transcriptional regulator	0.609	27	TRUE
HER17_RS00945	HER17_RS00945	1	NZ_CP051652	217756	218517	+	NA	phosphodiesterase	0.5827	14	TRUE
HER17_RS00950	HER17_RS00950	1	NZ_CP051652	219029	219925	+	NA	methylenetetrahydrofolate reductase	0.5351	30	TRUE
HER17_RS00955	HER17_RS00955	1	NZ_CP051652	220555	221463	+	NA	DNA-binding transcriptional regulator OxyR	0.5589	29	TRUE
HER17_RS00960	HER17_RS00960	1	NZ_CP051652	221455	222861	-	NA	Si-specific NAD(P)(+) transhydrogenase	0.5281	59	TRUE
HER17_RS00965	HER17_RS00965	1	NZ_CP051652	223074	223703	+	NA	HTH-type transcriptional repressor FabR	0.5381	29	TRUE
HER17_RS00970	HER17_RS00970	1	NZ_CP051652	223739	224125	+	NA	YijD family membrane protein	0.5013	16	TRUE
HER17_RS00975	HER17_RS00975	1	NZ_CP051652	224166	225269	-	NA	tRNA (uridine(54)-C5)-methyltransferase TrmA	0.5353	39	TRUE
HER17_RS00980	HER17_RS00980	1	NZ_CP051652	225694	227571	+	NA	TonB-dependent vitamin B12 receptor BtuB	0.467	125	TRUE
HER17_RS00985	HER17_RS00985	1	NZ_CP051652	227546	228373	+	NA	glutamate racemase	0.4928	45	TRUE
HER17_RS00990	HER17_RS00990	2	NZ_CP051652	228755	230306	+	NA	16S ribosomal RNA	0.538	77	TRUE
HER17_RS00995	HER17_RS00995	5	NZ_CP051652	230440	230517	+	NA	tRNA-Glu	0.6154	3	FALSE
HER17_RS01000	HER17_RS01000	2	NZ_CP051652	230744	233692	+	NA	23S ribosomal RNA	0.5273	159	TRUE
HER17_RS01005	HER17_RS01005	2	NZ_CP051652	233805	233920	+	NA	5S ribosomal RNA	0.6379	4	FALSE
HER17_RS01010	HER17_RS01010	5	NZ_CP051652	233973	234049	+	NA	tRNA-Asp	0.6364	3	FALSE
HER17_RS01015	HER17_RS01015	5	NZ_CP051652	234104	234179	+	NA	tRNA-Trp	0.6316	2	FALSE
HER17_RS01020	HER17_RS01020	1	NZ_CP051652	234619	235575	+	NA	ABC transporter substrate-binding protein	0.4535	56	TRUE
HER17_RS01025	HER17_RS01025	1	NZ_CP051652	235766	237286	+	NA	sugar ABC transporter ATP-binding protein	0.4832	74	TRUE
HER17_RS01030	HER17_RS01030	1	NZ_CP051652	237273	238283	+	NA	ABC transporter permease	0.5302	50	TRUE
HER17_RS01035	HER17_RS01035	1	NZ_CP051652	238283	239245	+	NA	sugar ABC transporter permease YjfF	0.513	45	TRUE
