locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA	used
DDA3937_RS00130	DDA3937_RS00130	1	NC_014500	29811	30860	-	NA	nitrogen regulation protein NR(II)	0.5743	33	TRUE
DDA3937_RS00135	DDA3937_RS00135	1	NC_014500	31065	32474	-	NA	glutamate--ammonia ligase	0.5631	44	TRUE
DDA3937_RS00140	DDA3937_RS00140	1	NC_014500	32852	34675	+	NA	ribosome-dependent GTPase TypA	0.5614	59	TRUE
DDA3937_RS00145	DDA3937_RS00145	1	NC_014500	34898	35509	+	NA	glucose-1-phosphatase	0.5245	20	TRUE
DDA3937_RS00150	DDA3937_RS00150	1	NC_014500	35517	35954	+	NA	D-tyrosyl-tRNA(Tyr) deacylase	0.5799	16	TRUE
DDA3937_RS00155	DDA3937_RS00155	1	NC_014500	35988	36929	+	NA	fatty acid biosynthesis protein FabY	0.5786	31	TRUE
DDA3937_RS00160	DDA3937_RS00160	1	NC_014500	36993	38735	-	NA	AsmA family protein	0.5972	38	TRUE
DDA3937_RS00165	DDA3937_RS00165	1	NC_014500	38891	40279	-	NA	uracil-xanthine permease	0.6084	26	TRUE
DDA3937_RS00170	DDA3937_RS00170	1	NC_014500	40461	42542	-	NA	ATP-dependent DNA helicase RecG	0.622	38	TRUE
DDA3937_RS00175	DDA3937_RS00175	1	NC_014500	42542	43234	-	NA	tRNA (guanosine(18)-2'-O)-methyltransferase TrmH	0.6147	15	TRUE
DDA3937_RS00180	DDA3937_RS00180	1	NC_014500	43241	45343	-	NA	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase	0.5773	61	FALSE
DDA3937_RS00185	DDA3937_RS00185	1	NC_014500	45368	45643	-	NA	DNA-directed RNA polymerase subunit omega	0.558	9	TRUE
DDA3937_RS00190	DDA3937_RS00190	1	NC_014500	45698	46321	-	NA	guanylate kinase	0.5433	20	FALSE
DDA3937_RS00195	DDA3937_RS00195	1	NC_014500	46628	48310	+	NA	NAD-dependent DNA ligase LigB	0.6144	30	TRUE
DDA3937_RS00200	DDA3937_RS00200	1	NC_014500	48677	50359	+	NA	kdo(2)-lipid A phosphoethanolamine 7''-transferase	0.5288	70	TRUE
DDA3937_RS00205	DDA3937_RS00205	5	NC_014500	50513	50589	+	NA	tRNA-Pro	0.6364	1	FALSE
DDA3937_RS00210	DDA3937_RS00210	1	NC_014500	51020	51646	-	NA	tetratricopeptide repeat protein	0.5742	16	TRUE
DDA3937_RS00215	DDA3937_RS00215	1	NC_014500	51748	52542	-	NA	SDR family oxidoreductase	0.566	28	TRUE
DDA3937_RS00220	DDA3937_RS00220	1	NC_014500	52547	53185	-	NA	long-chain-fatty-acid--CoA ligase	0.5587	23	TRUE
DDA3937_RS00225	DDA3937_RS00225	1	NC_014500	53451	54629	+	NA	MFS transporter	0.6438	21	TRUE
DDA3937_RS00230	DDA3937_RS00230	1	NC_014500	54672	55562	+	NA	LysR family transcriptional regulator	0.6453	16	TRUE
DDA3937_RS00235	DDA3937_RS00235	1	NC_014500	55731	56900	+	NA	MFS transporter	0.6709	25	TRUE
DDA3937_RS00240	DDA3937_RS00240	1	NC_014500	57019	58296	-	NA	histidine-type phosphatase	0.6275	32	TRUE
DDA3937_RS00245	DDA3937_RS00245	7	NC_014500	58665	59504	+	NA	sugar ABC transporter permease	0.5798	28	TRUE
DDA3937_RS00250	DDA3937_RS00250	1	NC_014500	59516	60403	+	NA	carbohydrate ABC transporter permease	0.5225	37	TRUE
DDA3937_RS00255	DDA3937_RS00255	1	NC_014500	60403	61683	+	NA	extracellular solute-binding protein	0.6144	34	TRUE
DDA3937_RS00260	DDA3937_RS00260	1	NC_014500	61676	63106	+	NA	CehA/McbA family metallohydrolase	0.6667	26	TRUE
DDA3937_RS00265	DDA3937_RS00265	1	NC_014500	63252	64259	+	NA	arsenic resistance protein	0.6587	23	TRUE
DDA3937_RS00270	DDA3937_RS00270	1	NC_014500	64272	65327	+	NA	hypothetical protein	0.6165	30	TRUE
DDA3937_RS00275	DDA3937_RS00275	7	NC_014500	65750	66100	-	NA	GNAT family N-acetyltransferase	0.604	11	TRUE
DDA3937_RS00280	DDA3937_RS00280	1	NC_014500	66100	67473	-	NA	D-serine ammonia-lyase	0.6557	25	TRUE
DDA3937_RS00285	DDA3937_RS00285	1	NC_014500	67850	68131	+	NA	hypothetical protein	0.617	8	TRUE
DDA3937_RS00290	DDA3937_RS00290	1	NC_014500	68310	68576	+	NA	DUF1471 domain-containing protein	0.5543	9	TRUE
DDA3937_RS00295	DDA3937_RS00295	1	NC_014500	69021	70124	-	NA	ROK family transcriptional regulator	0.6839	23	TRUE
DDA3937_RS00300	DDA3937_RS00300	1	NC_014500	70225	71595	+	NA	extracellular solute-binding protein	0.5966	40	TRUE
DDA3937_RS00305	DDA3937_RS00305	1	NC_014500	71649	72566	+	NA	sugar ABC transporter permease	0.6231	22	TRUE
DDA3937_RS00310	DDA3937_RS00310	1	NC_014500	72563	73609	+	NA	carbohydrate ABC transporter permease	0.6141	24	TRUE
DDA3937_RS00315	DDA3937_RS00315	1	NC_014500	73614	74717	+	NA	ABC transporter ATP-binding protein	0.6522	23	TRUE
DDA3937_RS00320	DDA3937_RS00320	1	NC_014500	74745	75608	+	NA	endonuclease/exonuclease/phosphatase family protein	0.6377	20	TRUE
DDA3937_RS00325	DDA3937_RS00325	1	NC_014500	75807	76073	+	NA	DUF1471 domain-containing protein	0.588	9	TRUE
DDA3937_RS00330	DDA3937_RS00330	1	NC_014500	76197	76829	-	NA	hypothetical protein	0.5213	30	TRUE
DDA3937_RS00335	DDA3937_RS00335	1	NC_014500	76813	78276	-	NA	AAA family ATPase	0.5089	63	TRUE
DDA3937_RS00340	DDA3937_RS00340	1	NC_014500	78371	79555	-	NA	NAD(P)/FAD-dependent oxidoreductase	0.6211	22	TRUE
DDA3937_RS00345	DDA3937_RS00345	1	NC_014500	79859	81367	+	NA	inorganic phosphate transporter PitA	0.5838	48	TRUE
DDA3937_RS00350	DDA3937_RS00350	1	NC_014500	81499	81834	-	NA	universal stress protein UspB	0.5387	16	TRUE
DDA3937_RS22935	DDA3937_RS22935	1	NC_014500	81876	82418	+	NA	hypothetical protein	0.4917	30	TRUE
DDA3937_RS00355	DDA3937_RS00355	1	NC_014500	82453	82887	+	NA	universal stress protein UspA	0.5402	13	TRUE
DDA3937_RS00360	DDA3937_RS00360	1	NC_014500	82990	84996	-	NA	methyl-accepting chemotaxis protein	0.6114	48	TRUE
DDA3937_RS22940	DDA3937_RS22940	1	NC_014500	84989	85255	+	NA	hypothetical protein	0.4494	12	TRUE
DDA3937_RS00365	DDA3937_RS00365	1	NC_014500	85230	86045	+	NA	sugar-phosphatase	0.56	23	TRUE
DDA3937_RS00370	DDA3937_RS00370	1	NC_014500	86351	87535	-	NA	mannonate dehydratase	0.6084	31	TRUE
DDA3937_RS00375	DDA3937_RS00375	1	NC_014500	87794	88489	+	NA	FadR family transcriptional regulator	0.6092	15	TRUE
DDA3937_RS00380	DDA3937_RS00380	1	NC_014500	88792	89796	-	NA	IS110-like element ISEch4 family transposase	0.5373	41	FALSE
DDA3937_RS00385	DDA3937_RS00385	1	NC_014500	89920	90177	-	NA	DUF1471 domain-containing protein	0.5736	9	TRUE
DDA3937_RS00390	DDA3937_RS00390	1	NC_014500	90607	91893	+	NA	DUF3748 domain-containing protein	0.6395	30	TRUE
DDA3937_RS00395	DDA3937_RS00395	1	NC_014500	92176	93762	+	NA	FGGY-family carbohydrate kinase	0.6553	34	TRUE
DDA3937_RS00400	DDA3937_RS00400	1	NC_014500	93834	95483	+	NA	signal transduction protein	0.6527	30	TRUE
DDA3937_RS00405	DDA3937_RS00405	1	NC_014500	95487	96446	+	NA	dihydrodipicolinate synthase family protein	0.6323	23	TRUE
DDA3937_RS00410	DDA3937_RS00410	1	NC_014500	96463	97509	+	NA	exo-alpha-sialidase	0.6428	24	TRUE
DDA3937_RS00415	DDA3937_RS00415	1	NC_014500	97623	98972	+	NA	MHS family MFS transporter	0.6059	35	TRUE
DDA3937_RS00420	DDA3937_RS00420	1	NC_014500	99073	100077	+	NA	LacI family DNA-binding transcriptional regulator	0.607	17	TRUE
DDA3937_RS00425	DDA3937_RS00425	1	NC_014500	100071	100439	-	NA	YceK/YidQ family lipoprotein	0.5637	16	TRUE
DDA3937_RS00430	DDA3937_RS00430	1	NC_014500	100743	101156	+	NA	heat shock chaperone IbpA	0.529	13	TRUE
DDA3937_RS00435	DDA3937_RS00435	1	NC_014500	101307	101756	+	NA	heat shock chaperone IbpB	0.5956	12	TRUE
DDA3937_RS00440	DDA3937_RS00440	1	NC_014500	102431	103843	+	NA	anion permease	0.5952	38	TRUE
DDA3937_RS00445	DDA3937_RS00445	1	NC_014500	104003	105616	+	NA	two-component system sensor histidine kinase DcuS	0.5489	42	TRUE
DDA3937_RS00450	DDA3937_RS00450	1	NC_014500	105629	106351	+	NA	two-component system response regulator DcuR	0.5463	31	TRUE
DDA3937_RS00455	DDA3937_RS00455	1	NC_014500	106457	107800	-	NA	2-hydroxycarboxylate transporter family protein	0.5632	44	TRUE
DDA3937_RS23380	DDA3937_RS23380	1	NC_014500	107892	108065	+	NA	hypothetical protein	0.3851	15	TRUE
DDA3937_RS22950	DDA3937_RS22950	1	NC_014500	108795	109088	+	NA	hypothetical protein	0.4864	9	TRUE
DDA3937_RS00460	DDA3937_RS00460	1	NC_014500	109081	110688	+	NA	ABC transporter substrate-binding protein	0.5622	49	TRUE
DDA3937_RS00465	DDA3937_RS00465	1	NC_014500	110917	111936	+	NA	dipeptide ABC transporter permease DppB	0.602	32	TRUE
DDA3937_RS00470	DDA3937_RS00470	1	NC_014500	111949	112851	+	NA	dipeptide ABC transporter permease DppC	0.6368	18	TRUE
DDA3937_RS00475	DDA3937_RS00475	1	NC_014500	112880	113860	+	NA	dipeptide ABC transporter ATP-binding protein	0.6249	19	TRUE
DDA3937_RS00480	DDA3937_RS00480	1	NC_014500	113857	114864	+	NA	ABC transporter ATP-binding protein	0.626	16	TRUE
DDA3937_RS00485	DDA3937_RS00485	1	NC_014500	114970	115503	-	NA	hypothetical protein	0.5356	21	TRUE
DDA3937_RS00490	DDA3937_RS00490	1	NC_014500	115562	115789	-	NA	hypothetical protein	0.5219	9	TRUE
DDA3937_RS00495	DDA3937_RS00495	1	NC_014500	115906	116178	-	NA	helix-turn-helix transcriptional regulator	0.4835	10	TRUE
DDA3937_RS00500	DDA3937_RS00500	1	NC_014500	116276	117709	-	NA	PLP-dependent aminotransferase family protein	0.6388	29	TRUE
DDA3937_RS00505	DDA3937_RS00505	1	NC_014500	117829	118200	-	NA	VOC family protein	0.6102	11	TRUE
DDA3937_RS00510	DDA3937_RS00510	1	NC_014500	118322	119023	-	NA	YafY family transcriptional regulator	0.6296	14	TRUE
DDA3937_RS00515	DDA3937_RS00515	1	NC_014500	119187	120095	+	NA	EamA family transporter	0.6073	20	TRUE
DDA3937_RS00520	DDA3937_RS00520	1	NC_014500	120558	121163	+	NA	cellulose biosynthesis protein BcsO	0.5792	20	TRUE
DDA3937_RS00525	DDA3937_RS00525	1	NC_014500	121154	121969	+	NA	cellulose synthase operon protein YhjQ	0.5576	24	TRUE
DDA3937_RS00530	DDA3937_RS00530	1	NC_014500	122078	124168	+	NA	UDP-forming cellulose synthase catalytic subunit	0.5863	55	TRUE
DDA3937_RS00535	DDA3937_RS00535	1	NC_014500	124165	126678	+	NA	cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB	0.6321	55	TRUE
DDA3937_RS00540	DDA3937_RS00540	1	NC_014500	126690	130586	+	NA	cellulose biosynthesis protein BcsC	0.6164	121	TRUE
DDA3937_RS00545	DDA3937_RS00545	1	NC_014500	130589	131056	+	NA	cellulose synthase	0.609	11	TRUE
DDA3937_RS00550	DDA3937_RS00550	1	NC_014500	131069	132067	+	NA	endoglucanase	0.5826	34	TRUE
DDA3937_RS00555	DDA3937_RS00555	1	NC_014500	132468	133754	+	NA	dicarboxylate/amino acid:cation symporter	0.5758	39	TRUE
DDA3937_RS00560	DDA3937_RS00560	1	NC_014500	134031	135494	+	NA	insulinase family protein	0.5902	35	TRUE
DDA3937_RS00565	DDA3937_RS00565	1	NC_014500	135723	136748	-	NA	virulence RhuM family protein	0.4708	53	TRUE
DDA3937_RS00570	DDA3937_RS00570	7	NC_014500	136767	137036	-	NA	hypothetical protein	0.4815	14	TRUE
DDA3937_RS21740	DDA3937_RS21740	7	NC_014500	137021	137359	-	NA	type I restriction-modification system subunit M N-terminal domain-containing protein	0.4838	17	TRUE
DDA3937_RS00575	DDA3937_RS00575	1	NC_014500	137428	137928	-	NA	type II toxin-antitoxin system RelB/DinJ family antitoxin	0.4651	15	FALSE
DDA3937_RS00580	DDA3937_RS00580	1	NC_014500	138241	139173	-	NA	2-dehydro-3-deoxygluconokinase	0.5927	28	TRUE
DDA3937_RS00585	DDA3937_RS00585	1	NC_014500	139357	139560	-	NA	4-oxalocrotonate tautomerase family protein	0.5686	2	FALSE
DDA3937_RS00590	DDA3937_RS00590	1	NC_014500	139606	140592	-	NA	inner membrane protein YhjD	0.614	26	TRUE
DDA3937_RS00595	DDA3937_RS00595	1	NC_014500	140798	142021	+	NA	MFS transporter	0.6332	30	TRUE
DDA3937_RS00600	DDA3937_RS00600	1	NC_014500	142077	142640	-	NA	DcrB family lipoprotein	0.5922	11	TRUE
DDA3937_RS00605	DDA3937_RS00605	1	NC_014500	142826	143497	-	NA	7-cyano-7-deazaguanine/7-aminomethyl-7- deazaguanine transporter	0.5848	19	TRUE
DDA3937_RS00610	DDA3937_RS00610	1	NC_014500	144107	144352	+	NA	sulfurtransferase TusA	0.5894	10	FALSE
DDA3937_RS00615	DDA3937_RS00615	1	NC_014500	144435	145064	-	NA	lysoplasmalogenase	0.6	19	TRUE
DDA3937_RS00620	DDA3937_RS00620	1	NC_014500	145336	145662	+	NA	DUF1820 family protein	0.5168	15	TRUE
DDA3937_RS00625	DDA3937_RS00625	1	NC_014500	145723	146004	-	NA	DUF1145 family protein	0.5532	10	TRUE
DDA3937_RS00630	DDA3937_RS00630	1	NC_014500	145994	146617	-	NA	16S rRNA (guanine(966)-N(2))-methyltransferase	0.6186	14	TRUE
DDA3937_RS00635	DDA3937_RS00635	1	NC_014500	146929	148269	+	NA	signal recognition particle-docking protein FtsY	0.601	24	FALSE
DDA3937_RS00640	DDA3937_RS00640	1	NC_014500	148275	148943	+	NA	cell division ATP-binding protein FtsE	0.6099	18	TRUE
DDA3937_RS00645	DDA3937_RS00645	1	NC_014500	148933	149904	+	NA	cell division protein FtsX	0.5936	25	TRUE
DDA3937_RS00650	DDA3937_RS00650	1	NC_014500	150265	151122	+	NA	RNA polymerase sigma factor RpoH	0.5606	27	FALSE
DDA3937_RS00655	DDA3937_RS00655	1	NC_014500	151241	151678	-	NA	aspartate 1-decarboxylase autocleavage activator PanM	0.5548	8	TRUE
DDA3937_RS00660	DDA3937_RS00660	1	NC_014500	152082	153194	+	NA	branched-chain amino acid ABC transporter substrate-binding protein	0.6011	30	TRUE
DDA3937_RS00665	DDA3937_RS00665	1	NC_014500	153273	154199	+	NA	high-affinity branched-chain amino acid ABC transporter permease LivH	0.5933	31	TRUE
DDA3937_RS00670	DDA3937_RS00670	1	NC_014500	154196	155470	+	NA	high-affinity branched-chain amino acid ABC transporter permease LivM	0.6086	29	TRUE
DDA3937_RS00675	DDA3937_RS00675	1	NC_014500	155467	156237	+	NA	high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivG	0.6135	16	TRUE
DDA3937_RS00680	DDA3937_RS00680	1	NC_014500	156244	156945	+	NA	high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivF	0.6054	14	TRUE
DDA3937_RS00685	DDA3937_RS00685	1	NC_014500	157016	158200	+	NA	PLP-dependent aminotransferase family protein	0.6042	25	TRUE
DDA3937_RS00690	DDA3937_RS00690	1	NC_014500	158331	159968	-	NA	MCP four helix bundle domain-containing protein	0.5495	45	TRUE
DDA3937_RS00695	DDA3937_RS00695	1	NC_014500	160727	161644	+	NA	hypothetical protein	0.598	17	TRUE
DDA3937_RS00700	DDA3937_RS00700	1	NC_014500	161743	163362	-	NA	MCP four helix bundle domain-containing protein	0.5877	39	TRUE
DDA3937_RS00705	DDA3937_RS00705	1	NC_014500	163808	165436	-	NA	MCP four helix bundle domain-containing protein	0.5777	47	TRUE
DDA3937_RS00710	DDA3937_RS00710	1	NC_014500	166251	167912	-	NA	MCP four helix bundle domain-containing protein	0.5535	57	TRUE
DDA3937_RS00715	DDA3937_RS00715	1	NC_014500	168379	170061	-	NA	MCP four helix bundle domain-containing protein	0.5918	30	TRUE
DDA3937_RS00720	DDA3937_RS00720	1	NC_014500	171109	172428	+	NA	sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB	0.5758	43	TRUE
DDA3937_RS00725	DDA3937_RS00725	1	NC_014500	172528	173415	+	NA	sn-glycerol-3-phosphate ABC transporter permease UgpA	0.5878	22	TRUE
DDA3937_RS00730	DDA3937_RS00730	1	NC_014500	173457	174305	+	NA	sn-glycerol-3-phosphate ABC transporter permease UgpE	0.583	18	TRUE
DDA3937_RS00735	DDA3937_RS00735	1	NC_014500	174312	175388	+	NA	sn-glycerol-3-phosphate import ATP-binding protein UgpC	0.6202	20	TRUE
DDA3937_RS00740	DDA3937_RS00740	1	NC_014500	175385	176134	+	NA	glycerophosphodiester phosphodiesterase	0.6413	12	TRUE
DDA3937_RS00745	DDA3937_RS00745	1	NC_014500	176340	177296	+	NA	AEC family transporter	0.605	19	TRUE
DDA3937_RS00750	DDA3937_RS00750	1	NC_014500	177370	177654	-	NA	DUF2756 domain-containing protein	0.5439	9	TRUE
DDA3937_RS00755	DDA3937_RS00755	1	NC_014500	177824	178288	+	NA	tRNA (cytidine(34)-2'-O)-methyltransferase	0.5892	12	TRUE
DDA3937_RS00760	DDA3937_RS00760	1	NC_014500	178343	178933	+	NA	hypothetical protein	0.6277	12	TRUE
DDA3937_RS00765	DDA3937_RS00765	1	NC_014500	178969	179742	-	NA	DUF3142 domain-containing protein	0.6253	26	TRUE
DDA3937_RS00770	DDA3937_RS00770	1	NC_014500	179712	181913	-	NA	hypothetical protein	0.5845	65	TRUE
DDA3937_RS00775	DDA3937_RS00775	1	NC_014500	182150	183523	-	NA	envelope stress sensor histidine kinase CpxA	0.6092	25	TRUE
DDA3937_RS00780	DDA3937_RS00780	1	NC_014500	183540	184238	-	NA	envelope stress response regulator transcription factor CpxR	0.5794	21	FALSE
DDA3937_RS00785	DDA3937_RS00785	1	NC_014500	184449	185009	+	NA	cell-envelope stress modulator CpxP	0.5383	14	TRUE
DDA3937_RS00790	DDA3937_RS00790	1	NC_014500	185220	185708	-	NA	hypothetical protein	0.3845	32	TRUE
DDA3937_RS00795	DDA3937_RS00795	7	NC_014500	186067	186537	+	NA	phage tail protein	0.5711	15	TRUE
DDA3937_RS00800	DDA3937_RS00800	1	NC_014500	187676	188968	+	NA	phage tail protein	0.4741	74	TRUE
DDA3937_RS00805	DDA3937_RS00805	1	NC_014500	188977	189354	+	NA	phage tail assembly chaperone	0.4603	21	TRUE
DDA3937_RS00810	DDA3937_RS00810	1	NC_014500	189606	190790	+	NA	phage tail protein	0.5198	60	TRUE
DDA3937_RS00815	DDA3937_RS00815	1	NC_014500	190790	191410	+	NA	tail fiber assembly protein	0.5926	22	TRUE
DDA3937_RS00820	DDA3937_RS00820	1	NC_014500	191715	193073	+	NA	phage tail protein	0.5453	56	TRUE
DDA3937_RS00825	DDA3937_RS00825	1	NC_014500	193070	193465	+	NA	tail fiber assembly protein	0.5	24	TRUE
DDA3937_RS00830	DDA3937_RS00830	1	NC_014500	193462	193926	-	NA	NUDIX domain-containing protein	0.6043	8	TRUE
DDA3937_RS00835	DDA3937_RS00835	1	NC_014500	194129	194599	+	NA	2TM domain-containing protein	0.5945	7	TRUE
DDA3937_RS00840	DDA3937_RS00840	1	NC_014500	194729	195631	+	NA	CDF family cation-efflux transporter FieF	0.5681	31	TRUE
DDA3937_RS00845	DDA3937_RS00845	1	NC_014500	195878	196840	+	NA	6-phosphofructokinase	0.5846	25	TRUE
DDA3937_RS00850	DDA3937_RS00850	1	NC_014500	197176	198060	+	NA	N-carbamoylputrescine amidase	0.5955	24	TRUE
DDA3937_RS00855	DDA3937_RS00855	1	NC_014500	198064	199164	+	NA	agmatine deiminase	0.6322	23	TRUE
DDA3937_RS00860	DDA3937_RS00860	1	NC_014500	199259	200698	-	NA	alkaline phosphatase	0.6153	30	TRUE
DDA3937_RS00865	DDA3937_RS00865	1	NC_014500	200851	201621	-	NA	triose-phosphate isomerase	0.6096	15	TRUE
DDA3937_RS00870	DDA3937_RS00870	1	NC_014500	201763	202359	-	NA	YiiQ family protein	0.5528	22	TRUE
DDA3937_RS00875	DDA3937_RS00875	1	NC_014500	202504	202929	+	NA	DUF805 domain-containing protein	0.6268	6	TRUE
DDA3937_RS00880	DDA3937_RS00880	1	NC_014500	202943	203689	-	NA	ferredoxin--NADP(+) reductase	0.6278	15	FALSE
DDA3937_RS00885	DDA3937_RS00885	1	NC_014500	203799	204809	-	NA	class II fructose-bisphosphatase	0.6192	15	TRUE
DDA3937_RS00890	DDA3937_RS00890	1	NC_014500	204941	206452	-	NA	glycerol kinase GlpK	0.619	34	TRUE
DDA3937_RS00895	DDA3937_RS00895	1	NC_014500	206480	207331	-	NA	aquaporin	0.5904	22	TRUE
DDA3937_RS00900	DDA3937_RS00900	1	NC_014500	207918	208160	+	NA	cell division protein ZapB	0.5062	6	TRUE
DDA3937_RS00905	DDA3937_RS00905	1	NC_014500	208226	208711	-	NA	ribonuclease E activity regulator RraA	0.572	13	TRUE
DDA3937_RS00910	DDA3937_RS00910	1	NC_014500	208870	209787	-	NA	1,4-dihydroxy-2-naphthoate polyprenyltransferase	0.6078	29	TRUE
DDA3937_RS00915	DDA3937_RS00915	1	NC_014500	209945	211276	-	NA	HslU--HslV peptidase ATPase subunit	0.5803	26	TRUE
DDA3937_RS00920	DDA3937_RS00920	1	NC_014500	211286	211816	-	NA	ATP-dependent protease subunit HslV	0.5725	17	TRUE
DDA3937_RS00925	DDA3937_RS00925	1	NC_014500	211902	212831	-	NA	cell division protein FtsN	0.6065	20	TRUE
DDA3937_RS00930	DDA3937_RS00930	1	NC_014500	212883	213953	-	NA	DNA-binding transcriptional regulator CytR	0.5976	23	TRUE
DDA3937_RS00935	DDA3937_RS00935	1	NC_014500	214389	216587	-	NA	primosomal protein N'	0.6412	41	FALSE
DDA3937_RS00940	DDA3937_RS00940	1	NC_014500	216863	217078	+	NA	50S ribosomal protein L31	0.5093	6	FALSE
DDA3937_RS00945	DDA3937_RS00945	1	NC_014500	217195	217512	-	NA	met regulon transcriptional regulator MetJ	0.522	17	TRUE
DDA3937_RS00950	DDA3937_RS00950	1	NC_014500	217701	218861	+	NA	cystathionine gamma-synthase	0.6003	31	TRUE
DDA3937_RS00955	DDA3937_RS00955	1	NC_014500	218864	221299	+	NA	bifunctional aspartate kinase/homoserine dehydrogenase II	0.6182	49	TRUE
DDA3937_RS00960	DDA3937_RS00960	1	NC_014500	221642	222538	+	NA	methylenetetrahydrofolate reductase	0.5652	25	TRUE
DDA3937_RS00965	DDA3937_RS00965	1	NC_014500	222718	223449	-	NA	glutathione peroxidase	0.5287	27	TRUE
DDA3937_RS00970	DDA3937_RS00970	1	NC_014500	223626	224543	+	NA	DNA-binding transcriptional regulator OxyR	0.5828	21	TRUE
DDA3937_RS00975	DDA3937_RS00975	1	NC_014500	224627	226027	-	NA	Si-specific NAD(P)(+) transhydrogenase	0.5567	51	TRUE
DDA3937_RS00980	DDA3937_RS00980	1	NC_014500	226234	226872	+	NA	HTH-type transcriptional repressor FabR	0.5665	21	TRUE
DDA3937_RS00985	DDA3937_RS00985	1	NC_014500	226887	227261	+	NA	YijD family membrane protein	0.5547	12	TRUE
DDA3937_RS00990	DDA3937_RS00990	1	NC_014500	227274	228377	-	NA	tRNA (uridine(54)-C5)-methyltransferase TrmA	0.5643	28	TRUE
