locusId	sysName	desc	expName	expDesc	fit	absDiff	p
DDA3937_RS17135	DDA3937_RS17135	glycerol-3-phosphate 1-O-acyltransferase PlsY	setATCH149	Atlantic	1.01469031273866	3.00518136439639	0.00782285311863138
DDA3937_RS21960	DDA3937_RS21960	helix-turn-helix transcriptional regulator	setATCH149	Atlantic	2.06744917637785	2.40349074647433	1.65098235748533e-05
DDA3937_RS04235	DDA3937_RS04235	phage holin family protein	setATCH150	Atlantic	1.25768476101418	2.06084569506467	4.56335850823213e-05
DDA3937_RS06615	DDA3937_RS06615	UDP-glucose 4-epimerase GalE	setATCH150	Atlantic	-1.67686575646333	1.21377859779333	4.89286057583254e-09
DDA3937_RS11330	DDA3937_RS11330	5-dehydro-4-deoxy-D-glucuronate isomerase	setATCH150	Atlantic	-1.06152153212334	1.53095604865655	2.90074178325944e-05
DDA3937_RS14440	DDA3937_RS14440	colicin V production protein	setATCH150	Atlantic	-1.35706454056257	1.04820203958284	0.00180892627890246
DDA3937_RS18610	DDA3937_RS18610	RNA chaperone Hfq	setATCH150	Atlantic	2.44439935985308	2.63036881909333	5.33407657505608e-06
DDA3937_RS21960	DDA3937_RS21960	helix-turn-helix transcriptional regulator	setATCH150	Atlantic	3.85864680933524	4.60250397941611	9.70104899180147e-06
DDA3937_RS04405	DDA3937_RS04405	GNAT family N-acetyltransferase	setATCH151	Atlantic	1.36893355454211	1.73960666689926	0.00604194935457865
DDA3937_RS06615	DDA3937_RS06615	UDP-glucose 4-epimerase GalE	setATCH151	Atlantic	-1.96640861900044	1.03459942423503	1.14611024833069e-07
DDA3937_RS11715	DDA3937_RS11715	hypothetical protein	setATCH151	Atlantic	-1.27325491979827	2.91968247406581	6.61979608679957e-06
DDA3937_RS15705	DDA3937_RS15705	cyclic-guanylate-specific phosphodiesterase	setATCH151	Atlantic	2.02604086984197	1.13101116940084	0.00796167049909648
DDA3937_RS18410	DDA3937_RS18410	homoserine kinase	setATCH151	Atlantic	-1.12661420288321	1.51448775646472	0.00196004588410746
DDA3937_RS20470	DDA3937_RS20470	glycosyltransferase family 9 protein	setATCH151	Atlantic	1.21606277484735	2.61853042848279	1.24669014420491e-05
DDA3937_RS21960	DDA3937_RS21960	helix-turn-helix transcriptional regulator	setATCH151	Atlantic	4.37386483369014	5.74942074134876	3.15384376375814e-06
DDA3937_RS04195	DDA3937_RS04195	GPO family capsid scaffolding protein	setATCH152	Atlantic	-1.05093109606912	1.16739092960513	0.00172259882387767
DDA3937_RS06615	DDA3937_RS06615	UDP-glucose 4-epimerase GalE	setATCH152	Atlantic	-2.27905543521038	1.08308743381683	6.60784865631405e-07
DDA3937_RS11330	DDA3937_RS11330	5-dehydro-4-deoxy-D-glucuronate isomerase	setATCH152	Atlantic	-1.1561882441243	1.58979906795645	2.33207613305345e-06
DDA3937_RS11715	DDA3937_RS11715	hypothetical protein	setATCH152	Atlantic	-1.73029221717408	2.74957388942222	0.00140878631301155
DDA3937_RS14440	DDA3937_RS14440	colicin V production protein	setATCH152	Atlantic	-1.11041866383404	1.4925443349617	0.000118366630911442
DDA3937_RS21960	DDA3937_RS21960	helix-turn-helix transcriptional regulator	setATCH152	Atlantic	2.99879545404565	4.00654052856447	1.81702062574194e-05
DDA3937_RS04405	DDA3937_RS04405	GNAT family N-acetyltransferase	setATCH153	Atlantic	1.08319467515961	2.58456225094774	0.000303779885566485
DDA3937_RS05320	DDA3937_RS05320	hypothetical protein	setATCH153	Atlantic	1.18987235234412	2.0610625703259	0.001592087332467
DDA3937_RS10485	DDA3937_RS10485	anthranilate synthase component 1	setATCH153	Atlantic	-2.7001939506694	1.09160261478168	0.00113553036097155
DDA3937_RS11715	DDA3937_RS11715	hypothetical protein	setATCH153	Atlantic	-2.31653919527406	2.17144351256328	0.00522379854577775
DDA3937_RS11965	DDA3937_RS11965	carboxy terminal-processing peptidase	setATCH153	Atlantic	1.19801053278369	1.09507807843869	0.00802352396361048
DDA3937_RS18610	DDA3937_RS18610	RNA chaperone Hfq	setATCH153	Atlantic	1.58314356928972	1.80165320172724	0.0027697797843783
DDA3937_RS21960	DDA3937_RS21960	helix-turn-helix transcriptional regulator	setATCH153	Atlantic	3.65608589351637	5.25680468505409	2.76590127188661e-06
DDA3937_RS04225	DDA3937_RS04225	DUF2586 domain-containing protein	setATCH154	Norland	1.01137870766273	1.31481969625996	0.000246424135687599
DDA3937_RS05755	DDA3937_RS05755	pleiotropic regulatory protein RsmS	setATCH154	Norland	-1.37408571330597	1.80351862379037	0.00180592061173189
DDA3937_RS06070	DDA3937_RS06070	outer membrane protein assembly factor BamC	setATCH154	Norland	-1.10241279428349	1.42094414914189	0.00187732990755645
DDA3937_RS06615	DDA3937_RS06615	UDP-glucose 4-epimerase GalE	setATCH154	Norland	-2.16702979670407	1.28148699639711	4.46404718172097e-07
DDA3937_RS11330	DDA3937_RS11330	5-dehydro-4-deoxy-D-glucuronate isomerase	setATCH154	Norland	-1.04281347464767	1.44235362124438	8.33102788974282e-06
DDA3937_RS11715	DDA3937_RS11715	hypothetical protein	setATCH154	Norland	-1.61745620452656	2.9256072278799	0.000101008555748103
DDA3937_RS14385	DDA3937_RS14385	phosphate acetyltransferase	setATCH154	Norland	-1.38371760221726	1.10860377822669	0.00518129518218105
DDA3937_RS14440	DDA3937_RS14440	colicin V production protein	setATCH154	Norland	-1.72433629961	1.67240191594598	6.05110035096014e-05
DDA3937_RS21960	DDA3937_RS21960	helix-turn-helix transcriptional regulator	setATCH154	Norland	3.01284093300677	4.43186843058139	2.5196297025222e-06
DDA3937_RS04225	DDA3937_RS04225	DUF2586 domain-containing protein	setATCH155	Norland	1.06756569674616	1.03866245390994	0.0052141589499115
DDA3937_RS04405	DDA3937_RS04405	GNAT family N-acetyltransferase	setATCH155	Norland	1.11019270214093	2.16057996170549	0.000200430836114275
DDA3937_RS06070	DDA3937_RS06070	outer membrane protein assembly factor BamC	setATCH155	Norland	-1.2786246988236	1.57638798429994	0.00131787515317637
DDA3937_RS06615	DDA3937_RS06615	UDP-glucose 4-epimerase GalE	setATCH155	Norland	-2.13112683741701	1.00268276215598	2.70215249308224e-06
DDA3937_RS11330	DDA3937_RS11330	5-dehydro-4-deoxy-D-glucuronate isomerase	setATCH155	Norland	-1.24903843479564	1.54871950287523	7.0088337838499e-08
DDA3937_RS11715	DDA3937_RS11715	hypothetical protein	setATCH155	Norland	-1.95973336984299	2.8240555571971	0.00219982948891931
DDA3937_RS14440	DDA3937_RS14440	colicin V production protein	setATCH155	Norland	-1.61755103398381	1.40610014136343	5.52129537185186e-05
DDA3937_RS21960	DDA3937_RS21960	helix-turn-helix transcriptional regulator	setATCH155	Norland	3.43463969187905	5.12330792184914	2.37805092870255e-08
DDA3937_RS00050	DDA3937_RS00050	ribokinase	setATCH156	Norland	1.01907469408941	1.05067865940134	0.0055407272443333
DDA3937_RS04220	DDA3937_RS04220	hypothetical protein	setATCH156	Norland	1.37432090844307	2.2898509008989	0.0026605226594369
DDA3937_RS04235	DDA3937_RS04235	phage holin family protein	setATCH156	Norland	1.72975047264871	1.92674021504515	0.000465429445479511
DDA3937_RS04405	DDA3937_RS04405	GNAT family N-acetyltransferase	setATCH156	Norland	1.41394681100149	3.01729761006899	4.7016222966487e-05
DDA3937_RS06070	DDA3937_RS06070	outer membrane protein assembly factor BamC	setATCH156	Norland	-1.46911002883236	1.59068343778719	0.0010304008937976
DDA3937_RS06615	DDA3937_RS06615	UDP-glucose 4-epimerase GalE	setATCH156	Norland	-1.52769437374338	1.38613111743568	1.48055533058032e-09
DDA3937_RS11715	DDA3937_RS11715	hypothetical protein	setATCH156	Norland	-1.35016485222822	3.46323464346048	3.24993789315465e-05
DDA3937_RS14440	DDA3937_RS14440	colicin V production protein	setATCH156	Norland	-1.53737976481901	1.93381850347113	4.05881487262613e-07
DDA3937_RS21960	DDA3937_RS21960	helix-turn-helix transcriptional regulator	setATCH156	Norland	5.25781348433439	6.5794819007025	3.43057156354888e-07
DDA3937_RS00775	DDA3937_RS00775	envelope stress sensor histidine kinase CpxA	setATCH157	Norland	-1.58055976829864	1.50208810797681	0.00015733892379026
DDA3937_RS04235	DDA3937_RS04235	phage holin family protein	setATCH157	Norland	1.34057324119525	2.78331534805443	0.000213352573470494
DDA3937_RS06615	DDA3937_RS06615	UDP-glucose 4-epimerase GalE	setATCH157	Norland	-2.40811959087293	1.14542723205342	5.2047177675705e-08
DDA3937_RS11330	DDA3937_RS11330	5-dehydro-4-deoxy-D-glucuronate isomerase	setATCH157	Norland	-1.20759933456147	1.96426786744648	1.44256879572236e-08
DDA3937_RS14440	DDA3937_RS14440	colicin V production protein	setATCH157	Norland	-1.51007928163573	1.11453047072956	0.00178444301109513
DDA3937_RS21960	DDA3937_RS21960	helix-turn-helix transcriptional regulator	setATCH157	Norland	3.17162064849036	4.05987036416978	7.06584685541128e-06
DDA3937_RS04405	DDA3937_RS04405	GNAT family N-acetyltransferase	setATCH158	Norland	1.00933998032633	2.29665652758577	0.000868380416298977
DDA3937_RS13360	DDA3937_RS13360	flagellar hook-basal body complex protein FliE	setATCH158	Norland	1.19133834133549	2.72404587049245	0.00155867286345229
DDA3937_RS21960	DDA3937_RS21960	helix-turn-helix transcriptional regulator	setATCH158	Norland	4.28669078904165	4.92585174290749	3.43854076819786e-06
DDA3937_RS01740	DDA3937_RS01740	outer membrane channel protein TolC	setATCH159	Norland	-1.59471016078991	1.17909754227127	0.00778073356708886
DDA3937_RS06070	DDA3937_RS06070	outer membrane protein assembly factor BamC	setATCH159	Norland	-1.11880882483362	1.32804681951717	0.00719032643307202
DDA3937_RS06075	DDA3937_RS06075	phosphoribosylaminoimidazolesuccinocarboxamide synthase	setATCH159	Norland	-3.13276657167382	2.35554354822656	0.00416429728992085
DDA3937_RS06615	DDA3937_RS06615	UDP-glucose 4-epimerase GalE	setATCH159	Norland	-1.32993672894707	1.3419212369351	9.68233873108973e-12
DDA3937_RS11715	DDA3937_RS11715	hypothetical protein	setATCH159	Norland	-1.1160383369946	3.58091726306809	9.32781172725899e-05
DDA3937_RS14440	DDA3937_RS14440	colicin V production protein	setATCH159	Norland	-1.62842957375455	1.00426168686549	0.00192450376448889
DDA3937_RS21960	DDA3937_RS21960	helix-turn-helix transcriptional regulator	setATCH159	Norland	2.73522399206122	3.84770483521804	5.75573564181387e-07
DDA3937_RS00050	DDA3937_RS00050	ribokinase	setATCH160	Upstate	1.91321897632157	1.56088314033783	0.00123556842057307
DDA3937_RS00775	DDA3937_RS00775	envelope stress sensor histidine kinase CpxA	setATCH160	Upstate	-1.87762373101068	1.50208810797681	0.00293447439455951
DDA3937_RS01675	DDA3937_RS01675	aerobic respiration two-component sensor histidine kinase ArcB	setATCH160	Upstate	1.66262141632806	2.24737291033452	6.63617691388759e-14
DDA3937_RS11330	DDA3937_RS11330	5-dehydro-4-deoxy-D-glucuronate isomerase	setATCH160	Upstate	-1.57362863333425	2.02014958708076	6.16620183103159e-09
DDA3937_RS11715	DDA3937_RS11715	hypothetical protein	setATCH160	Upstate	-1.50365474341943	2.43269445825125	0.00992124282048001
DDA3937_RS21960	DDA3937_RS21960	helix-turn-helix transcriptional regulator	setATCH160	Upstate	4.78952506711987	5.92999118687509	3.38399513692067e-08
DDA3937_RS22235	DDA3937_RS22235	immunity 8 family protein	setATCH160	Upstate	-2.19751024418461	1.05385110996629	0.00589384254427282
DDA3937_RS05320	DDA3937_RS05320	hypothetical protein	setATCH161	Upstate	1.34917686402576	1.69125885343325	0.00315478295371108
DDA3937_RS11330	DDA3937_RS11330	5-dehydro-4-deoxy-D-glucuronate isomerase	setATCH161	Upstate	-1.1197133904191	1.89857744065958	2.8312059493473e-08
DDA3937_RS11715	DDA3937_RS11715	hypothetical protein	setATCH161	Upstate	-1.77322195624176	2.55883064821225	0.00139904086980795
DDA3937_RS21960	DDA3937_RS21960	helix-turn-helix transcriptional regulator	setATCH161	Upstate	3.69762995164989	5.1449261444221	4.89732512144241e-07
DDA3937_RS07335	DDA3937_RS07335	DUF1971 domain-containing protein	setATCH162	Upstate	1.42849286030437	2.9896445397431	0.00350543614846512
DDA3937_RS11330	DDA3937_RS11330	5-dehydro-4-deoxy-D-glucuronate isomerase	setATCH162	Upstate	-1.34827292148641	1.66177565496604	1.606986761369e-08
DDA3937_RS11715	DDA3937_RS11715	hypothetical protein	setATCH162	Upstate	-1.90220632941153	2.45137060915143	0.00213095268882245
DDA3937_RS21960	DDA3937_RS21960	helix-turn-helix transcriptional regulator	setATCH162	Upstate	4.21449406322685	4.8825020861419	3.31540183693104e-06
DDA3937_RS04235	DDA3937_RS04235	phage holin family protein	setATCH163	Upstate	1.25006298560848	2.10645829556905	0.000685847258235314
DDA3937_RS04405	DDA3937_RS04405	GNAT family N-acetyltransferase	setATCH163	Upstate	1.24462683707183	2.46263148176543	6.14270324976765e-06
DDA3937_RS11330	DDA3937_RS11330	5-dehydro-4-deoxy-D-glucuronate isomerase	setATCH163	Upstate	-1.01022833420324	1.69106812796892	4.41408040334385e-07
DDA3937_RS11715	DDA3937_RS11715	hypothetical protein	setATCH163	Upstate	-1.14140358325527	3.11584152462724	0.00250709860262758
DDA3937_RS13815	DDA3937_RS13815	DUF2857 domain-containing protein	setATCH163	Upstate	1.07662219935768	3.00885913039264	0.000704559652053656
DDA3937_RS18610	DDA3937_RS18610	RNA chaperone Hfq	setATCH163	Upstate	1.49497348430915	1.83562134032988	0.00275633055056824
DDA3937_RS21960	DDA3937_RS21960	helix-turn-helix transcriptional regulator	setATCH163	Upstate	4.74727673345415	6.05741350209046	6.98463942128868e-07
DDA3937_RS06615	DDA3937_RS06615	UDP-glucose 4-epimerase GalE	setATCH164	Upstate	-2.54668663513301	1.03697725847959	1.40030765513776e-06
DDA3937_RS21960	DDA3937_RS21960	helix-turn-helix transcriptional regulator	setATCH164	Upstate	4.34872237516161	5.15461306711692	1.23504753377471e-06
DDA3937_RS04235	DDA3937_RS04235	phage holin family protein	setATCH165	Upstate	1.54272012070144	1.71025220376652	0.00272788136062517
DDA3937_RS06615	DDA3937_RS06615	UDP-glucose 4-epimerase GalE	setATCH165	Upstate	-2.31491402370338	1.04328044872298	4.15353299373818e-06
DDA3937_RS11330	DDA3937_RS11330	5-dehydro-4-deoxy-D-glucuronate isomerase	setATCH165	Upstate	-1.02920963285408	1.86086640841289	9.23623034639977e-12
DDA3937_RS11715	DDA3937_RS11715	hypothetical protein	setATCH165	Upstate	-1.46917864124418	2.83719614840874	0.00602133265044553
DDA3937_RS14440	DDA3937_RS14440	colicin V production protein	setATCH165	Upstate	-1.2177993713836	1.2590305826487	0.000654445623468509
DDA3937_RS15705	DDA3937_RS15705	cyclic-guanylate-specific phosphodiesterase	setATCH165	Upstate	2.9784744388814	1.07933848197902	0.000243716902640811
DDA3937_RS21960	DDA3937_RS21960	helix-turn-helix transcriptional regulator	setATCH165	Upstate	3.84271879796416	5.58645841839724	1.4613621693509e-10
DDA3937_RS20455	DDA3937_RS20455	putative lipopolysaccharide heptosyltransferase III	setATCH192	LB	-1.55314854178652	1.05005162845389	0.00833806449903131
DDA3937_RS11445	DDA3937_RS11445	DNA-binding transcriptional regulator KdgR	setATCH193	LB	-1.35071843287136	1.29512816079478	0.00197859356841494
DDA3937_RS07715	DDA3937_RS07715	TonB-dependent receptor	setATCH194	PDB	2.47581915991284	1.16919490434445	0.00106879914223949
DDA3937_RS07750	DDA3937_RS07750	iron-siderophore ABC transporter substrate-binding protein	setATCH194	PDB	2.67819756266728	3.36522064313668	0.000163014958656573
DDA3937_RS08030	DDA3937_RS08030	ABC transporter substrate-binding protein	setATCH194	PDB	1.2616518738066	1.94086050345402	6.11667158636065e-05
DDA3937_RS10375	DDA3937_RS10375	oligopeptide ABC transporter substrate-binding protein OppA	setATCH194	PDB	3.26229721621014	1.15239765550114	7.04895075278147e-36
DDA3937_RS11750	DDA3937_RS11750	transporter substrate-binding domain-containing protein	setATCH194	PDB	-1.46162198946665	1.54922551883671	0.00695642703018422
DDA3937_RS14380	DDA3937_RS14380	acetate kinase	setATCH194	PDB	2.91004263542272	3.67718795513518	0.0088894605577297
DDA3937_RS14440	DDA3937_RS14440	colicin V production protein	setATCH194	PDB	-1.4551006716105	1.27026851302926	0.000845356489680878
DDA3937_RS01820	DDA3937_RS01820	tol-pal system-associated acyl-CoA thioesterase	setATCH195	PDB	1.29638355123598	2.51516883195126	0.00118209304643359
DDA3937_RS04225	DDA3937_RS04225	DUF2586 domain-containing protein	setATCH195	PDB	1.10376627135167	2.38671285115554	0.000184464157996571
DDA3937_RS06075	DDA3937_RS06075	phosphoribosylaminoimidazolesuccinocarboxamide synthase	setATCH195	PDB	-2.58825367518648	2.03056892073252	0.00564560447888587
DDA3937_RS07715	DDA3937_RS07715	TonB-dependent receptor	setATCH195	PDB	2.49188484806765	1.25166205176219	0.000139382285970982
DDA3937_RS10375	DDA3937_RS10375	oligopeptide ABC transporter substrate-binding protein OppA	setATCH195	PDB	3.29597063376879	1.06643516397241	2.24214635945237e-32
DDA3937_RS13385	DDA3937_RS13385	flagella biosynthesis chaperone FliJ	setATCH195	PDB	1.21718006395878	2.76631748812769	0.0027224740363593
DDA3937_RS14380	DDA3937_RS14380	acetate kinase	setATCH195	PDB	2.80864232894399	3.24064042525086	0.00688465116654946
DDA3937_RS20830	DDA3937_RS20830	ABC transporter ATP-binding protein	setATCH195	PDB	2.49053188778745	1.53892647910058	0.00716360055102293
DDA3937_RS09310	DDA3937_RS09310	oxidoreductase	setATCH196	PDB	1.09093948652799	2.34362484210773	0.00176786638531732
DDA3937_RS14380	DDA3937_RS14380	acetate kinase	setATCH196	PDB	2.99445790537015	3.23574786579097	0.000917728793897435
DDA3937_RS14440	DDA3937_RS14440	colicin V production protein	setATCH196	PDB	-1.18293487867551	1.37401428192254	2.93998556310515e-05
DDA3937_RS18665	DDA3937_RS18665	GDP-mannose 4,6-dehydratase	setATCH196	PDB	1.35480984024379	1.005459910662	0.000115181150743138
DDA3937_RS20305	DDA3937_RS20305	Sec-independent protein translocase subunit TatC	setATCH196	PDB	1.45732966747999	1.19267516626299	0.00899495133864435
DDA3937_RS21960	DDA3937_RS21960	helix-turn-helix transcriptional regulator	setATCH196	PDB	1.46345592956407	2.33208642021223	0.000215840518013975
DDA3937_RS00050	DDA3937_RS00050	ribokinase	setATCH197	M9	2.19874691040332	2.65219510708741	1.63340358459862e-09
