"Var1","Freq","desc","COG","group"
"DZA65_RS06895",18,"Tol-Pal system protein TolQ","intracellular trafficking, secretion, and vesicular transport","group_02216"
"DZA65_RS06985",4,"galactose-1-phosphate uridylyltransferase","carbohydrate transport and metabolism","group_01019"
"DZA65_RS06990",16,"UDP-glucose 4-epimerase GalE","cell wall/membrane/envelope biogenesis","group_01129"
"DZA65_RS07110",3,"dTDP-glucose 4,6-dehydratase","cell wall/membrane/envelope biogenesis","group_01030"
"DZA65_RS07125",8,"dTDP-4-dehydrorhamnose reductase","cell wall/membrane/envelope biogenesis","group_02170"
"DZA65_RS09015",1,"molybdopterin synthase sulfur carrier subunit","coenzyme transport and metabolism","group_03204"
"DZA65_RS09455",13,"DUF3413 domain-containing protein","cell wall/membrane/envelope biogenesis","group_00270"
"DZA65_RS09570",1,"1-phosphofructokinase","carbohydrate transport and metabolism","group_01410"
"DZA65_RS09910",6,"thioredoxin-disulfide reductase","postranslational modification, protein turnover, chaperones","group_01352"
"DZA65_RS09970",1,"pyruvate formate lyase 1-activating protein","postranslational modification, protein turnover, chaperones","group_01832"
"DZA65_RS10050",1,"histidinol-phosphate transaminase","amino acid transport and metabolism","group_01174"
"DZA65_RS10485",13,"membrane protein","function unknown","group_02906"
"DZA65_RS10550",1,"murein DD-endopeptidase MepM","cell wall/membrane/envelope biogenesis","group_00573"
"DZA65_RS10585",18,"bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase","carbohydrate transport and metabolism","group_02271"
"DZA65_RS10810",17,"formyltetrahydrofolate deformylase","nucleotide transport and metabolism","group_01662"
"DZA65_RS10825",1,"two-component system response regulator RssB",NA,"group_03579"
"DZA65_RS10905",18,"TonB system transport protein TonB","cell wall/membrane/envelope biogenesis","group_02859"
"DZA65_RS10915",18,"septation protein A","cell cycle control, cell division, chromosome partitioning","group_02534"
"DZA65_RS10940",9,"tryptophan synthase subunit alpha","amino acid transport and metabolism","group_01824"
"DZA65_RS10945",10,"tryptophan synthase subunit beta","amino acid transport and metabolism","group_00861"
"DZA65_RS10950",7,"bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF","amino acid transport and metabolism","group_00740"
"DZA65_RS10955",5,"anthranilate phosphoribosyltransferase","amino acid transport and metabolism","group_01328"
"DZA65_RS10960",1,"C26 family cysteine hydrolase domain-containing family","coenzyme transport and metabolism","group_02389"
"DZA65_RS10965",10,"anthranilate synthase component 1","coenzyme transport and metabolism","group_00410"
"DZA65_RS11020",8,"HTH-type transcriptional regulator CysB","transcription","group_01314"
"DZA65_RS11120",3,"mannose-6-phosphate isomerase","none","group_00938"
"DZA65_RS11360",4,"fumarate/nitrate reduction transcriptional regulator Fnr","signal transduction mechanisms","group_01960"
"DZA65_RS11435",1,"redox-regulated ATPase YchF","translation, ribosomal structure, and biogenesis","group_01051"
"DZA65_RS11655",11,"TerC family protein","inorganic ion transport and metabolism","group_00532"
"DZA65_RS11715",3,"5-dehydro-4-deoxy-D-glucuronate isomerase","carbohydrate transport and metabolism","group_01693"
"DZA65_RS11720",18,"2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase KduD","secondary metabolites biosynthesis, transport, and catabolism","group_01938"
"DZA65_RS11830",1,"DNA-binding transcriptional regulator KdgR","transcription","group_01912"
"DZA65_RS11865",15,"tRNA 2-thiouridine(34) synthase MnmA","translation, ribosomal structure, and biogenesis","group_00956"
"DZA65_RS12020",8,"ribonuclease toxin immunity protein CdiI",NA,NA
"DZA65_RS12505",18,"carboxy terminal-processing peptidase","postranslational modification, protein turnover, chaperones","group_00195"
"DZA65_RS12945",1,"phage shock protein PspA","transcription","group_02416"
"DZA65_RS13030",12,"orotidine-5'-phosphate decarboxylase","nucleotide transport and metabolism","group_02019"
"DZA65_RS13085",4,"pyridoxamine 5'-phosphate oxidase","none","group_02149"
"DZA65_RS13105",1,"transcriptional regulator SlyA","transcription","group_02767"
"DZA65_RS13330",12,"AI-2E family transporter YdiK","general function prediction only","group_01205"
"DZA65_RS13390",16,"quinone-dependent dihydroorotate dehydrogenase","nucleotide transport and metabolism","group_01246"
"DZA65_RS13485",1,"endopeptidase","none","group_02620"
"DZA65_RS13570",1,"glycine zipper 2TM domain-containing protein","function unknown","group_02812"
"DZA65_RS13645",2,"beta-ketoacyl-ACP synthase II","secondary metabolites biosynthesis, transport, and catabolism","group_00836"
"DZA65_RS13700",1,"ribonuclease E","translation, ribosomal structure, and biogenesis","group_00119"
"DZA65_RS13710",16,"dihydroorotase","nucleotide transport and metabolism","group_01145"
"DZA65_RS13750",18,"glucans biosynthesis glucosyltransferase MdoH","cell wall/membrane/envelope biogenesis","group_00097"
"DZA65_RS13755",18,"glucan biosynthesis protein G","cell wall/membrane/envelope biogenesis","group_00352"
"DZA65_RS13875",9,"flagellar filament capping protein FliD","cell motility","group_01680"
"DZA65_RS13880",5,"flagellar export chaperone FliS","intracellular trafficking, secretion, and vesicular transport","group_02865"
"DZA65_RS15280",7,"acetate kinase","energy production and conversions","group_00857"
"DZA65_RS15285",5,"phosphate acetyltransferase","energy production and conversions","group_00166"
"DZA65_RS15335",10,"amidophosphoribosyltransferase","nucleotide transport and metabolism","group_00412"
"DZA65_RS15370",10,"tRNA pseudouridine(38-40) synthase TruA","translation, ribosomal structure, and biogenesis","group_01689"
"DZA65_RS15515",3,"phospholipid-binding lipoprotein MlaA","cell wall/membrane/envelope biogenesis","group_01899"
"DZA65_RS15520",10,"tRNA-Arg",NA,NA
"DZA65_RS15555",1,"iron-enterobactin ABC transporter permease","inorganic ion transport and metabolism","group_01442"
"DZA65_RS15580",1,"enterochelin esterase","inorganic ion transport and metabolism","group_00752"
"DZA65_RS15990",5,"5-(carboxyamino)imidazole ribonucleotide mutase","nucleotide transport and metabolism","group_02659"
"DZA65_RS15995",17,"5-(carboxyamino)imidazole ribonucleotide synthase","nucleotide transport and metabolism","group_01064"
"DZA65_RS16045",1,"polyphosphate kinase 1","inorganic ion transport and metabolism","group_00176"
"DZA65_RS16610",18,"IMP dehydrogenase","nucleotide transport and metabolism","group_00559"
"DZA65_RS16705",1,"co-chaperone HscB","postranslational modification, protein turnover, chaperones","group_02629"
"DZA65_RS16830",17,"phosphoribosylformylglycinamidine synthase","nucleotide transport and metabolism","group_00028"
"DZA65_RS16910",1,"elongation factor 4","translation, ribosomal structure, and biogenesis","group_00256"
"DZA65_RS16960",1,"tRNA-Ala",NA,NA
"DZA65_RS17145",1,"polynucleotide adenylyltransferase PcnB","translation, ribosomal structure, and biogenesis","group_00564"
"DZA65_RS17270",1,"murein transglycosylase D","cell wall/membrane/envelope biogenesis","group_00595"
"DZA65_RS17345",5,"bifunctional chorismate mutase/prephenate dehydratase","amino acid transport and metabolism","group_00967"
"DZA65_RS18020",6,"RNA polymerase sigma factor RpoS","transcription","group_01363"
"DZA65_RS18080",1,"phosphoadenylyl-sulfate reductase","coenzyme transport and metabolism","group_01965"
"DZA65_RS18085",2,"assimilatory sulfite reductase (NADPH) hemoprotein subunit","inorganic ion transport and metabolism","group_00277"
"DZA65_RS18310",1,"HlyC/CorC family transporter","general function prediction only","group_00777"
"DZA65_RS18320",7,"3'(2'),5'-bisphosphate nucleotidase CysQ","inorganic ion transport and metabolism","group_02207"
"DZA65_RS18550",11,"diaminopimelate decarboxylase","amino acid transport and metabolism","group_00775"
"DZA65_RS18650",17,"alanine racemase","cell wall/membrane/envelope biogenesis","group_01156"
"DZA65_RS19175",3,"catabolite repressor/activator","transcription","group_01240"
"DZA65_RS19200",6,"2-isopropylmalate synthase","amino acid transport and metabolism","group_00407"
"DZA65_RS19205",9,"3-isopropylmalate dehydrogenase","energy production and conversions","group_01047"
"DZA65_RS19210",14,"3-isopropylmalate dehydratase large subunit","amino acid transport and metabolism","group_00578"
"DZA65_RS19215",8,"3-isopropylmalate dehydratase small subunit","amino acid transport and metabolism","group_02316"
"DZA65_RS19290",1,"hypothetical protein","none","group_02472"
"DZA65_RS19350",4,"bis(5'-nucleosyl)-tetraphosphatase (symmetrical)","signal transduction mechanisms","group_01648"
"DZA65_RS19380",8,"carbamoyl-phosphate synthase large subunit","nucleotide transport and metabolism","group_00045"
"DZA65_RS19385",7,"glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit","nucleotide transport and metabolism","group_00923"
"DZA65_RS19475",7,"threonine synthase","amino acid transport and metabolism","group_00763"
"DZA65_RS19480",1,"homoserine kinase","amino acid transport and metabolism","group_01367"
"DZA65_RS19485",1,"bifunctional aspartate kinase/homoserine dehydrogenase I","amino acid transport and metabolism","group_00110"
"DZA65_RS19540",18,"phosphoglycerate dehydrogenase","general function prediction only","group_00830"
"DZA65_RS19620",1,"deoxyribonuclease I","replication, recombination, and repair","group_02138"
"DZA65_RS19720",3,"mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase","cell wall/membrane/envelope biogenesis","group_00544"
"DZA65_RS19725",3,"phosphomannomutase/phosphoglucomutase","carbohydrate transport and metabolism","group_00629"
"DZA65_RS19730",5,"GDP-mannose 4,6-dehydratase","cell wall/membrane/envelope biogenesis","group_00977"
"DZA65_RS19735",3,"ABC transporter permease","cell wall/membrane/envelope biogenesis","group_01971"
"DZA65_RS19740",11,"ABC transporter ATP-binding protein","cell wall/membrane/envelope biogenesis","group_02104"
"DZA65_RS19745",12,"GDP-L-fucose synthase","cell wall/membrane/envelope biogenesis","group_01353"
"DZA65_RS19750",6,"hypothetical protein","cell wall/membrane/envelope biogenesis","group_00884"
"DZA65_RS19755",2,"glycosyltransferase","cell wall/membrane/envelope biogenesis","group_01025"
"DZA65_RS20220",3,"glucose-6-phosphate isomerase","carbohydrate transport and metabolism","group_00314"
"DZA65_RS20355",2,"Trk system potassium transporter TrkA","inorganic ion transport and metabolism","group_00637"
"DZA65_RS20550",1,"sulfurtransferase complex subunit TusC","inorganic ion transport and metabolism","group_02961"
"DZA65_RS21075",1,"magnesium/cobalt transporter CorA","inorganic ion transport and metabolism","group_01438"
"DZA65_RS21080",1,"DNA helicase II","replication, recombination, and repair","group_00146"
"DZA65_RS21115",1,"class I adenylate cyclase","nucleotide transport and metabolism","group_00081"
"DZA65_RS21265",1,"thioredoxin TrxA","none","group_02979"
"DZA65_RS21270",10,"ATP-dependent RNA helicase RhlB","replication, recombination, and repair","group_00832"
"DZA65_RS21275",4,"guanosine-5'-triphosphate,3'-diphosphate diphosphatase","signal transduction mechanisms","group_00469"
"DZA65_RS21310",4,"ketol-acid reductoisomerase","coenzyme transport and metabolism","group_00475"
"DZA65_RS21330",1,"threonine ammonia-lyase, biosynthetic","amino acid transport and metabolism","group_00428"
"DZA65_RS21335",4,"dihydroxy-acid dehydratase","carbohydrate transport and metabolism","group_00242"
"DZA65_RS21420",14,"glutamate racemase","cell wall/membrane/envelope biogenesis","group_01703"
"DZA65_RS21445",2,"Si-specific NAD(P)(+) transhydrogenase","energy production and conversions","group_00531"
"DZA65_RS21470",1,"cystathionine gamma-synthase","amino acid transport and metabolism","group_00959"
"DZA65_RS21510",2,"1,4-dihydroxy-2-naphthoate polyprenyltransferase","coenzyme transport and metabolism","group_01617"
"DZA65_RS21610",6,"envelope stress response regulator transcription factor CpxR","transcription","group_02139"
"DZA65_RS21755",4,"cell division protein FtsX","cell cycle control, cell division, chromosome partitioning","group_01645"
"DZA65_RS21760",1,"cell division ATP-binding protein FtsE","cell cycle control, cell division, chromosome partitioning","group_02203"
"DZA65_RS21825",11,"sugar kinase","carbohydrate transport and metabolism","group_01517"
"DZA65_RS22005",15,"inorganic phosphate transporter PitA","none","group_00546"
"DZA65_RS22195",13,"ribosome-dependent GTPase TypA","signal transduction mechanisms","group_00244"
"DZA65_RS22210",5,"nitrogen regulation protein NR(I)","signal transduction mechanisms","group_00527"
"DZA65_RS22240",6,"thiol:disulfide interchange protein DsbA","none","group_02319"
"DZA65_RS22290",2,"substrate-binding domain-containing protein","transcription","group_01280"
"DZA65_RS22360",4,"tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","translation, ribosomal structure, and biogenesis","group_00225"
"DZA65_RS22640",1,"4-amino-4-deoxy-L-arabinose-phospho-UDP flippase","none","group_02926"
"DZA65_RS22695",2,"tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE","translation, ribosomal structure, and biogenesis","group_00681"
"DZA65_RS22775",1,"hypothetical protein","none","group_03819"
