"Var1","Freq","desc","COG","group"
"DDA3937_RS01650",1,"ClpXP protease specificity-enhancing factor","general function prediction only","group_02658"
"DDA3937_RS01685",1,"monofunctional biosynthetic peptidoglycan transglycosylase","none","group_02049"
"DDA3937_RS01700",6,"DnaA initiator-associating protein DiaA","carbohydrate transport and metabolism","group_02398"
"DDA3937_RS01715",2,"16S rRNA (cytidine(1402)-2'-O)-methyltransferase","translation, ribosomal structure, and biogenesis","group_01666"
"DDA3937_RS01755",5,"3',5'-cyclic-AMP phosphodiesterase","signal transduction mechanisms","group_01723"
"DDA3937_RS01770",3,"LysR family transcriptional regulator","transcription","group_00013"
"DDA3937_RS01775",4,"NAD(P)H-dependent oxidoreductase","general function prediction only","group_02342"
"DDA3937_RS01790",1,"cell division protein FtsP","inorganic ion transport and metabolism","group_00522"
"DDA3937_RS01820",2,"tol-pal system-associated acyl-CoA thioesterase","intracellular trafficking, secretion, and vesicular transport","group_02148"
"DDA3937_RS01925",1,"aspartate carbamoyltransferase","nucleotide transport and metabolism","group_01481"
"DDA3937_RS02020",1,"DEAD/DEAH box helicase",NA,NA
"DDA3937_RS02415",1,"multifunctional transcriptional regulator/nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase NadR","coenzyme transport and metabolism","group_00705"
"DDA3937_RS02430",2,"YtjB family periplasmic protein","function unknown","group_02335"
"DDA3937_RS02515",3,"alkyl hydroperoxide reductase subunit C","defense mechanisms","group_02456"
"DDA3937_RS02545",6,"heavy metal translocating P-type ATPase","inorganic ion transport and metabolism","group_03341"
"DDA3937_RS02595",1,"glycosyltransferase","none","group_01354"
"DDA3937_RS02650",1,"GNAT family N-acetyltransferase","none","group_03432"
"DDA3937_RS02660",2,"RNA-directed DNA polymerase",NA,NA
"DDA3937_RS02705",3,"protein-disulfide reductase DsbD","postranslational modification, protein turnover, chaperones","group_00332"
"DDA3937_RS02720",3,"aspartate ammonia-lyase","amino acid transport and metabolism","group_00516"
"DDA3937_RS02765",6,"zinc uptake transcriptional repressor Zur","inorganic ion transport and metabolism","group_02565"
"DDA3937_RS02865",1,"transcriptional regulator UhpA","transcription","group_02420"
"DDA3937_RS02875",1,"MFS transporter","carbohydrate transport and metabolism","group_00655"
"DDA3937_RS02880",2,"hexose-6-phosphate:phosphate antiporter","carbohydrate transport and metabolism","group_00626"
"DDA3937_RS02885",1,"ATP-independent periplasmic protein-refolding chaperone","postranslational modification, protein turnover, chaperones","group_02853"
"DDA3937_RS03080",3,"tRNA pseudouridine(55) synthase TruB","translation, ribosomal structure, and biogenesis","group_01454"
"DDA3937_RS03095",6,"lipoprotein NlpI","cell wall/membrane/envelope biogenesis","group_01514"
"DDA3937_RS03410",6,"polysaccharide biosynthesis protein","postranslational modification, protein turnover, chaperones","group_00261"
"DDA3937_RS03565",3,"MarR family transcriptional regulator","transcription","group_02784"
"DDA3937_RS04215",1,"phage tail protein","none","group_03782"
"DDA3937_RS04220",4,"hypothetical protein","none","group_03759"
"DDA3937_RS04225",3,"DUF2586 domain-containing protein","none","group_03730"
"DDA3937_RS04230",1,"DUF2597 family protein","none","group_03784"
"DDA3937_RS04235",3,"phage holin family protein","none","group_03801"
"DDA3937_RS04320",1,"outer membrane protein assembly factor BamE","cell wall/membrane/envelope biogenesis","group_02971"
"DDA3937_RS04340",6,"Nramp family divalent metal transporter","inorganic ion transport and metabolism","group_00972"
"DDA3937_RS04420",2,"Dyp-type peroxidase","inorganic ion transport and metabolism","group_01500"
"DDA3937_RS04480",5,"phosphoenolpyruvate-protein phosphotransferase PtsI","carbohydrate transport and metabolism","group_00317"
"DDA3937_RS04540",6,"fumarate hydratase","energy production and conversions","group_00323"
"DDA3937_RS04635",3,"multidrug efflux MFS transporter","carbohydrate transport and metabolism","group_01020"
"DDA3937_RS04655",1,"NADPH-dependent 7-cyano-7-deazaguanine reductase QueF","translation, ribosomal structure, and biogenesis","group_01601"
"DDA3937_RS04705",1,"SDR family oxidoreductase","secondary metabolites biosynthesis, transport, and catabolism","group_01128"
"DDA3937_RS04845",1,"helix-turn-helix transcriptional regulator","none","group_03114"
"DDA3937_RS04945",1,"RNA pyrophosphohydrolase","defense mechanisms","group_02466"
"DDA3937_RS04950",1,"phosphoenolpyruvate--protein phosphotransferase","signal transduction mechanisms","group_00149"
"DDA3937_RS05050",1,"transcriptional regulator GcvA","transcription","group_01443"
"DDA3937_RS05150",2,"sigma E protease regulator RseP","none","group_00659"
"DDA3937_RS05265",1,"ornithine cyclodeaminase family protein",NA,NA
"DDA3937_RS05465",1,"tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA","translation, ribosomal structure, and biogenesis","group_01167"
"DDA3937_RS05640",3,"ATP-dependent Clp endopeptidase proteolytic subunit ClpP","postranslational modification, protein turnover, chaperones","group_02293"
"DDA3937_RS05645",3,"ATP-dependent protease ATP-binding subunit ClpX","postranslational modification, protein turnover, chaperones","group_00742"
"DDA3937_RS05660",3,"peptidylprolyl isomerase","postranslational modification, protein turnover, chaperones","group_00363"
"DDA3937_RS06025",5,"phosphoribosylformylglycinamidine cyclo-ligase","nucleotide transport and metabolism","group_01110"
"DDA3937_RS06050",1,"M48 family metallopeptidase","general function prediction only","group_00574"
"DDA3937_RS06075",1,"phosphoribosylaminoimidazolesuccinocarboxamide synthase","nucleotide transport and metabolism","group_02061"
"DDA3937_RS06235",6,"CNNM family magnesium/cobalt transport protein CorC","inorganic ion transport and metabolism","group_01637"
"DDA3937_RS06295",4,"asparagine synthase B",NA,NA
"DDA3937_RS06300",1,"ROK family protein",NA,NA
"DDA3937_RS06350",2,"replication initiation negative regulator SeqA","replication, recombination, and repair","group_02614"
"DDA3937_RS06355",5,"alpha-D-glucose phosphate-specific phosphoglucomutase","carbohydrate transport and metabolism","group_00327"
"DDA3937_RS06445",3,"succinate dehydrogenase membrane anchor subunit","energy production and conversions","group_03006"
"DDA3937_RS06450",6,"succinate dehydrogenase flavoprotein subunit","energy production and conversions","group_00243"
"DDA3937_RS06525",1,"cell division protein CpoB","general function prediction only","group_02639"
"DDA3937_RS06540",1,"DUF554 domain-containing protein","function unknown","group_02205"
"DDA3937_RS06625",5,"molybdenum-dependent transcriptional regulator","transcription","group_02005"
"DDA3937_RS06655",3,"6-phosphogluconolactonase","carbohydrate transport and metabolism","group_01774"
"DDA3937_RS06685",2,"iron-sulfur cluster carrier protein ApbC","cell cycle control, cell division, chromosome partitioning","group_01037"
"DDA3937_RS06690",3,"uridine kinase","nucleotide transport and metabolism","group_02284"
"DDA3937_RS06705",6,"TerC family protein","inorganic ion transport and metabolism","group_00414"
"DDA3937_RS06760",1,"EpsG family protein",NA,NA
"DDA3937_RS06805",3,"NADP-dependent phosphogluconate dehydrogenase","carbohydrate transport and metabolism","group_00594"
"DDA3937_RS07305",1,"MarR family transcriptional regulator","transcription","group_02908"
"DDA3937_RS07310",1,"efflux RND transporter periplasmic adaptor subunit","defense mechanisms","group_01112"
"DDA3937_RS07580",1,"DUF3916 domain-containing protein","none","group_03424"
"DDA3937_RS07605",1,"phosphonate C-P lyase system protein PhnH","inorganic ion transport and metabolism","group_02408"
"DDA3937_RS07715",6,"TonB-dependent receptor","inorganic ion transport and metabolism","group_00171"
"DDA3937_RS07750",3,"iron-siderophore ABC transporter substrate-binding protein","inorganic ion transport and metabolism","group_01616"
"DDA3937_RS07760",3,"iron ABC transporter permease","inorganic ion transport and metabolism","group_01449"
"DDA3937_RS07765",2,"ABC transporter ATP-binding protein","inorganic ion transport and metabolism","group_01942"
"DDA3937_RS07960",2,"DUF2076 domain-containing protein","function unknown","group_02381"
"DDA3937_RS08030",1,"ABC transporter substrate-binding protein","amino acid transport and metabolism","group_00448"
"DDA3937_RS08065",1,"alpha/beta hydrolase",NA,NA
"DDA3937_RS08155",1,"metal ABC transporter substrate-binding protein","inorganic ion transport and metabolism","group_01557"
"DDA3937_RS08440",1,"DUF3168 domain-containing protein","none","group_03005"
"DDA3937_RS08470",3,"molybdopterin-synthase adenylyltransferase MoeB","coenzyme transport and metabolism","group_01967"
"DDA3937_RS08480",3,"NAD-dependent malic enzyme","energy production and conversions","group_00300"
"DDA3937_RS08775",1,"DNA-binding protein YbiB","amino acid transport and metabolism","group_01400"
"DDA3937_RS08895",1,"ABC transporter ATP-binding protein","cell wall/membrane/envelope biogenesis","group_02313"
"DDA3937_RS09030",1,"hypothetical protein",NA,NA
"DDA3937_RS09380",5,"outer membrane permeability protein SanA","cell wall/membrane/envelope biogenesis","group_01980"
"DDA3937_RS09460",1,"spermidine/putrescine ABC transporter substrate-binding protein PotF","amino acid transport and metabolism","group_00990"
"DDA3937_RS09465",1,"putrescine ABC transporter ATP-binding subunit PotG","amino acid transport and metabolism","group_01009"
"DDA3937_RS09500",1,"arginine ABC transporter permease ArtM","amino acid transport and metabolism","group_02394"
"DDA3937_RS09505",5,"arginine ABC transporter permease ArtQ","amino acid transport and metabolism","group_02178"
"DDA3937_RS09515",3,"arginine ABC transporter ATP-binding protein ArtP","amino acid transport and metabolism","group_02081"
"DDA3937_RS09585",2,"thioredoxin-disulfide reductase","postranslational modification, protein turnover, chaperones","group_01352"
"DDA3937_RS09670",2,"3-phosphoserine/phosphohydroxythreonine transaminase","coenzyme transport and metabolism","group_01070"
"DDA3937_RS09745",1,"SDR family oxidoreductase","cell wall/membrane/envelope biogenesis","group_01756"
"DDA3937_RS09815",1,"APC family permease","amino acid transport and metabolism","group_00675"
"DDA3937_RS09825",2,"DUF496 family protein","function unknown","group_02996"
"DDA3937_RS09995",4,"ribosomal protein S5-alanine N-acetyltransferase","translation, ribosomal structure, and biogenesis","group_02309"
"DDA3937_RS10045",3,"MAPEG family protein","function unknown","group_02906"
"DDA3937_RS10100",1,"zinc ABC transporter substrate-binding protein ZnuA","inorganic ion transport and metabolism","group_01618"
"DDA3937_RS10130",3,"MurR/RpiR family transcriptional regulator","transcription","group_01687"
"DDA3937_RS10135",2,"glucose-6-phosphate dehydrogenase","carbohydrate transport and metabolism","group_00434"
"DDA3937_RS10290",1,"signal peptide peptidase SppA","postranslational modification, protein turnover, chaperones","group_00259"
"DDA3937_RS10375",6,"oligopeptide ABC transporter substrate-binding protein OppA","amino acid transport and metabolism","group_00341"
"DDA3937_RS10380",6,"oligopeptide ABC transporter permease OppB","inorganic ion transport and metabolism","group_01532"
"DDA3937_RS10385",6,"oligopeptide ABC transporter permease OppC","inorganic ion transport and metabolism","group_01629"
"DDA3937_RS10390",6,"ABC transporter ATP-binding protein","inorganic ion transport and metabolism","group_01327"
"DDA3937_RS10395",6,"murein tripeptide/oligopeptide ABC transporter ATP binding protein OppF","amino acid transport and metabolism","group_01237"
"DDA3937_RS10460",3,"tryptophan synthase subunit alpha","amino acid transport and metabolism","group_01824"
"DDA3937_RS10465",3,"tryptophan synthase subunit beta","amino acid transport and metabolism","group_00861"
"DDA3937_RS10470",3,"bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF","amino acid transport and metabolism","group_00740"
"DDA3937_RS10475",3,"anthranilate phosphoribosyltransferase","amino acid transport and metabolism","group_01328"
"DDA3937_RS10485",3,"anthranilate synthase component 1","coenzyme transport and metabolism","group_00410"
"DDA3937_RS10515",4,"protease SohB","postranslational modification, protein turnover, chaperones","group_01466"
"DDA3937_RS10715",1,"GNAT family N-acetyltransferase",NA,NA
"DDA3937_RS10735",1,"dicarboxylate transporter/tellurite-resistance protein TehA","defense mechanisms","group_03379"
"DDA3937_RS10980",3,"tetratricopeptide repeat-containing protein","signal transduction mechanisms","group_01839"
"DDA3937_RS11180",2,"fatty acid metabolism transcriptional regulator FadR","transcription","group_02091"
"DDA3937_RS11445",3,"DNA-binding transcriptional regulator KdgR","transcription","group_01912"
"DDA3937_RS11500",1,"two-component system response regulator PhoP","transcription","group_02188"
"DDA3937_RS11505",5,"two-component system sensor histidine kinase PhoQ","signal transduction mechanisms","group_00505"
"DDA3937_RS11715",1,"hypothetical protein",NA,NA
"DDA3937_RS11850",1,"DUF1852 domain-containing protein","none","group_01636"
"DDA3937_RS11855",1,"methionine synthase","amino acid transport and metabolism","group_01253"
"DDA3937_RS11965",6,"carboxy terminal-processing peptidase","postranslational modification, protein turnover, chaperones","group_00195"
"DDA3937_RS11970",3,"RNA chaperone ProQ","signal transduction mechanisms","group_02573"
"DDA3937_RS12230",6,"two-component system response regulator RstA","transcription","group_02048"
"DDA3937_RS12235",6,"two-component system sensor histidine kinase RstB","signal transduction mechanisms","group_00671"
"DDA3937_RS12490",3,"exoribonuclease II","transcription","group_00202"
"DDA3937_RS12510",1,"L-ribulose-5-phosphate 4-epimerase","carbohydrate transport and metabolism","group_02054"
"DDA3937_RS12525",2,"orotidine-5'-phosphate decarboxylase","nucleotide transport and metabolism","group_02019"
"DDA3937_RS12595",1,"transcriptional regulator SlyA","transcription","group_02767"
"DDA3937_RS12610",2,"Grx4 family monothiol glutaredoxin","postranslational modification, protein turnover, chaperones","group_02965"
"DDA3937_RS12690",1,"type II secretion system F family protein","intracellular trafficking, secretion, and vesicular transport","group_01437"
"DDA3937_RS12855",6,"quinone-dependent dihydroorotate dehydrogenase","nucleotide transport and metabolism","group_01246"
"DDA3937_RS12885",3,"aminopeptidase N","amino acid transport and metabolism","group_00086"
"DDA3937_RS12890",6,"nicotinate phosphoribosyltransferase","coenzyme transport and metabolism","group_00835"
"DDA3937_RS12925",1,"YcbK family protein","function unknown","group_02486"
"DDA3937_RS13070",1,"purine nucleoside phosphoramidase","nucleotide transport and metabolism","group_02937"
"DDA3937_RS13145",3,"23S rRNA accumulation protein YceD","function unknown","group_02576"
"DDA3937_RS13170",5,"dihydroorotase","nucleotide transport and metabolism","group_01145"
"DDA3937_RS13240",1,"GhoT/OrtT family toxin","none","group_03282"
"DDA3937_RS13345",1,"flagellar filament capping protein FliD","cell motility","group_01680"
"DDA3937_RS13560",1,"flagellar transcriptional regulator FlhC","none","group_02399"
"DDA3937_RS13615",1,"phage holin family protein","none","group_03077"
"DDA3937_RS14080",1,"uroporphyrinogen-III C-methyltransferase","coenzyme transport and metabolism","group_01760"
"DDA3937_RS14145",5,"formate dehydrogenase accessory protein FdhE","postranslational modification, protein turnover, chaperones","group_01510"
"DDA3937_RS14165",2,"formate dehydrogenase cytochrome b556 subunit","energy production and conversions","group_02260"
"DDA3937_RS14170",4,"formate dehydrogenase subunit beta","energy production and conversions","group_01325"
"DDA3937_RS14175",2,"formate dehydrogenase-N subunit alpha","energy production and conversions","group_00048"
"DDA3937_RS14205",1,"hydrogenase expression/formation protein HypE","postranslational modification, protein turnover, chaperones","group_01264"
"DDA3937_RS14340",1,"transcriptional regulator LrhA","transcription","group_01499"
"DDA3937_RS14380",4,"acetate kinase","energy production and conversions","group_00857"
"DDA3937_RS14435",6,"amidophosphoribosyltransferase","nucleotide transport and metabolism","group_00412"
"DDA3937_RS14440",6,"colicin V production protein","function unknown","group_02663"
"DDA3937_RS14475",6,"4-phosphoerythronate dehydrogenase PdxB","general function prediction only","group_01029"
"DDA3937_RS14595",4,"phosphohistidine phosphatase SixA","signal transduction mechanisms","group_02692"
"DDA3937_RS14615",2,"long-chain fatty acid transporter FadL","lipid transport and metabolism","group_00853"
"DDA3937_RS14625",3,"phospholipid-binding lipoprotein MlaA","cell wall/membrane/envelope biogenesis","group_01899"
"DDA3937_RS14910",6,"beta-galactosidase","carbohydrate transport and metabolism","group_00168"
"DDA3937_RS14925",1,"sugar ABC transporter permease","carbohydrate transport and metabolism","group_00691"
"DDA3937_RS15110",1,"5-(carboxyamino)imidazole ribonucleotide synthase","nucleotide transport and metabolism","group_01064"
"DDA3937_RS15150",4,"polyphosphate kinase 1","inorganic ion transport and metabolism","group_00176"
"DDA3937_RS15155",5,"exopolyphosphatase","signal transduction mechanisms","group_00454"
"DDA3937_RS15275",1,"multidrug transporter subunit MdtD","carbohydrate transport and metabolism","group_00713"
"DDA3937_RS15325",2,"LacI family DNA-binding transcriptional regulator","transcription","group_01463"
"DDA3937_RS15420",3,"IMP dehydrogenase","nucleotide transport and metabolism","group_00559"
"DDA3937_RS15435",1,"hypothetical protein","none","group_02933"
"DDA3937_RS15555",1,"tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ","translation, ribosomal structure, and biogenesis","group_02059"
"DDA3937_RS15570",1,"iron ABC transporter permease","inorganic ion transport and metabolism","group_01299"
"DDA3937_RS15645",1,"two-component system QseEF-associated lipoprotein QseG","none","group_02085"
"DDA3937_RS15655",6,"phosphoribosylformylglycinamidine synthase","nucleotide transport and metabolism","group_00028"
"DDA3937_RS15660",5,"membrane-bound lytic murein transglycosylase MltF","signal transduction mechanisms","group_00503"
"DDA3937_RS15720",4,"pyridoxine 5'-phosphate synthase","coenzyme transport and metabolism","group_02113"
"DDA3937_RS15755",1,"sigma-E factor regulatory protein RseB","signal transduction mechanisms","group_01476"
"DDA3937_RS15765",6,"RNA polymerase sigma factor RpoE","transcription","group_02448"
"DDA3937_RS15985",6,"hypoxanthine phosphoribosyltransferase","nucleotide transport and metabolism","group_02541"
"DDA3937_RS16060",3,"hydroxyacylglutathione hydrolase","general function prediction only","group_01906"
"DDA3937_RS16110",6,"23S rRNA pseudouridine(1911/1915/1917) synthase RluD","translation, ribosomal structure, and biogenesis","group_01317"
"DDA3937_RS16145",1,"DUF2799 domain-containing protein",NA,NA
"DDA3937_RS16665",3,"MurR/RpiR family transcriptional regulator","transcription","group_01828"
"DDA3937_RS16765",1,"multidrug efflux MFS transporter permease subunit EmrB","none","group_00437"
"DDA3937_RS16915",3,"adenylyl-sulfate kinase","inorganic ion transport and metabolism","group_02414"
"DDA3937_RS16940",1,"assimilatory sulfite reductase (NADPH) hemoprotein subunit","inorganic ion transport and metabolism","group_00277"
"DDA3937_RS16945",3,"NADPH-dependent assimilatory sulfite reductase flavoprotein subunit","inorganic ion transport and metabolism","group_00299"
"DDA3937_RS17015",4,"GTP diphosphokinase","transcription","group_00129"
"DDA3937_RS17135",1,"glycerol-3-phosphate 1-O-acyltransferase PlsY","lipid transport and metabolism","group_02264"
"DDA3937_RS17155",6,"translocation/assembly module TamB","intracellular trafficking, secretion, and vesicular transport","group_00040"
"DDA3937_RS17160",6,"outer membrane protein assembly factor","cell wall/membrane/envelope biogenesis","group_00283"
"DDA3937_RS17175",1,"DUF1107 domain-containing protein","none","group_03235"
"DDA3937_RS17180",4,"3'(2'),5'-bisphosphate nucleotidase CysQ","inorganic ion transport and metabolism","group_02207"
"DDA3937_RS17310",2,"YggT family protein","function unknown","group_02558"
"DDA3937_RS17425",1,"diaminopimelate decarboxylase","amino acid transport and metabolism","group_00775"
"DDA3937_RS17545",1,"aspartate/tyrosine/aromatic aminotransferase","amino acid transport and metabolism","group_00921"
"DDA3937_RS17835",4,"D-threonate 4-phosphate dehydrogenase","coenzyme transport and metabolism","group_01377"
"DDA3937_RS18135",6,"siderophore-interacting protein","inorganic ion transport and metabolism","group_01852"
"DDA3937_RS18200",1,"hypothetical protein",NA,NA
"DDA3937_RS18270",2,"Co2+/Mg2+ efflux protein ApaG","inorganic ion transport and metabolism","group_02868"
"DDA3937_RS18275",6,"bis(5'-nucleosyl)-tetraphosphatase (symmetrical) ApaH","signal transduction mechanisms","group_01648"
"DDA3937_RS18280",1,"acyltransferase","cell wall/membrane/envelope biogenesis","group_03386"
"DDA3937_RS18310",1,"glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit","nucleotide transport and metabolism","group_00923"
"DDA3937_RS18385",1,"molybdopterin adenylyltransferase","coenzyme transport and metabolism","group_02393"
"DDA3937_RS18395",1,"transaldolase","carbohydrate transport and metabolism","group_01396"
"DDA3937_RS18445",2,"inosine/xanthosine triphosphatase","nucleotide transport and metabolism","group_02514"
"DDA3937_RS18460",2,"energy-dependent translational throttle protein EttA","general function prediction only","group_00318"
"DDA3937_RS18480",1,"phosphoglycerate dehydrogenase","general function prediction only","group_00830"
"DDA3937_RS18520",1,"erythrose-4-phosphate dehydrogenase","carbohydrate transport and metabolism","group_01177"
"DDA3937_RS18535",4,"biosynthetic arginine decarboxylase","amino acid transport and metabolism","group_00190"
"DDA3937_RS18545",1,"SprT family zinc-dependent metalloprotease","general function prediction only","group_02591"
"DDA3937_RS18550",5,"deoxyribonuclease I","replication, recombination, and repair","group_02138"
"DDA3937_RS18585",1,"adenylosuccinate synthase","nucleotide transport and metabolism","group_00688"
"DDA3937_RS18610",6,"RNA chaperone Hfq","signal transduction mechanisms","group_03194"
"DDA3937_RS18665",3,"GDP-mannose 4,6-dehydratase","cell wall/membrane/envelope biogenesis","group_00977"
"DDA3937_RS18670",5,"ABC transporter permease","cell wall/membrane/envelope biogenesis","group_01971"
"DDA3937_RS18675",2,"ABC transporter ATP-binding protein","cell wall/membrane/envelope biogenesis","group_02104"
"DDA3937_RS18680",3,"GDP-L-fucose synthase","cell wall/membrane/envelope biogenesis","group_01353"
"DDA3937_RS18685",3,"WbeA","cell wall/membrane/envelope biogenesis","group_00884"
"DDA3937_RS18760",1,"MarR family transcriptional regulator","transcription","group_02750"
"DDA3937_RS18845",1,"homocitrate synthase","amino acid transport and metabolism","group_01130"
"DDA3937_RS18955",2,"miniconductance mechanosensitive channel MscM","cell wall/membrane/envelope biogenesis","group_00061"
"DDA3937_RS18960",1,"elongation factor P--(R)-beta-lysine ligase","translation, ribosomal structure, and biogenesis","group_01318"
"DDA3937_RS19015",6,"glucose-6-phosphate isomerase","carbohydrate transport and metabolism","group_00314"
"DDA3937_RS19135",3,"16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB","translation, ribosomal structure, and biogenesis","group_00690"
"DDA3937_RS19140",2,"Trk system potassium transporter TrkA","inorganic ion transport and metabolism","group_00637"
"DDA3937_RS19395",1,"peptidylprolyl isomerase","postranslational modification, protein turnover, chaperones","group_02741"
"DDA3937_RS19605",1,"Hsp33 family molecular chaperone HslO","postranslational modification, protein turnover, chaperones","group_01606"
"DDA3937_RS19615",2,"two-component system sensor histidine kinase EnvZ","signal transduction mechanisms","group_00620"
"DDA3937_RS19635",1,"RNA-binding transcriptional accessory protein","transcription","group_00140"
"DDA3937_RS19640",1,"hypothetical protein",NA,NA
"DDA3937_RS19715",1,"thiosulfate sulfurtransferase GlpE","inorganic ion transport and metabolism","group_03000"
"DDA3937_RS19815",1,"glycerol-3-phosphate transporter","carbohydrate transport and metabolism","group_00599"
"DDA3937_RS19875",3,"magnesium/cobalt transporter CorA","inorganic ion transport and metabolism","group_01438"
"DDA3937_RS19895",2,"DUF484 domain-containing protein","function unknown","group_02195"
"DDA3937_RS19910",1,"iron donor protein CyaY","inorganic ion transport and metabolism","group_03001"
"DDA3937_RS20245",1,"Xaa-Pro dipeptidase","amino acid transport and metabolism","group_00615"
"DDA3937_RS20305",6,"Sec-independent protein translocase subunit TatC","intracellular trafficking, secretion, and vesicular transport","group_02101"
"DDA3937_RS20420",1,"murein hydrolase activator EnvC","cell cycle control, cell division, chromosome partitioning","group_01441"
"DDA3937_RS20455",3,"putative lipopolysaccharide heptosyltransferase III","cell wall/membrane/envelope biogenesis","group_01099"
"DDA3937_RS20470",6,"glycosyltransferase family 9 protein","cell wall/membrane/envelope biogenesis","group_01004"
"DDA3937_RS20535",6,"orotate phosphoribosyltransferase","nucleotide transport and metabolism","group_02337"
"DDA3937_RS20640",1,"LysR family transcriptional regulator","transcription","group_01580"
"DDA3937_RS20815",5,"two-component system sensor histidine kinase VfmI","none","group_00679"
"DDA3937_RS20820",3,"two-component system response regulator VfmH","signal transduction mechanisms","group_00614"
"DDA3937_RS20825",3,"ABC transporter permease","none","group_00116"
"DDA3937_RS20830",4,"ABC transporter ATP-binding protein","cell wall/membrane/envelope biogenesis","group_02161"
"DDA3937_RS20835",3,"AraC family transcriptional regulator VfmE","transcription","group_02401"
"DDA3937_RS21045",6,"ROK family transcriptional regulator",NA,NA
"DDA3937_RS21230",1,"GntR family transcriptional regulator","transcription","group_03753"
"DDA3937_RS21245",6,"glutathione-disulfide reductase","energy production and conversions","group_00612"
"DDA3937_RS21265",6,"oligopeptidase A","amino acid transport and metabolism","group_00188"
"DDA3937_RS21420",3,"4'-phosphopantetheinyl transferase","coenzyme transport and metabolism","group_01920"
"DDA3937_RS21605",3,"tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","translation, ribosomal structure, and biogenesis","group_00225"
"DDA3937_RS21905",1,"restriction endonuclease",NA,NA
"DDA3937_RS21960",2,"helix-turn-helix transcriptional regulator","none","group_03140"
"DDA3937_RS22350",1,"hypothetical protein",NA,NA
"DDA3937_RS22370",1,"His-Xaa-Ser repeat protein HxsA",NA,NA
