Gene ID	Locus Tag	Name	Function	
648183627	Dda3937_01692	Exopolyphosphatase	COG0248	
648183651	Dda3937_02822	Nucleoside permease nupC	COG1972	
648183682	Dda3937_00005	GMP synthetase (glutamine aminotransferase)	COG0519	
648183683	Dda3937_00004	IMP dehydrogenase	COG0516	
648183696	Dda3937_03701	nucleoside diphosphate kinase (EC 2.7.4.6)	COG0105	
648183733	Dda3937_03379	phosphoribosylformyl-glycineamide synthetase	COG0046	
648183779	Dda3937_00497	deoxyguanosine triphosphate triphosphohydrolase	COG0232	
648183781	Dda3937_00498	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	COG0775	
648183805	Dda3937_04072	hypoxanthine phosphoribosyltransferase	COG0634	
648183815	Dda3937_03978	protein involved in ribonucleotide reduction	COG1780	
648183816	Dda3937_03977	ribonucleoside-diphosphate reductase 2, subunit alpha	COG0209	
648183817	Dda3937_03976	ribonucleoside-diphosphate reductase 2, subunit beta, ferritin-like protein	COG0208	
648183931	Dda3937_00931	guanine-xanthine phosphoribosyltransferase	COG0503	
648183947	Dda3937_00917	serine--pyruvate aminotransferase/L-alanine:glyoxylate aminotransferase	COG0075	
648183960	Dda3937_00904	hydantoin permease	COG1953	
648184024	Dda3937_00197	CTP synthase (EC 6.3.4.2)	COG0504	
648184063	Dda3937_00160	2',3'-cyclic-nucleotide 2'-phosphodiesterase	COG0737	
648184085	Dda3937_02604	cytosine deaminase	COG0402	
648184092	Dda3937_02597	dITP/XTP pyrophosphatase	COG0127	
648184197	Dda3937_02624	orotate phosphoribosyltransferase (EC 2.4.2.10)	COG0461	
648184229	Dda3937_02240	GMP reductase	COG0516	
648184233	Dda3937_02236	nucleoside triphosphate pyrophosphohydrolase, marked preference for dGTP	COG1051	
648184299	Dda3937_01389	carbamoyl-phosphate synthase large subunit	COG0458	
648184300	Dda3937_01390	carbamoyl phosphate synthetase small subunit, glutamine amidotransferase	COG0505	
648184302	Dda3937_01392	ribonucleoside hydrolase 3	COG1957	
648184328	Dda3937_00400	hypothetical protein	COG1986	
648184358	Dda3937_00429	Adenylosuccinate synthetase (EC 6.3.4.4)	COG0104	
648184368	Dda3937_00439	putative carbohydrate kinase	COG0063	
648184641	Dda3937_00294	adenylate cyclase	COG3072	
648184652	Dda3937_00284	adenylosuccinate lyase	COG0015	
648184676	Dda3937_00264	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase	COG0248	
648184731	Dda3937_02055	uridine phosphorylase	COG2820	
648184762	Dda3937_03260	deoxyuridinetriphosphatase	COG0756	
648184764	Dda3937_03258	orotate phosphoribosyltransferase (EC 2.4.2.10)	COG0461	
648184836	Dda3937_00974	indigoidine biosynthesis protein	COG2313	
648184914	Dda3937_01048	3-carboxy-cis,cis-muconate cycloisomerase	COG0015	
648184955	Dda3937_01088	Xanthine/uracil/thiamine/ascorbate permease family protein	COG2252	
