Gene ID	Locus Tag	Name	Function	
648183308	Dda3937_02767	transcriptional regulator, Nlp family	COG3423	
648183312	Dda3937_02763	transcriptional regulator, Nlp family	COG3423	
648183317	Dda3937_02760	transcriptional regulator, AlpA family	COG3311	
648183378	Dda3937_01858	LysR family transcriptional regulator	COG0583	
648183399	Dda3937_01838	transcriptional regulator, TetR family	COG1309	
648183410	Dda3937_01828	putative DNA-binding transcriptional regulator with an aminotransferase domain	COG1167	
648183444	Dda3937_00364	putative HTH-type transcriptional regulator lrhA	COG0583	
648183478	Dda3937_02110	transcriptional regulatory protein tctD	COG0745	
648183485	Dda3937_02117	L-rhamnose operon transcriptional activator rhaR	COG2207	
648183492	Dda3937_02124	LysR-family transcriptional regulator	COG0583	
648183568	Dda3937_02397	transcriptional regulator, LysR family	COG0583	
648183569	Dda3937_02396	transcriptional regulator, LacI family	COG1609	
648183590	Dda3937_01659	GntR family transcriptional regulator	COG1802	
648183598	Dda3937_01666	transcriptional regulator, GntR family	COG2188	
648183644	Dda3937_02826	regulator of competence-specific genes	COG3070	
648183657	Dda3937_02816	DNA-binding response regulator in two-component regulatory system with BaeS	COG0745	
648183665	Dda3937_02809	transcriptional regulator, LacI family	COG1609	
648183679	Dda3937_00007	transcriptional regulator, Nlp family	COG3423	
648183710	Dda3937_02374	transcriptional regulator, BadM/Rrf2 family	COG1959	
648183751	Dda3937_03850	RNase III	COG0571	
648183757	Dda3937_03844	RNA polymerase, sigma-24 subunit, RpoE	COG1595	
648183777	Dda3937_02640	regulatory protein for D-galactarate, D-glucarate, and D-glycerate metabolism	COG3835	
648183872	Dda3937_03163	transcriptional regulator, MarR family	COG1846	
648183884	Dda3937_03174	transcriptional regulator, AraC family	COG2207	
648183890	Dda3937_03180	two component transcriptional regulator, LytTR family	COG3279	
648183892	Dda3937_03182	transcriptional regulator, GntR family	COG2188	
648183902	Dda3937_03192	AraC family transcriptional regulator	COG4977	
648183918	Dda3937_00943	transcriptional regulator, AlpA family	COG3311	
648183952	Dda3937_00912	transcriptional regulator, RpiR family	COG1737	
648183959	Dda3937_00905	GntR family transcriptional regulator	COG1802	
648183962	Dda3937_00902	GntR family transcriptional regulator	COG1802	
648183971	Dda3937_00894	DNA-binding transcriptional repressor of microcin B17 synthesis and multidrug efflux	COG1846	
648183997	Dda3937_03911	RNA polymerase, sigma 38 subunit, RpoS	COG0568	
648184026	Dda3937_00195	GTP pyrophosphokinase/Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase	COG0317	
648184080	Dda3937_02609	RNAse R (EC 3.1.-.-)	COG0557	
648184081	Dda3937_02608	transcriptional regulator, BadM/Rrf2 family	COG1959	
648184104	Dda3937_02586	transcriptional regulator, LacI family	COG1609	
648184108	Dda3937_02583	DNA-binding transcriptional repressor	COG2186	
648184113	Dda3937_02578	transcriptional regulator, LacI family	COG1609	
648184115	Dda3937_04075	DNA-binding transcriptional dual regulator	COG0583	
648184121	Dda3937_04081	2-aminoethylphosphonate uptake and metabolism regulator	COG2188	
648184137	Dda3937_03450	AsnC family transcriptional regulator	COG1522	
648184177	Dda3937_03076	transcriptional regulator, LacI family	COG1609	
648184199	Dda3937_02626	transcriptional regulator, DeoR family	COG1349	
648184214	Dda3937_03093	transcriptional regulator, AraC family	COG2207	
648184220	Dda3937_03099	DNA-binding transcriptional dual regulator	COG2186	
648184255	Dda3937_02450	transcriptional regulator, LacI family	COG1609	
648184266	Dda3937_01356	SgrR, sugar-phosphate stress, transcriptional activator of SgrS small RNA	COG4533	
648184284	Dda3937_01374	RNA polymerase-associated helicase protein (ATPase and RNA polymerase recycling factor)	COG0553	
648184309	Dda3937_00382	DNA-binding transcriptional activator	COG0583	
648184324	Dda3937_00396	DNA-binding response regulator in two-component regulatory system with ArcB or CpxA	COG0745	
648184326	Dda3937_00398	DNA-binding transcriptional activator	COG2207	
648184329	Dda3937_00401	Trp operon repressor	COG2973	
648184334	Dda3937_00405	transcriptional regulator, LysR family	COG0583	
648184338	Dda3937_00409	DNA-binding transcriptional activator, replication initiation inhibitor	COG0583	
648184340	Dda3937_00411	transcriptional regulator, IclR family	COG1414	
648184354	Dda3937_00425	putative transcriptional regulator	COG1678	
648184355	Dda3937_00426	putative Holliday junction resolvase	COG0816	
648184393	Dda3937_00462	transcriptional regulator, MarR family	COG1846	
648184398	Dda3937_02185	Regulatory protein (induces abgABT, used to catabolize p-aminobenzoyl-glutamate)	COG0583	
648184404	Dda3937_02180	Mo/Fe-nitrogenase-specific transcriptional regulator NifA	COG3604	
648184455	Dda3937_02130	transcriptional regulator, IclR family	COG1414	
648184480	Dda3937_01515	DNA-directed RNA polymerase subunit alpha	COG0202	
648184516	Dda3937_00524	putative DNA-binding transcriptional regulator	COG2964	
648184518	Dda3937_00526	Response regulator of the two-component transcriptional regulatory system (PmrA-PmrB BasR-BasS)	COG0745	
648184523	Dda3937_00530	AraC family transcriptional regulator	COG2207	
648184578	Dda3937_00354	DNA-binding response regulator in two-component regulatory system with EnvZ	COG0745	
648184579	Dda3937_00353	transcription elongation factor GreB	COG0782	
648184581	Dda3937_04417	putative transcriptional accessory protein	COG2183	
648184588	Dda3937_00345	transcriptional regulator, DeoR family	COG1349	
648184605	Dda3937_00328	cold-shock DNA-binding protein family	COG1278	
648184606	Dda3937_00327	transcriptional regulator, CopG family	COG0864	
648184611	Dda3937_00322	transcriptional regulator, LacI family	COG1609	
648184653	Dda3937_00283	transcriptional regulator, AraC family	COG2207	
648184673	Dda3937_00267	transcription termination factor Rho	COG1158	
648184685	Dda3937_00255	DNA-binding transcriptional dual regulator	COG0583	
648184696	Dda3937_04419	DNA-binding transcriptional regulator	COG0583	
648184712	Dda3937_02073	ArsR family transcriptional regulator	COG0640	
648184715	Dda3937_02070	transcription antiterminator protein	COG0250	
648184734	Dda3937_02052	DNA-binding protein transcriptional activator, homocysteine-binding protein	COG0583	
648184763	Dda3937_03259	transcriptional regulator, TetR family	COG1309	
648184785	Dda3937_03237	LysR-family transcriptional regulator	COG0583	
648184788	Dda3937_03234	transcriptional regulator, Nlp family	COG3423	
648184805	Dda3937_03218	DNA-binding transcriptional regulatory protein ExpR	COG2771	
648184828	Dda3937_00966	AraC family transcriptional regulator	COG2207	
648184839	Dda3937_00976	DNA-binding transcriptional regulatory protein PecS	COG1846	
648184842	Dda3937_00979	putative alpha helix chain yaiN	COG1937	
648184844	Dda3937_00981	transcriptional regulator, AraC family	COG1609	
648184857	Dda3937_00993	mannitol repressor, MtlR	COG3722	
648184871	Dda3937_01007	glucokinase	COG1940	
648184872	Dda3937_01008	putative ROK-family transcriptional regulator	COG1940	
648184893	Dda3937_01028	MarR family transcriptional regulator	COG1846	
648184896	Dda3937_01031	LysR family transcriptional regulator YfeR	COG0583	
648184907	Dda3937_01042	transcriptional regulator BkdR of isoleucine and valine catabolism operon	COG1522	
648184913	Dda3937_01047	transcriptional regulator, GntR family	COG2188	
648184934	Dda3937_01067	transcriptional regulator containing an amidase domain and an AraC-type DNA-binding HTH domain	COG4977	
648184937	Dda3937_01070	transcriptional regulator, HxlR family	COG1733	
648184940	Dda3937_01073	Regulatory protein, LysR:LysR, substrate-binding protein	COG0583	
