Gene ID	Locus Tag	Name	Function	
648182559	Dda3937_04048	Exodeoxyribonuclease III (EC 3.1.11.2)	COG0708	
648182605	Dda3937_00587	DNA topoisomerase I, omega subunit	COG0550	
648182607	Dda3937_00589	DNA-(apurinic or apyrimidinic site) lyase (EC 4.2.99.18)/endonuclease III (EC 3.2.2.-)	COG0177	
648182688	Dda3937_04584	O-6-alkylguanine-DNA:cysteine-protein methyltransferase	COG0350	
648182712	Dda3937_02955	ATP-dependent RNA helicase	COG0513	
648182718	Dda3937_02949	DNA helicase/exodeoxyribonuclease V, alpha subunit (EC 3.1.11.5)	COG0507	
648182719	Dda3937_02948	DNA helicase/exodeoxyribonuclease V, beta subunit (EC 3.1.11.5)	COG1074	
648182720	Dda3937_02947	DNA helicase/exodeoxyribonuclease V, gamma subunit (EC 3.1.11.5)	COG1330	
648182757	Dda3937_03716	ATP-dependent DNA helicase DinG	COG1199	
648182791	Dda3937_03677	integration host factor (IHF), DNA-binding protein, subunit alpha	COG0776	
648182936	Dda3937_03803	hypothetical protein	COG2840	
648182937	Dda3937_03807	DNA-invertase	COG1961	
648183043	Dda3937_00092	RNAse T (EC 3.1.13.-)	COG0847	
648183133	Dda3937_03640	transcription-repair coupling factor	COG1197	
648183189	Dda3937_00022	hypothetical protein	COG3120	
648183288	Dda3937_03959	Excinuclease ABC subunit C	COG0322	
648183297	Dda3937_00080	Integrase	COG0582	
648183359	Dda3937_01874	antirestriction protein	COG4227	
648183499	Dda3937_00491	hypothetical protein	COG2840	
648183684	Dda3937_03713	Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)	COG1570	
648183749	Dda3937_03852	DNA replication and repair protein RecO	COG1381	
648183761	Dda3937_03841	ATP-dependent RNA helicase	COG0513	
648183763	Dda3937_03839	Uracil-DNA glycosylase (EC 3.2.2.-)	COG0692	
648183819	Dda3937_03975	DNA polymerase III subunit epsilon	COG0847	
648183820	Dda3937_03974	ribonuclease HI	COG0328	
648183863	Dda3937_03154	DNA strand exchange and recombination protein with protease and nuclease activity	COG0468	
648183923	Dda3937_00938	Integrase	COG0582	
648183933	Dda3937_00929	DNA polymerase IV	COG0389	
648184044	Dda3937_00179	DNA ligase, NAD(+)-dependent	COG0272	
648184071	Dda3937_02618	restart primosome assembly protein PriB	COG2965	
648184131	Dda3937_03445	Replicative DNA helicase	COG0305	
648184156	Dda3937_03467	ATPase and DNA damage recognition protein of nucleotide excision repair excinuclease UvrABC	COG0178	
648184157	Dda3937_03468	single-strand binding protein	COG0629	
648184232	Dda3937_02237	zinc-binding protein	COG3024	
648184283	Dda3937_01373	DNA polymerase II	COG0417	
648184284	Dda3937_01374	RNA polymerase-associated helicase protein (ATPase and RNA polymerase recycling factor)	COG0553	
648184351	Dda3937_00422	nuclease	COG2356	
648184365	Dda3937_00436	DNA mismatch repair protein MutL	COG0323	
648184407	Dda3937_02177	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	COG0122	
648184469	Dda3937_01526	putative DNA topoisomerase	COG0551	
648184471	Dda3937_01524	Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	COG0758	
648184559	Dda3937_04185	DNA adenine methylase	COG0338	
648184627	Dda3937_00308	ATP-dependent DNA helicase	COG0514	
648184634	Dda3937_00301	ATP-dependent DNA helicase UvrD (EC 3.6.1.-)	COG0210	
648184636	Dda3937_00299	site-specific tyrosine recombinase	COG4973	
648184675	Dda3937_00265	ATP-dependent RNA helicase	COG0513	
648184680	Dda3937_00260	ATP-dependent DNA helicase Rep (EC 3.6.1.-)	COG0210	
648184724	Dda3937_02061	putative recombination limiting protein	COG1322	
648184757	Dda3937_03265	DNA-(apurinic or apyrimidinic site) lyase (EC 4.2.99.18)	COG0266	
648184760	Dda3937_03262	DNA replication and repair protein RadC	COG2003	
648184877	Dda3937_01013	DNA-3-methyladenine glycosylase I (EC 3.2.2.20)	COG2818	
648184923	Dda3937_01057	DNA gyrase subunit B	COG0187	
648184924	Dda3937_01058	DNA replication and repair protein RecF	COG1195	
648184925	Dda3937_01059	DNA polymerase III, subunit beta	COG0592	
648184926	Dda3937_01060	chromosomal replication initiator protein DnaA, DNA-binding transcriptional dual regulator	COG0593	
