Gene ID	Locus Tag	Name	Function	
648184304	Dda3937_01394	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)	COG1047	
648184311	Dda3937_00384	chaperone Hsp40, co-chaperone with DnaK	COG0484	
648184312	Dda3937_00385	chaperone protein DnaK	COG0443	
648184360	Dda3937_00431	modulator for HflB protease specific for phage lambda cII repressor	COG0330	
648184361	Dda3937_00432	modulator for HflB protease specific for phage lambda cII repressor	COG0330	
648184408	Dda3937_02176	peptidyl-prolyl cis-trans isomerase ppiD	COG0760	
648184413	Dda3937_02171	Modular FeS cluster scaffolding protein NifU	COG0822	
648184513	Dda3937_00521	subunit of the heterohexameric YheLMN (TusBCD) mediator of sulfur relay	COG2168	
648184520	Dda3937_00528	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)	COG0545	
648184529	Dda3937_00536	FKBP-type peptidyl prolyl cis-trans isomerase/Apo-metallochaperone SlyD	COG1047	
648184554	Dda3937_04190	peptidyl-prolyl cis-trans isomerase ppiA	COG0652	
648184573	Dda3937_00358	heat shock protein Hsp33	COG1281	
648184585	Dda3937_00348	Fe-S biogenesis protein	COG0694	
648184589	Dda3937_00344	putative intramembrane serine protease	COG0705	
648184694	Dda3937_00246	MG(2+) chelatase family protein/ComM-related protein	COG0606	
648184770	Dda3937_03252	ABC transporter	COG1123	
648184887	Dda3937_01022	ABC transporter ATP-binding protein	COG1123	
648184972	Dda3937_01105	serine/threonine kinase	COG1262	
