Gene ID	Locus Tag	Name	Function	
648183731	Dda3937_03378	sensor histidine kinase for the two component response regulator YfhA	COG0642	
648183734	Dda3937_03380	lytic transglycosylase	COG4623	
648183742	Dda3937_03858	hypothetical protein	COG2199	
648183745	Dda3937_03856	EAL domain containing protein involved in flagellar function	COG2200	
648183754	Dda3937_03847	positive regulator of sigma(E), RseC/MucC	COG3086	
648183755	Dda3937_03846	sigma E regulatory protein, MucB/RseB	COG3026	
648183756	Dda3937_03845	anti sigma-E protein, RseA	COG3073	
648183777	Dda3937_02640	regulatory protein for D-galactarate, D-glucarate, and D-glycerate metabolism	COG3835	
648183793	Dda3937_00509	putative DNA-binding transcriptional regulator	COG1489	
648183851	Dda3937_03941	S-ribosylhomocysteine lyase (EC 4.4.1.21)/quorum-sensing autoinducer 2 (AI-2) synthesis protein LuxS	COG1854	
648183860	Dda3937_03151	carbon storage regulator, CsrA	COG1551	
648183889	Dda3937_03179	carbon starvation protein A	COG1966	
648183890	Dda3937_03180	two component transcriptional regulator, LytTR family	COG3279	
648183891	Dda3937_03181	putative sensory kinase in two-component system with YehT	COG3275	
648183928	Dda3937_00934	hypothetical protein	COG2199	
648183951	Dda3937_00913	putative amino acid ABC transporter periplasmic protein	COG0834	
648184026	Dda3937_00195	GTP pyrophosphokinase/Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase	COG0317	
648184028	Dda3937_00193	hybrid sensory histidine kinase, in two-component regulatory system with UvrY	COG0642	
648184038	Dda3937_00184	methyl-accepting chemotaxis sensory transducer with Pas/Pac sensor	COG0840	
648184053	Dda3937_00170	aspartate chemoreceptor protein	COG0840	
648184075	Dda3937_02614	methyl-accepting chemotaxis protein	COG0840	
648184083	Dda3937_02606	serine chemoreceptor protein	COG0840	
648184086	Dda3937_02603	cell filamentation protein	COG2184	
648184105	Dda3937_02585	cell filamentation protein	COG2184	
648184134	Dda3937_03448	cyclohexadienyl dehydratase (EC 4.2.1.91)	COG0834	
648184150	Dda3937_03462	serine chemoreceptor protein	COG0840	
648184152	Dda3937_03464	GGDEF domain-containing protein	COG2199	
648184208	Dda3937_02635	methyl-accepting chemotaxis protein	COG0840	
648184293	Dda3937_01383	Bis(5'nucleosyl)-tetraphosphatase, ApaH	COG0639	
648184324	Dda3937_00396	DNA-binding response regulator in two-component regulatory system with ArcB or CpxA	COG0745	
648184325	Dda3937_00397	CreA protein	COG3045	
648184333	Dda3937_00404	methyl-accepting chemotaxis sensory transducer with TarH sensor	COG0840	
648184363	Dda3937_00434	RNA-binding protein Hfq	COG1923	
648184386	Dda3937_00455	amino acid ABC transporter periplasmic amino acid-binding protein	COG0834	
648184387	Dda3937_00456	amino acid ABC transporter periplasmic amino acid-binding protein	COG0834	
648184399	Dda3937_02184	aspartate chemoreceptor protein	COG0840	
648184404	Dda3937_02180	Mo/Fe-nitrogenase-specific transcriptional regulator NifA	COG3604	
648184421	Dda3937_02163	serine chemoreceptor protein	COG0840	
648184456	Dda3937_02129	isocitrate dehydrogenase kinase/phosphatase	COG4579	
648184518	Dda3937_00526	Response regulator of the two-component transcriptional regulatory system (PmrA-PmrB BasR-BasS)	COG0745	
648184519	Dda3937_00527	sensory histidine kinase in two-component regulatory system with BasR	COG0642	
648184524	Dda3937_00531	Homoserine kinase	COG2334	
648184539	Dda3937_00546	cyclic AMP receptor protein	COG0664	
648184577	Dda3937_00355	sensory histidine kinase in two-component regulatory system with OmpR	COG0642	
648184578	Dda3937_00354	DNA-binding response regulator in two-component regulatory system with EnvZ	COG0745	
648184595	Dda3937_00338	sensory box/GGDEF family protein	COG2200	
648184604	Dda3937_00329	putative two-component system sensory kinase	COG3275	
648184650	Dda3937_00286	amino acid ABC transporter periplasmic amino acid-binding portion	COG0834	
648184676	Dda3937_00264	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase	COG0248	
648184721	Dda3937_02064	2-octaprenylphenol hydroxylase (EC 1.14.13.-)	COG0661	
648184730	Dda3937_02056	hypothetical protein	COG2365	
648184804	Dda3937_03219	Homoserine lactone synthase YpeI	COG3916	
648184824	Dda3937_00963	Sigma-54 dependent DNA-binding response regulator, Fis family	COG2204	
648184856	Dda3937_00992	methyl-accepting chemotaxis protein	COG0840	
648184932	Dda3937_01065	Toxin	COG3550	
648184959	Dda3937_01092	amino acid ABC transporter substrate-binding protein, PAAT family (TC 3.A.1.3.-)	COG0834	
