locusId	sysName	type	scaffoldId	begin	end	strand	name	desc
HER17_RS00485	HER17_RS00485	1	NZ_CP051652	114819	115676	+		RNA polymerase sigma factor RpoH
HER17_RS00490	HER17_RS00490	1	NZ_CP051652	115760	116206	-		aspartate 1-decarboxylase autocleavage activator PanM
HER17_RS00495	HER17_RS00495	1	NZ_CP051652	116611	117723	+		branched-chain amino acid ABC transporter substrate-binding protein
HER17_RS00500	HER17_RS00500	1	NZ_CP051652	117881	118807	+		high-affinity branched-chain amino acid ABC transporter permease LivH
HER17_RS00505	HER17_RS00505	1	NZ_CP051652	118804	120078	+		high-affinity branched-chain amino acid ABC transporter permease LivM
HER17_RS00510	HER17_RS00510	1	NZ_CP051652	120075	120845	+		high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivG
HER17_RS00515	HER17_RS00515	1	NZ_CP051652	120851	121552	+		high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivF
HER17_RS00520	HER17_RS00520	1	NZ_CP051652	121681	122871	+		PLP-dependent aminotransferase family protein
HER17_RS00525	HER17_RS00525	1	NZ_CP051652	122962	124608	-		MCP four helix bundle domain-containing protein
HER17_RS00530	HER17_RS00530	1	NZ_CP051652	125203	126873	-		MCP four helix bundle domain-containing protein
HER17_RS00535	HER17_RS00535	7	NZ_CP051652	127760	129431	-		MCP four helix bundle domain-containing protein
HER17_RS00540	HER17_RS00540	1	NZ_CP051652	129710	131389	-		MCP four helix bundle domain-containing protein
HER17_RS00545	HER17_RS00545	1	NZ_CP051652	131700	133058	-		GntP family transporter
HER17_RS00550	HER17_RS00550	1	NZ_CP051652	133253	134035	-		hydroxypyruvate isomerase family protein
HER17_RS00555	HER17_RS00555	1	NZ_CP051652	134069	134725	-		aldolase
HER17_RS00560	HER17_RS00560	1	NZ_CP051652	134722	135996	-		four-carbon acid sugar kinase family protein
HER17_RS00565	HER17_RS00565	1	NZ_CP051652	135993	136907	-		NAD(P)-dependent oxidoreductase
HER17_RS00570	HER17_RS00570	1	NZ_CP051652	137246	138007	+		DeoR/GlpR transcriptional regulator
HER17_RS00575	HER17_RS00575	1	NZ_CP051652	138032	138331	-		helix-turn-helix domain-containing protein
HER17_RS00580	HER17_RS00580	7	NZ_CP051652	138312	138736	-		type II toxin-antitoxin system RelE/ParE family toxin
HER17_RS00585	HER17_RS00585	1	NZ_CP051652	139234	139929	+		hypothetical protein
HER17_RS00590	HER17_RS00590	1	NZ_CP051652	139931	140347	+		hypothetical protein
HER17_RS00595	HER17_RS00595	1	NZ_CP051652	140458	140736	+		DUF1778 domain-containing protein
HER17_RS00600	HER17_RS00600	1	NZ_CP051652	140814	141107	-		type II toxin-antitoxin system RelE/ParE family toxin
HER17_RS00605	HER17_RS00605	1	NZ_CP051652	141100	141342	-		type II toxin-antitoxin system ParD family antitoxin
HER17_RS00610	HER17_RS00610	1	NZ_CP051652	141538	142872	+		sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB
HER17_RS00615	HER17_RS00615	1	NZ_CP051652	142945	143832	+		sn-glycerol-3-phosphate ABC transporter permease UgpA
HER17_RS00620	HER17_RS00620	1	NZ_CP051652	143829	144674	+		sn-glycerol-3-phosphate ABC transporter permease UgpE
HER17_RS00625	HER17_RS00625	1	NZ_CP051652	144700	145773	+		sn-glycerol-3-phosphate import ATP-binding protein UgpC
HER17_RS00630	HER17_RS00630	1	NZ_CP051652	145773	146522	+		glycerophosphodiester phosphodiesterase
HER17_RS00635	HER17_RS00635	1	NZ_CP051652	146638	147594	+		AEC family transporter
HER17_RS00640	HER17_RS00640	1	NZ_CP051652	147608	147904	-		hypothetical protein
HER17_RS00645	HER17_RS00645	1	NZ_CP051652	148215	148679	+		tRNA (cytidine(34)-2'-O)-methyltransferase
HER17_RS00650	HER17_RS00650	1	NZ_CP051652	148690	149490	-		DUF3142 domain-containing protein
HER17_RS00655	HER17_RS00655	1	NZ_CP051652	149460	151634	-		hypothetical protein
HER17_RS00660	HER17_RS00660	1	NZ_CP051652	151827	153197	-		envelope stress sensor histidine kinase CpxA
HER17_RS00665	HER17_RS00665	1	NZ_CP051652	153194	153892	-		envelope stress response regulator transcription factor CpxR
HER17_RS00670	HER17_RS00670	1	NZ_CP051652	154046	154570	+		cell-envelope stress modulator CpxP
HER17_RS00675	HER17_RS00675	1	NZ_CP051652	154807	155082	+		type II toxin-antitoxin system HicA family toxin
HER17_RS00680	HER17_RS00680	1	NZ_CP051652	155079	155441	+		type II toxin-antitoxin system HicB family antitoxin
HER17_RS00685	HER17_RS00685	7	NZ_CP051652	155553	156748	+		IS4 family transposase
HER17_RS00690	HER17_RS00690	1	NZ_CP051652	157024	160767	+		DUF4132 domain-containing protein
HER17_RS00695	HER17_RS00695	1	NZ_CP051652	160837	161946	+		AAA family ATPase
HER17_RS00700	HER17_RS00700	1	NZ_CP051652	162006	164567	+		hypothetical protein
HER17_RS00705	HER17_RS00705	1	NZ_CP051652	164564	165715	+		VWA domain-containing protein
HER17_RS00710	HER17_RS00710	1	NZ_CP051652	165712	167784	+		SWIM zinc finger family protein
HER17_RS00715	HER17_RS00715	1	NZ_CP051652	168084	169271	+		sugar transporter
HER17_RS00720	HER17_RS00720	1	NZ_CP051652	169348	170250	+		CDF family cation-efflux transporter FieF
HER17_RS00725	HER17_RS00725	1	NZ_CP051652	170457	171419	+		6-phosphofructokinase
HER17_RS00730	HER17_RS00730	1	NZ_CP051652	171926	172855	+		LysR family transcriptional regulator
HER17_RS00735	HER17_RS00735	1	NZ_CP051652	172842	173534	-		hypothetical protein
HER17_RS00740	HER17_RS00740	1	NZ_CP051652	173569	176346	-		Tat pathway signal sequence domain protein
HER17_RS00745	HER17_RS00745	1	NZ_CP051652	176351	178570	-		TonB-dependent receptor
HER17_RS00750	HER17_RS00750	1	NZ_CP051652	178869	179876	-		ABC transporter substrate-binding protein
HER17_RS00755	HER17_RS00755	1	NZ_CP051652	180334	181197	+		energy transducer TonB
HER17_RS00760	HER17_RS00760	1	NZ_CP051652	181208	181924	+		MotA/TolQ/ExbB proton channel family protein
HER17_RS00765	HER17_RS00765	1	NZ_CP051652	181926	182327	+		biopolymer transporter ExbD
HER17_RS00770	HER17_RS00770	1	NZ_CP051652	182349	183944	+		ABC transporter permease
HER17_RS00775	HER17_RS00775	1	NZ_CP051652	183962	184720	+		ABC transporter ATP-binding protein
HER17_RS00780	HER17_RS00780	1	NZ_CP051652	185231	186115	+		N-carbamoylputrescine amidase
HER17_RS00785	HER17_RS00785	1	NZ_CP051652	186119	187222	+		agmatine deiminase
HER17_RS00790	HER17_RS00790	1	NZ_CP051652	187345	187659	-		BrnA antitoxin family protein
HER17_RS00795	HER17_RS00795	1	NZ_CP051652	187646	187936	-		BrnT family toxin
HER17_RS00800	HER17_RS00800	1	NZ_CP051652	188111	188878	-		triose-phosphate isomerase
HER17_RS00805	HER17_RS00805	1	NZ_CP051652	189044	189643	-		YiiQ family protein
HER17_RS00810	HER17_RS00810	1	NZ_CP051652	189881	190303	+		DUF805 domain-containing protein
HER17_RS00815	HER17_RS00815	1	NZ_CP051652	190321	191067	-		ferredoxin--NADP(+) reductase
HER17_RS00820	HER17_RS00820	1	NZ_CP051652	191301	192311	-		class II fructose-bisphosphatase
HER17_RS00825	HER17_RS00825	1	NZ_CP051652	192567	194078	-		glycerol kinase GlpK
HER17_RS00830	HER17_RS00830	1	NZ_CP051652	194132	194971	-		aquaporin family protein
HER17_RS00835	HER17_RS00835	1	NZ_CP051652	195542	195781	+		septal ring assembly protein ZapB
HER17_RS00840	HER17_RS00840	1	NZ_CP051652	195901	196386	-		ribonuclease E activity regulator RraA
HER17_RS00845	HER17_RS00845	1	NZ_CP051652	196521	197438	-		1,4-dihydroxy-2-naphthoate polyprenyltransferase
HER17_RS00850	HER17_RS00850	1	NZ_CP051652	197584	198915	-		HslU--HslV peptidase ATPase subunit
HER17_RS00855	HER17_RS00855	1	NZ_CP051652	198925	199455	-		ATP-dependent protease subunit HslV
HER17_RS00860	HER17_RS00860	1	NZ_CP051652	199539	200414	-		cell division protein FtsN
HER17_RS00865	HER17_RS00865	1	NZ_CP051652	200503	201546	-		DNA-binding transcriptional regulator CytR
HER17_RS00870	HER17_RS00870	1	NZ_CP051652	201855	204053	-		primosomal protein N'
HER17_RS00875	HER17_RS00875	1	NZ_CP051652	204326	204541	+		50S ribosomal protein L31
HER17_RS00880	HER17_RS00880	1	NZ_CP051652	204638	205048	-		type II toxin-antitoxin system HicB family antitoxin
HER17_RS00885	HER17_RS00885	1	NZ_CP051652	205076	205255	-		type II toxin-antitoxin system HicA family toxin
HER17_RS00890	HER17_RS00890	1	NZ_CP051652	205355	206365	-		iron ABC transporter permease
HER17_RS00895	HER17_RS00895	1	NZ_CP051652	206362	207324	-		ABC transporter substrate-binding protein
HER17_RS00900	HER17_RS00900	1	NZ_CP051652	207334	208131	-		ABC transporter ATP-binding protein
HER17_RS00905	HER17_RS00905	1	NZ_CP051652	208349	208666	-		met regulon transcriptional regulator MetJ
HER17_RS00910	HER17_RS00910	1	NZ_CP051652	208854	210014	+		cystathionine gamma-synthase
HER17_RS00915	HER17_RS00915	1	NZ_CP051652	210017	212452	+		bifunctional aspartate kinase/homoserine dehydrogenase II
HER17_RS00920	HER17_RS00920	1	NZ_CP051652	212671	213837	+		ABC transporter ATP-binding protein
HER17_RS00925	HER17_RS00925	1	NZ_CP051652	213860	214993	+		extracellular solute-binding protein
HER17_RS00930	HER17_RS00930	1	NZ_CP051652	215065	215904	+		sugar ABC transporter permease
HER17_RS00935	HER17_RS00935	1	NZ_CP051652	215901	216707	+		ABC transporter permease subunit
HER17_RS00940	HER17_RS00940	1	NZ_CP051652	216704	217708	+		LacI family DNA-binding transcriptional regulator
HER17_RS00945	HER17_RS00945	1	NZ_CP051652	217756	218517	+		phosphodiesterase
HER17_RS00950	HER17_RS00950	1	NZ_CP051652	219029	219925	+		methylenetetrahydrofolate reductase
HER17_RS00955	HER17_RS00955	1	NZ_CP051652	220555	221463	+		DNA-binding transcriptional regulator OxyR
HER17_RS00960	HER17_RS00960	1	NZ_CP051652	221455	222861	-		Si-specific NAD(P)(+) transhydrogenase
HER17_RS00965	HER17_RS00965	1	NZ_CP051652	223074	223703	+		HTH-type transcriptional repressor FabR
HER17_RS00970	HER17_RS00970	1	NZ_CP051652	223739	224125	+		YijD family membrane protein
HER17_RS00975	HER17_RS00975	1	NZ_CP051652	224166	225269	-		tRNA (uridine(54)-C5)-methyltransferase TrmA
HER17_RS00980	HER17_RS00980	1	NZ_CP051652	225694	227571	+		TonB-dependent vitamin B12 receptor BtuB
HER17_RS00985	HER17_RS00985	1	NZ_CP051652	227546	228373	+		glutamate racemase
HER17_RS00990	HER17_RS00990	2	NZ_CP051652	228755	230306	+		16S ribosomal RNA
HER17_RS00995	HER17_RS00995	5	NZ_CP051652	230440	230517	+		tRNA-Glu
HER17_RS01000	HER17_RS01000	2	NZ_CP051652	230744	233692	+		23S ribosomal RNA
HER17_RS01005	HER17_RS01005	2	NZ_CP051652	233805	233920	+		5S ribosomal RNA
HER17_RS01010	HER17_RS01010	5	NZ_CP051652	233973	234049	+		tRNA-Asp
HER17_RS01015	HER17_RS01015	5	NZ_CP051652	234104	234179	+		tRNA-Trp
HER17_RS01020	HER17_RS01020	1	NZ_CP051652	234619	235575	+		ABC transporter substrate-binding protein
HER17_RS01025	HER17_RS01025	1	NZ_CP051652	235766	237286	+		sugar ABC transporter ATP-binding protein
HER17_RS01030	HER17_RS01030	1	NZ_CP051652	237273	238283	+		ABC transporter permease
HER17_RS01035	HER17_RS01035	1	NZ_CP051652	238283	239245	+		sugar ABC transporter permease YjfF
HER17_RS01040	HER17_RS01040	1	NZ_CP051652	239267	240094	-		HTH-type transcriptional regulator HdfR
HER17_RS01045	HER17_RS01045	1	NZ_CP051652	240215	240553	+		DUF413 domain-containing protein
HER17_RS01050	HER17_RS01050	1	NZ_CP051652	240610	242136	-		YifB family Mg chelatase-like AAA ATPase
HER17_RS01055	HER17_RS01055	1	NZ_CP051652	242544	242642	+		ilv operon leader peptide
HER17_RS01060	HER17_RS01060	1	NZ_CP051652	242783	244429	+		acetolactate synthase 2 catalytic subunit
HER17_RS01065	HER17_RS01065	1	NZ_CP051652	244508	244768	+		acetolactate synthase 2 small subunit
HER17_RS01070	HER17_RS01070	1	NZ_CP051652	244794	245720	+		branched-chain amino acid transaminase
HER17_RS01075	HER17_RS01075	1	NZ_CP051652	245989	247839	+		dihydroxy-acid dehydratase
HER17_RS01080	HER17_RS01080	1	NZ_CP051652	247845	249389	+		threonine ammonia-lyase, biosynthetic
HER17_RS01085	HER17_RS01085	1	NZ_CP051652	249497	250240	+		DUF2461 domain-containing protein
HER17_RS01090	HER17_RS01090	1	NZ_CP051652	250259	251059	-		hypothetical protein
HER17_RS01095	HER17_RS01095	1	NZ_CP051652	251056	251946	-		HTH-type transcriptional activator IlvY
HER17_RS01100	HER17_RS01100	1	NZ_CP051652	252151	253629	+		ketol-acid reductoisomerase
HER17_RS01105	HER17_RS01105	1	NZ_CP051652	253688	255172	-		sodium/proline symporter PutP
HER17_RS01110	HER17_RS01110	1	NZ_CP051652	255369	259337	+		trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase
HER17_RS01115	HER17_RS01115	1	NZ_CP051652	259431	259712	-		peptidylprolyl isomerase
HER17_RS01120	HER17_RS01120	1	NZ_CP051652	259873	261894	+		DNA helicase Rep
HER17_RS01125	HER17_RS01125	1	NZ_CP051652	261915	263411	-		exopolyphosphatase
HER17_RS01130	HER17_RS01130	1	NZ_CP051652	263418	264707	-		ATP-dependent RNA helicase RhlB
HER17_RS01135	HER17_RS01135	1	NZ_CP051652	264826	265152	+		thioredoxin TrxA
HER17_RS01140	HER17_RS01140	1	NZ_CP051652	265648	266907	+		transcription termination factor Rho
HER17_RS01145	HER17_RS01145	1	NZ_CP051652	267114	268211	+		UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase
HER17_RS01150	HER17_RS01150	1	NZ_CP051652	268233	269279	+		ECA polysaccharide chain length modulation protein
HER17_RS01155	HER17_RS01155	1	NZ_CP051652	269347	270465	+		UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)
HER17_RS01160	HER17_RS01160	1	NZ_CP051652	270591	271853	+		UDP-N-acetyl-D-mannosamine dehydrogenase
HER17_RS01165	HER17_RS01165	1	NZ_CP051652	271844	272917	+		dTDP-glucose 4,6-dehydratase
HER17_RS01170	HER17_RS01170	1	NZ_CP051652	272960	273691	+		dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase
HER17_RS01175	HER17_RS01175	1	NZ_CP051652	273696	274826	+		dTDP-4-amino-4,6-dideoxygalactose transaminase
HER17_RS01180	HER17_RS01180	1	NZ_CP051652	274828	276078	+		lipid III flippase WzxE
HER17_RS01185	HER17_RS01185	1	NZ_CP051652	276075	277160	+		TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
HER17_RS01190	HER17_RS01190	1	NZ_CP051652	277157	278539	+		ECA oligosaccharide polymerase
HER17_RS01195	HER17_RS01195	1	NZ_CP051652	278536	279285	+		lipopolysaccharide N-acetylmannosaminouronosyltransferase
HER17_RS01200	HER17_RS01200	1	NZ_CP051652	279653	281044	+		amino acid permease
HER17_RS01205	HER17_RS01205	5	NZ_CP051652	281184	281260	+		tRNA-Arg
HER17_RS01210	HER17_RS01210	5	NZ_CP051652	281384	281459	+		tRNA-His
HER17_RS01215	HER17_RS01215	5	NZ_CP051652	281502	281588	+		tRNA-Leu
HER17_RS01220	HER17_RS01220	5	NZ_CP051652	281633	281709	+		tRNA-Pro
HER17_RS01225	HER17_RS01225	1	NZ_CP051652	281833	283140	-		histidine-type phosphatase
HER17_RS01230	HER17_RS01230	1	NZ_CP051652	283389	284753	+		adenylosuccinate lyase
HER17_RS01235	HER17_RS01235	1	NZ_CP051652	284763	285305	+		GNAT family N-acetyltransferase
HER17_RS01240	HER17_RS01240	1	NZ_CP051652	285302	286093	+		amino acid ABC transporter substrate-binding protein
HER17_RS01245	HER17_RS01245	1	NZ_CP051652	286174	286845	+		amino acid ABC transporter permease
HER17_RS01250	HER17_RS01250	1	NZ_CP051652	286855	287616	+		amino acid ABC transporter ATP-binding protein
HER17_RS01255	HER17_RS01255	1	NZ_CP051652	287694	288851	+		amidohydrolase
HER17_RS01260	HER17_RS01260	1	NZ_CP051652	288910	289638	-		ATP-binding cassette domain-containing protein
HER17_RS01265	HER17_RS01265	1	NZ_CP051652	289753	290862	-		amino acid ABC transporter permease
HER17_RS01270	HER17_RS01270	1	NZ_CP051652	290873	292096	-		ABC transporter permease subunit
HER17_RS01275	HER17_RS01275	1	NZ_CP051652	292222	293274	-		amino acid ABC transporter substrate-binding protein
HER17_RS01280	HER17_RS01280	1	NZ_CP051652	293496	294257	-		sulfite exporter TauE/SafE family protein
HER17_RS01285	HER17_RS01285	1	NZ_CP051652	294322	295647	-		MmgE/PrpD family protein
HER17_RS01290	HER17_RS01290	1	NZ_CP051652	295712	297064	-		MmgE/PrpD family protein
HER17_RS01295	HER17_RS01295	1	NZ_CP051652	297402	298052	+		GntR family transcriptional regulator
HER17_RS01300	HER17_RS01300	1	NZ_CP051652	298653	299846	-		protoheme IX biogenesis protein HemY
HER17_RS01305	HER17_RS01305	1	NZ_CP051652	299849	300973	-		uroporphyrinogen-III C-methyltransferase
HER17_RS01310	HER17_RS01310	1	NZ_CP051652	300997	301737	-		uroporphyrinogen-III synthase
HER17_RS01315	HER17_RS01315	1	NZ_CP051652	301734	302675	-		hydroxymethylbilane synthase
HER17_RS01320	HER17_RS01320	1	NZ_CP051652	303007	305565	+		class I adenylate cyclase
HER17_RS01325	HER17_RS01325	1	NZ_CP051652	305614	306786	+		MFS transporter
HER17_RS01330	HER17_RS01330	1	NZ_CP051652	306820	307140	-		iron donor protein CyaY
