locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA	used
HGI48_RS00175	HGI48_RS00175	1	NZ_CP051429	45209	46171	-	NA	glyoxylate/hydroxypyruvate reductase GhrB	0.5857	30	TRUE
HGI48_RS00180	HGI48_RS00180	1	NZ_CP051429	46828	47766	+	NA	RNA-directed DNA polymerase	0.41	66	TRUE
HGI48_RS00185	HGI48_RS00185	1	NZ_CP051429	47763	49421	+	NA	AAA family ATPase	0.4008	109	TRUE
HGI48_RS00190	HGI48_RS00190	1	NZ_CP051429	49418	50065	+	NA	TIGR02646 family protein	0.4136	38	TRUE
HGI48_RS00195	HGI48_RS00195	1	NZ_CP051429	50123	50578	-	NA	N-acetyltransferase	0.5833	18	TRUE
HGI48_RS00200	HGI48_RS00200	1	NZ_CP051429	50575	51135	-	NA	DNA-3-methyladenine glycosylase I	0.5865	14	TRUE
HGI48_RS00205	HGI48_RS00205	1	NZ_CP051429	51334	52140	+	NA	sulfite exporter TauE/SafE family protein	0.6344	18	TRUE
HGI48_RS00210	HGI48_RS00210	1	NZ_CP051429	52285	53199	+	NA	glycine--tRNA ligase subunit alpha	0.5891	28	FALSE
HGI48_RS00215	HGI48_RS00215	1	NZ_CP051429	53209	55278	+	NA	glycine--tRNA ligase subunit beta	0.6145	32	FALSE
HGI48_RS00220	HGI48_RS00220	1	NZ_CP051429	55867	56637	+	NA	alpha/beta hydrolase	0.463	52	TRUE
HGI48_RS00225	HGI48_RS00225	1	NZ_CP051429	56977	60570	-	NA	urea carboxylase	0.6511	74	TRUE
HGI48_RS00230	HGI48_RS00230	1	NZ_CP051429	60672	61307	-	NA	urea carboxylase-associated family protein	0.6132	19	TRUE
HGI48_RS00235	HGI48_RS00235	1	NZ_CP051429	61310	62029	-	NA	urea carboxylase-associated family protein	0.6236	20	TRUE
HGI48_RS00240	HGI48_RS00240	1	NZ_CP051429	62058	62834	-	NA	ATP-binding cassette domain-containing protein	0.6242	9	TRUE
HGI48_RS00245	HGI48_RS00245	1	NZ_CP051429	62862	63674	-	NA	ABC transporter permease subunit	0.6544	18	TRUE
HGI48_RS00250	HGI48_RS00250	1	NZ_CP051429	63691	64746	-	NA	ABC transporter substrate-binding protein	0.6023	22	TRUE
HGI48_RS00255	HGI48_RS00255	1	NZ_CP051429	65457	66167	+	NA	DUF3053 domain-containing protein	0.5752	23	TRUE
HGI48_RS00260	HGI48_RS00260	1	NZ_CP051429	66657	68564	+	NA	PTS mannitol transporter subunit IICBA	0.5912	43	TRUE
HGI48_RS00265	HGI48_RS00265	1	NZ_CP051429	68640	69788	+	NA	mannitol-1-phosphate 5-dehydrogenase	0.6057	30	TRUE
HGI48_RS00270	HGI48_RS00270	1	NZ_CP051429	69871	70485	+	NA	MltR family transcriptional regulator	0.5756	16	TRUE
HGI48_RS00275	HGI48_RS00275	7	NZ_CP051429	70709	72052	-	NA	IS1182 family transposase	0.561	46	FALSE
HGI48_RS00280	HGI48_RS00280	1	NZ_CP051429	72218	74104	-	NA	methyl-accepting chemotaxis protein	0.5299	74	TRUE
HGI48_RS00285	HGI48_RS00285	1	NZ_CP051429	74371	74997	-	NA	superoxide dismutase [Mn]	0.5566	19	FALSE
HGI48_RS00290	HGI48_RS00290	1	NZ_CP051429	75270	76124	-	NA	formate dehydrogenase accessory sulfurtransferase FdhD	0.6269	15	TRUE
HGI48_RS00295	HGI48_RS00295	1	NZ_CP051429	76244	76519	-	NA	hypothetical protein	0.5036	12	TRUE
HGI48_RS00300	HGI48_RS00300	1	NZ_CP051429	76572	78110	+	NA	aldehyde dehydrogenase	0.5971	46	TRUE
HGI48_RS00305	HGI48_RS00305	1	NZ_CP051429	78189	79649	-	NA	xylulokinase	0.6721	22	TRUE
HGI48_RS00310	HGI48_RS00310	1	NZ_CP051429	79880	81199	-	NA	xylose isomerase	0.5985	28	TRUE
HGI48_RS00315	HGI48_RS00315	1	NZ_CP051429	81833	82828	+	NA	D-xylose ABC transporter substrate-binding protein	0.5211	44	TRUE
HGI48_RS00320	HGI48_RS00320	1	NZ_CP051429	82903	84444	+	NA	xylose ABC transporter ATP-binding protein	0.6044	27	TRUE
HGI48_RS00325	HGI48_RS00325	1	NZ_CP051429	84422	85606	+	NA	sugar ABC transporter permease	0.643	24	TRUE
HGI48_RS00330	HGI48_RS00330	1	NZ_CP051429	85798	87057	+	NA	XylR family transcriptional regulator	0.5802	43	TRUE
HGI48_RS00335	HGI48_RS00335	1	NZ_CP051429	87099	87674	-	NA	DJ-1/PfpI family protein	0.5747	14	TRUE
HGI48_RS00340	HGI48_RS00340	1	NZ_CP051429	87841	88119	-	NA	metal/formaldehyde-sensitive transcriptional repressor	0.5699	6	FALSE
HGI48_RS00345	HGI48_RS00345	1	NZ_CP051429	88219	89160	+	NA	nickel/cobalt efflux protein RcnA	0.6008	20	TRUE
HGI48_RS00350	HGI48_RS00350	1	NZ_CP051429	89155	89355	-	NA	hypothetical protein	0.4925	9	FALSE
HGI48_RS00355	HGI48_RS00355	1	NZ_CP051429	89475	90824	+	NA	argininosuccinate synthase	0.5778	37	TRUE
HGI48_RS00360	HGI48_RS00360	1	NZ_CP051429	90921	91421	-	NA	MarR family transcriptional regulator	0.5649	8	TRUE
HGI48_RS00365	HGI48_RS00365	1	NZ_CP051429	91780	92673	+	NA	DMT family transporter	0.547	31	TRUE
HGI48_RS00370	HGI48_RS00370	1	NZ_CP051429	93013	93963	+	NA	pseudouridine-5'-phosphate glycosidase	0.591	27	TRUE
HGI48_RS00375	HGI48_RS00375	1	NZ_CP051429	93975	94667	+	NA	HAD-IA family hydrolase	0.5873	19	TRUE
HGI48_RS00380	HGI48_RS00380	1	NZ_CP051429	94923	99389	+	NA	amino acid adenylation domain-containing protein	0.5885	146	TRUE
HGI48_RS00385	HGI48_RS00385	1	NZ_CP051429	99773	100705	+	NA	3-oxoacyl-ACP synthase	0.5509	28	TRUE
HGI48_RS00390	HGI48_RS00390	1	NZ_CP051429	100719	100985	+	NA	acyl carrier protein	0.4532	6	FALSE
HGI48_RS00395	HGI48_RS00395	1	NZ_CP051429	100975	101586	+	NA	VfmB protein	0.585	17	TRUE
HGI48_RS00400	HGI48_RS00400	7	NZ_CP051429	101698	101883	+	NA	multidrug transporter	0.5968	4	FALSE
HGI48_RS00405	HGI48_RS00405	1	NZ_CP051429	101870	102958	+	NA	alpha/beta hydrolase	0.596	38	TRUE
HGI48_RS00410	HGI48_RS00410	1	NZ_CP051429	103020	103583	-	NA	AraC family transcriptional regulator VfmE	0.4592	35	TRUE
HGI48_RS00415	HGI48_RS00415	1	NZ_CP051429	104231	104938	+	NA	ABC transporter ATP-binding protein	0.5692	20	TRUE
HGI48_RS00420	HGI48_RS00420	1	NZ_CP051429	104943	107378	+	NA	ABC transporter permease	0.4516	161	TRUE
HGI48_RS00425	HGI48_RS00425	1	NZ_CP051429	107526	108929	+	NA	two-component system response regulator VfmH	0.552	38	TRUE
HGI48_RS00430	HGI48_RS00430	1	NZ_CP051429	108922	110241	+	NA	two-component system sensor histidine kinase VfmI	0.5492	32	TRUE
HGI48_RS00435	HGI48_RS00435	1	NZ_CP051429	110198	110968	+	NA	4'-phosphopantetheinyl transferase superfamily protein	0.6213	16	TRUE
HGI48_RS00440	HGI48_RS00440	1	NZ_CP051429	110956	111603	-	NA	DUF2807 domain-containing protein	0.5895	18	TRUE
HGI48_RS00445	HGI48_RS00445	1	NZ_CP051429	111885	112823	-	NA	3-oxoacyl-ACP synthase	0.59	26	TRUE
HGI48_RS00450	HGI48_RS00450	1	NZ_CP051429	112879	113676	-	NA	hypothetical protein	0.6128	17	TRUE
HGI48_RS00455	HGI48_RS00455	1	NZ_CP051429	113720	114871	-	NA	acyl-CoA/acyl-ACP dehydrogenase	0.5851	37	TRUE
HGI48_RS00460	HGI48_RS00460	1	NZ_CP051429	114972	115895	-	NA	3-oxoacyl-ACP synthase	0.6006	24	TRUE
HGI48_RS00465	HGI48_RS00465	1	NZ_CP051429	115971	116483	-	NA	hypothetical protein	0.6277	17	TRUE
HGI48_RS00470	HGI48_RS00470	1	NZ_CP051429	116485	117618	-	NA	acyl-CoA dehydrogenase	0.6376	22	TRUE
HGI48_RS00475	HGI48_RS00475	1	NZ_CP051429	117615	118046	-	NA	VOC family protein	0.5255	15	TRUE
HGI48_RS00480	HGI48_RS00480	1	NZ_CP051429	118144	119667	-	NA	AMP-binding protein	0.5361	62	TRUE
HGI48_RS00485	HGI48_RS00485	1	NZ_CP051429	119648	121192	-	NA	AMP-binding protein	0.6058	56	TRUE
HGI48_RS00490	HGI48_RS00490	1	NZ_CP051429	121189	121500	-	NA	acyl carrier protein	0.5096	10	TRUE
HGI48_RS00495	HGI48_RS00495	1	NZ_CP051429	121506	123089	-	NA	acyl--CoA ligase	0.6162	44	TRUE
HGI48_RS00500	HGI48_RS00500	1	NZ_CP051429	123099	124013	-	NA	hypothetical protein	0.6273	26	TRUE
HGI48_RS00505	HGI48_RS00505	1	NZ_CP051429	124010	125353	-	NA	type III PLP-dependent enzyme	0.6153	38	TRUE
HGI48_RS00510	HGI48_RS00510	1	NZ_CP051429	125346	125657	-	NA	hypothetical protein	0.5449	9	TRUE
HGI48_RS00515	HGI48_RS00515	1	NZ_CP051429	126425	127177	+	NA	LuxR family transcriptional regulator	0.417	40	TRUE
HGI48_RS00520	HGI48_RS00520	1	NZ_CP051429	127143	127781	-	NA	acyl-homoserine-lactone synthase	0.4351	42	TRUE
HGI48_RS00525	HGI48_RS00525	1	NZ_CP051429	128227	128475	+	NA	DUF1471 domain-containing protein	0.5823	6	FALSE
HGI48_RS00530	HGI48_RS00530	1	NZ_CP051429	128611	128829	-	NA	hypothetical protein	0.4658	12	TRUE
HGI48_RS00535	HGI48_RS00535	1	NZ_CP051429	128885	129238	-	NA	helix-turn-helix transcriptional regulator	0.5113	9	TRUE
HGI48_RS00540	HGI48_RS00540	1	NZ_CP051429	129406	130269	-	NA	YicC family protein	0.5903	14	TRUE
HGI48_RS00545	HGI48_RS00545	1	NZ_CP051429	130399	131307	-	NA	LysR family transcriptional regulator	0.6018	17	TRUE
HGI48_RS00550	HGI48_RS00550	1	NZ_CP051429	131435	132517	-	NA	dipeptidase	0.6288	15	TRUE
HGI48_RS00555	HGI48_RS00555	1	NZ_CP051429	132718	134313	+	NA	ABC transporter substrate-binding protein	0.5946	25	TRUE
HGI48_RS00560	HGI48_RS00560	1	NZ_CP051429	134313	135323	+	NA	ABC transporter permease	0.638	22	TRUE
HGI48_RS00565	HGI48_RS00565	1	NZ_CP051429	135320	136222	+	NA	ABC transporter permease	0.6556	15	TRUE
HGI48_RS00570	HGI48_RS00570	1	NZ_CP051429	136223	137053	+	NA	ABC transporter ATP-binding protein	0.6306	10	TRUE
HGI48_RS00575	HGI48_RS00575	1	NZ_CP051429	137050	137790	+	NA	ABC transporter ATP-binding protein	0.6208	16	TRUE
HGI48_RS00580	HGI48_RS00580	1	NZ_CP051429	137787	139298	+	NA	beta-lactamase family protein	0.6693	29	TRUE
HGI48_RS00585	HGI48_RS00585	1	NZ_CP051429	139446	140771	-	NA	sulfotransferase family 2 domain-containing protein	0.5324	43	TRUE
HGI48_RS00590	HGI48_RS00590	1	NZ_CP051429	141299	141736	+	NA	hypothetical protein	0.5	24	TRUE
HGI48_RS00595	HGI48_RS00595	1	NZ_CP051429	141866	142630	+	NA	hypothetical protein	0.5935	23	TRUE
HGI48_RS00600	HGI48_RS00600	1	NZ_CP051429	142721	143434	+	NA	ABC transporter ATP-binding protein	0.591	21	TRUE
HGI48_RS00605	HGI48_RS00605	1	NZ_CP051429	143427	144647	+	NA	ABC transporter permease	0.6036	37	TRUE
HGI48_RS00610	HGI48_RS00610	1	NZ_CP051429	144640	146121	+	NA	TolC family protein	0.585	52	TRUE
HGI48_RS00615	HGI48_RS00615	1	NZ_CP051429	146114	147376	+	NA	HlyD family efflux transporter periplasmic adaptor subunit	0.5978	39	TRUE
HGI48_RS00620	HGI48_RS00620	1	NZ_CP051429	147358	148326	-	NA	isoaspartyl peptidase/L-asparaginase	0.6563	19	TRUE
HGI48_RS00625	HGI48_RS00625	1	NZ_CP051429	148380	149201	-	NA	M55 family metallopeptidase	0.6326	22	TRUE
HGI48_RS00630	HGI48_RS00630	1	NZ_CP051429	149234	150289	-	NA	P1 family peptidase	0.6723	18	TRUE
HGI48_RS00635	HGI48_RS00635	1	NZ_CP051429	150301	151200	-	NA	ABC transporter permease subunit	0.6378	19	TRUE
HGI48_RS00640	HGI48_RS00640	1	NZ_CP051429	151209	152129	-	NA	ABC transporter permease subunit	0.6059	18	TRUE
HGI48_RS00645	HGI48_RS00645	1	NZ_CP051429	152147	153703	-	NA	glutathione ABC transporter substrate-binding protein	0.5934	47	TRUE
HGI48_RS00650	HGI48_RS00650	1	NZ_CP051429	153897	155801	-	NA	ABC transporter ATP-binding protein	0.6409	32	TRUE
HGI48_RS00655	HGI48_RS00655	1	NZ_CP051429	155822	156787	-	NA	L-Ala-D/L-Glu epimerase	0.6542	14	TRUE
HGI48_RS00660	HGI48_RS00660	1	NZ_CP051429	156792	157799	-	NA	DUF1611 domain-containing protein	0.6498	22	TRUE
HGI48_RS00665	HGI48_RS00665	1	NZ_CP051429	158048	158386	-	NA	DUF202 domain-containing protein	0.6018	10	TRUE
HGI48_RS00670	HGI48_RS00670	1	NZ_CP051429	158393	158785	-	NA	DUF202 domain-containing protein	0.6489	7	FALSE
HGI48_RS00675	HGI48_RS00675	1	NZ_CP051429	158964	159680	+	NA	ribonuclease PH	0.6025	15	TRUE
HGI48_RS00680	HGI48_RS00680	1	NZ_CP051429	159792	160433	+	NA	orotate phosphoribosyltransferase	0.6106	14	TRUE
HGI48_RS00685	HGI48_RS00685	1	NZ_CP051429	160499	161095	-	NA	nucleoid occlusion factor SlmA	0.5678	11	TRUE
HGI48_RS00690	HGI48_RS00690	1	NZ_CP051429	161204	161662	-	NA	dUTP diphosphatase	0.6013	9	FALSE
HGI48_RS00695	HGI48_RS00695	1	NZ_CP051429	161631	162887	-	NA	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	0.6022	30	FALSE
HGI48_RS00700	HGI48_RS00700	1	NZ_CP051429	163079	163744	+	NA	DNA repair protein RadC	0.5946	12	TRUE
HGI48_RS00705	HGI48_RS00705	1	NZ_CP051429	163983	164219	+	NA	50S ribosomal protein L28	0.4979	13	FALSE
HGI48_RS00710	HGI48_RS00710	1	NZ_CP051429	164231	164398	+	NA	50S ribosomal protein L33	0.4345	11	FALSE
HGI48_RS00715	HGI48_RS00715	1	NZ_CP051429	164474	165283	+	NA	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	0.584	28	TRUE
HGI48_RS00720	HGI48_RS00720	1	NZ_CP051429	165361	165840	-	NA	pantetheine-phosphate adenylyltransferase	0.5563	14	FALSE
HGI48_RS00725	HGI48_RS00725	1	NZ_CP051429	165830	166636	-	NA	glycosyltransferase	0.596	25	FALSE
HGI48_RS00730	HGI48_RS00730	1	NZ_CP051429	166636	167913	-	NA	lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase	0.6017	40	FALSE
HGI48_RS00735	HGI48_RS00735	1	NZ_CP051429	168463	169587	+	NA	glycosyltransferase family 4 protein	0.5911	31	TRUE
HGI48_RS00740	HGI48_RS00740	1	NZ_CP051429	169584	170690	+	NA	glycosyltransferase family 9 protein	0.6089	30	TRUE
HGI48_RS00745	HGI48_RS00745	1	NZ_CP051429	170690	171898	+	NA	O-antigen ligase family protein	0.4963	53	FALSE
HGI48_RS00750	HGI48_RS00750	1	NZ_CP051429	172034	173152	-	NA	glycosyltransferase family 4 protein	0.6041	30	FALSE
HGI48_RS00755	HGI48_RS00755	1	NZ_CP051429	173149	174234	-	NA	putative lipopolysaccharide heptosyltransferase III	0.5958	19	TRUE
HGI48_RS00760	HGI48_RS00760	1	NZ_CP051429	174264	175244	-	NA	lipopolysaccharide heptosyltransferase RfaC	0.6279	18	FALSE
HGI48_RS00765	HGI48_RS00765	1	NZ_CP051429	175241	176293	-	NA	ADP-heptose--LPS heptosyltransferase RfaF	0.6192	24	FALSE
HGI48_RS00770	HGI48_RS00770	1	NZ_CP051429	176324	177256	-	NA	ADP-glyceromanno-heptose 6-epimerase	0.5616	37	FALSE
HGI48_RS00775	HGI48_RS00775	1	NZ_CP051429	177488	178408	-	NA	divergent polysaccharide deacetylase family protein	0.6319	18	TRUE
HGI48_RS00780	HGI48_RS00780	1	NZ_CP051429	178465	179739	-	NA	murein hydrolase activator EnvC	0.6157	23	TRUE
HGI48_RS00785	HGI48_RS00785	1	NZ_CP051429	179966	180397	+	NA	rhodanese-like domain-containing protein	0.5532	12	TRUE
HGI48_RS00790	HGI48_RS00790	1	NZ_CP051429	180497	180967	+	NA	protein-export chaperone SecB	0.5796	10	TRUE
HGI48_RS00795	HGI48_RS00795	1	NZ_CP051429	180967	181986	+	NA	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	0.6343	19	TRUE
HGI48_RS00800	HGI48_RS00800	1	NZ_CP051429	182120	182941	+	NA	serine O-acetyltransferase	0.6022	19	TRUE
HGI48_RS00805	HGI48_RS00805	1	NZ_CP051429	183340	183942	+	NA	lipid IV(A) palmitoyltransferase PagP	0.5638	25	TRUE
HGI48_RS00810	HGI48_RS00810	1	NZ_CP051429	184053	184952	+	NA	DMT family transporter	0.5789	32	TRUE
HGI48_RS00815	HGI48_RS00815	1	NZ_CP051429	184855	185793	-	NA	HTH-type transcriptional regulator MetR	0.6017	23	TRUE
HGI48_RS00820	HGI48_RS00820	1	NZ_CP051429	185898	188165	+	NA	5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase	0.6045	41	TRUE
HGI48_RS00825	HGI48_RS00825	1	NZ_CP051429	188384	189211	-	NA	dienelactone hydrolase family protein	0.6256	22	TRUE
HGI48_RS00830	HGI48_RS00830	1	NZ_CP051429	189501	190262	+	NA	uridine phosphorylase	0.6207	19	TRUE
HGI48_RS00835	HGI48_RS00835	1	NZ_CP051429	190497	191279	+	NA	tyrosine-protein phosphatase	0.6092	18	TRUE
HGI48_RS00840	HGI48_RS00840	1	NZ_CP051429	191607	192131	+	NA	SocA family protein	0.3905	38	TRUE
HGI48_RS00845	HGI48_RS00845	1	NZ_CP051429	192138	192710	+	NA	hypothetical protein	0.3752	36	TRUE
HGI48_RS00850	HGI48_RS00850	1	NZ_CP051429	192944	195583	-	NA	phosphoenolpyruvate carboxylase	0.6258	60	TRUE
HGI48_RS00855	HGI48_RS00855	1	NZ_CP051429	195872	197251	-	NA	PTS transporter subunit EIIC	0.5043	75	TRUE
HGI48_RS00860	HGI48_RS00860	1	NZ_CP051429	197559	198758	+	NA	starvation-sensing protein RspA	0.5417	60	TRUE
HGI48_RS00865	HGI48_RS00865	1	NZ_CP051429	198783	199511	-	NA	GntR family transcriptional regulator	0.5007	37	TRUE
HGI48_RS00870	HGI48_RS00870	1	NZ_CP051429	199572	200723	-	NA	acetylornithine deacetylase	0.5911	28	TRUE
HGI48_RS00875	HGI48_RS00875	1	NZ_CP051429	200938	201942	+	NA	N-acetyl-gamma-glutamyl-phosphate reductase	0.603	27	TRUE
HGI48_RS00880	HGI48_RS00880	1	NZ_CP051429	201967	202740	+	NA	acetylglutamate kinase	0.6305	17	TRUE
HGI48_RS00885	HGI48_RS00885	1	NZ_CP051429	202858	204231	+	NA	argininosuccinate lyase	0.615	26	TRUE
HGI48_RS00890	HGI48_RS00890	1	NZ_CP051429	204420	205952	+	NA	DNA recombination protein RmuC	0.5793	42	TRUE
HGI48_RS00895	HGI48_RS00895	1	NZ_CP051429	206087	206842	+	NA	bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE	0.5278	28	FALSE
HGI48_RS00900	HGI48_RS00900	1	NZ_CP051429	206856	207464	+	NA	SCP2 domain-containing protein	0.6207	5	FALSE
HGI48_RS00905	HGI48_RS00905	1	NZ_CP051429	207461	209098	+	NA	ubiquinone biosynthesis regulatory protein kinase UbiB	0.547	48	FALSE
HGI48_RS00910	HGI48_RS00910	1	NZ_CP051429	209196	209450	+	NA	Sec-independent protein translocase subunit TatA	0.502	12	TRUE
HGI48_RS00915	HGI48_RS00915	1	NZ_CP051429	209454	210026	+	NA	Sec-independent protein translocase subunit TatB	0.5916	8	TRUE
HGI48_RS00920	HGI48_RS00920	1	NZ_CP051429	210030	210797	+	NA	Sec-independent protein translocase subunit TatC	0.5573	25	TRUE
HGI48_RS00925	HGI48_RS00925	1	NZ_CP051429	210911	211705	+	NA	3'-5' ssDNA/RNA exonuclease TatD	0.6189	18	TRUE
HGI48_RS00930	HGI48_RS00930	1	NZ_CP051429	211708	212730	+	NA	porphobilinogen synthase	0.6012	28	FALSE
HGI48_RS00935	HGI48_RS00935	1	NZ_CP051429	212762	213250	-	NA	transcription/translation regulatory transformer protein RfaH	0.5624	13	TRUE
HGI48_RS00940	HGI48_RS00940	1	NZ_CP051429	213463	214950	+	NA	4-hydroxy-3-polyprenylbenzoate decarboxylase	0.584	50	FALSE
HGI48_RS00945	HGI48_RS00945	1	NZ_CP051429	215000	215701	+	NA	NAD(P)H-flavin reductase	0.5883	17	TRUE
HGI48_RS00950	HGI48_RS00950	1	NZ_CP051429	215798	217489	-	NA	FAD-dependent oxidoreductase	0.6247	47	TRUE
HGI48_RS00955	HGI48_RS00955	1	NZ_CP051429	217628	217945	+	NA	helix-turn-helix transcriptional regulator	0.5849	9	TRUE
HGI48_RS00960	HGI48_RS00960	1	NZ_CP051429	217982	218410	+	NA	YeeE/YedE family protein	0.6527	11	TRUE
HGI48_RS00965	HGI48_RS00965	1	NZ_CP051429	218436	218864	+	NA	YeeE/YedE family protein	0.62	8	TRUE
HGI48_RS00970	HGI48_RS00970	1	NZ_CP051429	218917	220080	-	NA	acetyl-CoA C-acyltransferase FadA	0.64	22	TRUE
HGI48_RS00975	HGI48_RS00975	1	NZ_CP051429	220093	222282	-	NA	fatty acid oxidation complex subunit alpha FadB	0.6137	58	TRUE
HGI48_RS00980	HGI48_RS00980	1	NZ_CP051429	222464	223795	+	NA	Xaa-Pro dipeptidase	0.5916	47	TRUE
HGI48_RS00985	HGI48_RS00985	1	NZ_CP051429	223795	224409	+	NA	IMPACT family protein	0.613	16	TRUE
HGI48_RS00990	HGI48_RS00990	1	NZ_CP051429	224451	225902	+	NA	Trk system potassium transporter TrkH	0.562	45	TRUE
HGI48_RS00995	HGI48_RS00995	1	NZ_CP051429	225921	226460	+	NA	menaquinone-dependent protoporphyrinogen IX dehydrogenase	0.5315	19	FALSE
HGI48_RS01000	HGI48_RS01000	2	NZ_CP051429	226834	228378	+	NA	16S ribosomal RNA	0.5528	68	FALSE
HGI48_RS01005	HGI48_RS01005	5	NZ_CP051429	228466	228541	+	NA	tRNA-Glu	0.6447	3	FALSE
HGI48_RS01010	HGI48_RS01010	2	NZ_CP051429	228736	231661	+	NA	23S ribosomal RNA	0.542	145	TRUE
HGI48_RS01015	HGI48_RS01015	2	NZ_CP051429	231783	231898	+	NA	5S ribosomal RNA	0.6466	4	FALSE
